,id,AnnouncementsView,Discussion,Grade,Relation,Semester,StudentAbsenceDays,VisITedResources,gender,raisedhands,class
896,896,20<x<40,22<x<70,x<2,Father,F,Above-7,37<x<74,F,x>80,1
897,897,40<x<66,22<x<70,x<2,Father,S,Above-7,37<x<74,F,0<x<5,1
898,898,12<x<20,22<x<70,x>7,Father,S,Above-7,37<x<74,M,x>80,1
899,899,12<x<20,7<x<9,x>7,Mum,S,Under-7,37<x<74,M,50<x<80,1
900,900,40<x<66,22<x<70,4<x<7,Mum,S,Above-7,37<x<74,M,22<x<49,1
901,901,20<x<40,22<x<70,x>7,Father,S,Under-7,15<x<37,M,9<x<12,1
902,902,40<x<66,80<x<96,4<x<7,Father,F,Above-7,x<2,M,x>80,1
903,903,20<x<40,22<x<70,4<x<7,Father,F,Under-7,37<x<74,M,0<x<5,0
904,904,40<x<66,22<x<70,x>7,Father,S,Under-7,37<x<74,F,x>80,1
905,905,20<x<40,22<x<70,x>7,Mum,S,Above-7,15<x<37,F,x>80,1
906,906,12<x<20,22<x<70,x>7,Mum,F,Under-7,x<2,F,50<x<80,1
907,907,x>66,10<x<22,x>7,Father,F,Above-7,x<2,F,12<x<21,0
908,908,40<x<66,80<x<96,x>7,Mum,S,Under-7,15<x<37,F,12<x<21,1
909,909,40<x<66,22<x<70,4<x<7,Mum,S,Above-7,37<x<74,F,x>80,1
910,910,12<x<20,10<x<22,x>7,Father,S,Under-7,76<x<89,M,x>80,1
911,911,40<x<66,22<x<70,4<x<7,Mum,S,Above-7,2<x<12,M,22<x<49,1
912,912,x>66,80<x<96,2<x<4,Mum,S,Under-7,x<2,M,50<x<80,1
913,913,40<x<66,22<x<70,4<x<7,Mum,S,Above-7,12<x<15,M,5<x<9,1
914,914,20<x<40,10<x<22,x<2,Father,F,Above-7,37<x<74,M,x<0,0
915,915,12<x<20,80<x<96,4<x<7,Father,F,Above-7,15<x<37,F,12<x<21,1
916,916,2<x<12,22<x<70,4<x<7,Father,F,Under-7,15<x<37,F,50<x<80,1
917,917,12<x<20,7<x<9,x>7,Father,F,Under-7,x>90,F,22<x<49,1
918,918,2<x<12,22<x<70,x>7,Father,S,Above-7,76<x<89,M,x>80,1
919,919,20<x<40,22<x<70,x>7,Father,F,Under-7,76<x<89,M,x>80,1
920,920,40<x<66,80<x<96,4<x<7,Father,F,Under-7,37<x<74,F,22<x<49,1
921,921,2<x<12,x>98,x>7,Mum,F,Under-7,37<x<74,M,22<x<49,1
922,922,40<x<66,80<x<96,2<x<4,Father,S,Under-7,37<x<74,M,0<x<5,1
923,923,20<x<40,22<x<70,x>7,Mum,S,Above-7,x<2,M,22<x<49,1
924,924,40<x<66,22<x<70,x>7,Mum,S,Under-7,15<x<37,F,0<x<5,1
925,925,0<x<2,22<x<70,x<2,Father,F,Above-7,15<x<37,M,50<x<80,1
926,926,x>66,22<x<70,x>7,Mum,F,Above-7,76<x<89,F,22<x<49,1
927,927,40<x<66,70<x<80,x>7,Mum,S,Under-7,15<x<37,F,x>80,1
928,928,20<x<40,22<x<70,x>7,Mum,F,Above-7,37<x<74,F,x>80,1
929,929,2<x<12,70<x<80,x>7,Father,F,Under-7,37<x<74,F,x>80,1
930,930,20<x<40,70<x<80,x>7,Father,F,Above-7,37<x<74,F,5<x<9,0
931,931,20<x<40,80<x<96,4<x<7,Mum,F,Under-7,15<x<37,M,22<x<49,1
932,932,20<x<40,22<x<70,4<x<7,Mum,F,Under-7,x>90,M,50<x<80,1
933,933,x>66,70<x<80,4<x<7,Father,S,Above-7,12<x<15,F,x>80,1
934,934,40<x<66,22<x<70,4<x<7,Father,F,Under-7,x>90,M,x>80,1
935,935,20<x<40,80<x<96,x>7,Mum,F,Under-7,37<x<74,F,22<x<49,1
936,936,12<x<20,70<x<80,2<x<4,Mum,S,Above-7,37<x<74,M,22<x<49,1
937,937,20<x<40,7<x<9,4<x<7,Father,S,Above-7,37<x<74,F,0<x<5,0
938,938,12<x<20,22<x<70,4<x<7,Father,F,Under-7,2<x<12,M,x>80,1
939,939,20<x<40,22<x<70,4<x<7,Father,F,Under-7,2<x<12,M,50<x<80,1
940,940,40<x<66,22<x<70,4<x<7,Father,S,Above-7,12<x<15,M,x>80,1
941,941,2<x<12,70<x<80,4<x<7,Father,F,Above-7,15<x<37,M,x>80,1
942,942,0<x<2,80<x<96,4<x<7,Father,F,Above-7,2<x<12,M,50<x<80,1
943,943,x>66,80<x<96,x>7,Father,S,Above-7,89<x<90,M,22<x<49,1
944,944,12<x<20,22<x<70,x<2,Father,S,Under-7,2<x<12,F,50<x<80,1
945,945,20<x<40,22<x<70,4<x<7,Mum,S,Under-7,15<x<37,F,50<x<80,1
946,946,20<x<40,22<x<70,x>7,Mum,S,Above-7,37<x<74,F,x>80,1
947,947,40<x<66,70<x<80,x<2,Father,F,Above-7,15<x<37,F,22<x<49,1
948,948,20<x<40,80<x<96,x>7,Mum,F,Above-7,37<x<74,F,50<x<80,1
949,949,12<x<20,x<7,4<x<7,Father,F,Above-7,x>90,F,21<x<22,1
950,950,x>66,22<x<70,4<x<7,Mum,S,Above-7,76<x<89,M,50<x<80,1
951,951,x>66,70<x<80,x>7,Mum,S,Under-7,2<x<12,M,22<x<49,1
952,952,2<x<12,10<x<22,x>7,Father,F,Under-7,x>90,F,5<x<9,1
953,953,40<x<66,22<x<70,2<x<4,Mum,S,Under-7,37<x<74,M,50<x<80,1
954,954,40<x<66,22<x<70,4<x<7,Mum,F,Above-7,76<x<89,M,50<x<80,1
955,955,20<x<40,22<x<70,x>7,Father,F,Under-7,37<x<74,M,50<x<80,1
956,956,2<x<12,22<x<70,4<x<7,Father,F,Above-7,x>90,F,x>80,1
957,957,40<x<66,80<x<96,4<x<7,Father,S,Above-7,15<x<37,M,5<x<9,1
958,958,x>66,22<x<70,4<x<7,Father,F,Under-7,2<x<12,F,50<x<80,1
959,959,x<0,22<x<70,2<x<4,Mum,S,Above-7,76<x<89,F,22<x<49,1
960,960,20<x<40,22<x<70,x>7,Mum,F,Above-7,15<x<37,F,0<x<5,0
961,961,x>66,96<x<98,x>7,Mum,F,Under-7,2<x<12,M,50<x<80,1
962,962,12<x<20,22<x<70,x>7,Mum,F,Above-7,37<x<74,M,50<x<80,1
963,963,12<x<20,x<7,4<x<7,Father,S,Under-7,12<x<15,M,22<x<49,1
964,964,20<x<40,22<x<70,x>7,Father,F,Above-7,2<x<12,F,x>80,1
965,965,x>66,80<x<96,4<x<7,Mum,F,Under-7,15<x<37,F,x>80,1
966,966,40<x<66,x<7,2<x<4,Mum,F,Under-7,15<x<37,M,5<x<9,0
967,967,40<x<66,80<x<96,4<x<7,Father,F,Above-7,15<x<37,M,12<x<21,1
968,968,40<x<66,80<x<96,x>7,Father,S,Under-7,15<x<37,F,22<x<49,1
969,969,20<x<40,80<x<96,4<x<7,Father,F,Under-7,74<x<76,F,22<x<49,1
970,970,2<x<12,10<x<22,4<x<7,Father,F,Above-7,2<x<12,F,12<x<21,0
971,971,12<x<20,70<x<80,x>7,Mum,S,Under-7,15<x<37,F,x<0,0
972,972,x>66,10<x<22,4<x<7,Mum,S,Above-7,76<x<89,F,12<x<21,1
973,973,12<x<20,x<7,x>7,Mum,F,Under-7,37<x<74,M,22<x<49,1
974,974,x>66,10<x<22,x>7,Father,F,Under-7,76<x<89,M,12<x<21,1
975,975,x>66,96<x<98,x>7,Father,F,Under-7,x<2,M,22<x<49,1
976,976,20<x<40,x<7,x>7,Mum,S,Above-7,37<x<74,F,50<x<80,1
977,977,40<x<66,22<x<70,x>7,Mum,F,Under-7,x>90,F,x>80,1
978,978,12<x<20,22<x<70,x>7,Mum,F,Under-7,37<x<74,M,5<x<9,1
979,979,40<x<66,70<x<80,x>7,Father,F,Under-7,x>90,F,22<x<49,1
980,980,20<x<40,22<x<70,2<x<4,Mum,F,Above-7,37<x<74,F,50<x<80,1
981,981,40<x<66,22<x<70,4<x<7,Mum,S,Under-7,37<x<74,M,0<x<5,1
982,982,40<x<66,x<7,4<x<7,Mum,S,Above-7,37<x<74,M,5<x<9,1
983,983,x>66,10<x<22,x>7,Mum,S,Above-7,89<x<90,F,22<x<49,1
984,984,40<x<66,80<x<96,x>7,Mum,S,Above-7,12<x<15,M,0<x<5,1
985,985,x>66,22<x<70,x>7,Mum,F,Under-7,15<x<37,F,22<x<49,1
986,986,40<x<66,22<x<70,x<2,Father,F,Under-7,37<x<74,M,22<x<49,1
987,987,x>66,22<x<70,x>7,Father,F,Above-7,37<x<74,M,50<x<80,1
988,988,40<x<66,70<x<80,x>7,Father,S,Under-7,76<x<89,F,x>80,1
989,989,20<x<40,80<x<96,x>7,Mum,S,Under-7,2<x<12,M,50<x<80,1
990,990,20<x<40,22<x<70,x<2,Father,S,Above-7,15<x<37,F,50<x<80,1
991,991,2<x<12,10<x<22,x>7,Mum,F,Under-7,15<x<37,F,9<x<12,0
992,992,20<x<40,22<x<70,4<x<7,Mum,S,Above-7,37<x<74,F,22<x<49,1
993,993,40<x<66,22<x<70,x>7,Father,S,Above-7,2<x<12,F,22<x<49,0
994,994,x>66,96<x<98,4<x<7,Father,F,Under-7,15<x<37,F,0<x<5,0
995,995,x>66,80<x<96,x>7,Father,S,Under-7,37<x<74,M,x>80,1
996,996,20<x<40,22<x<70,x>7,Father,F,Above-7,37<x<74,F,22<x<49,1
997,997,40<x<66,22<x<70,4<x<7,Father,S,Above-7,37<x<74,M,50<x<80,1
998,998,40<x<66,x<7,4<x<7,Father,F,Above-7,15<x<37,F,12<x<21,1
999,999,20<x<40,22<x<70,x>7,Mum,S,Under-7,15<x<37,F,22<x<49,1
