id,gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,raisedhands,VisITedResources,AnnouncementsView,Discussion,class
791,F,SaudiArabia,SaudiArabia,MiddleSchool,G-08,C,Arabic,S,Father,Yes,Bad,Under-7,66,4,60,76,1
792,M,Iran,Lybia,lowerlevel,G-09,C,Quran,S,Mum,No,Bad,Above-7,51,6,78,35,1
793,M,Tunis,USA,HighSchool,G-06,B,English,F,Mum,Yes,Bad,Under-7,98,40,11,88,0
794,F,Morocco,SaudiArabia,HighSchool,G-04,B,Science,F,Mum,Yes,Bad,Above-7,15,16,9,11,1
795,M,Iran,Palestine,HighSchool,G-05,A,Geology,S,Mum,No,Bad,Above-7,59,84,39,13,1
796,F,Tunis,Iran,HighSchool,G-09,C,Spanish,S,Father,No,Bad,Above-7,33,87,41,59,1
797,M,Lybia,Iraq,lowerlevel,G-02,A,English,F,Mum,No,Bad,Above-7,99,86,98,29,1
798,F,venzuela,USA,MiddleSchool,G-06,B,Arabic,S,Mum,Yes,Bad,Above-7,22,13,3,10,1
799,M,Palestine,Jordan,HighSchool,G-11,A,Arabic,S,Father,No,Bad,Under-7,28,14,12,68,1
800,F,KW,Syria,lowerlevel,G-08,C,English,S,Mum,Yes,Bad,Above-7,11,2,51,58,1
801,F,KW,Iraq,lowerlevel,G-05,C,Arabic,S,Father,No,Good,Above-7,59,81,37,90,1
802,F,venzuela,Lybia,HighSchool,G-05,B,French,S,Father,No,Bad,Above-7,77,2,3,84,1
803,F,Tunis,Egypt,lowerlevel,G-12,B,Spanish,F,Father,Yes,Bad,Under-7,99,91,57,10,1
804,M,Palestine,Syria,HighSchool,G-12,C,History,S,Mum,No,Bad,Under-7,42,66,50,57,1
805,M,Morocco,SaudiArabia,lowerlevel,G-09,B,Geology,S,Mum,No,Good,Above-7,90,33,9,46,1
806,M,Egypt,SaudiArabia,lowerlevel,G-06,B,Math,S,Mum,No,Bad,Under-7,98,94,59,51,0
807,M,Palestine,venzuela,lowerlevel,G-02,A,Geology,S,Father,Yes,Bad,Above-7,72,89,39,49,0
808,F,Jordan,Tunis,lowerlevel,G-10,B,Chemistry,F,Mum,No,Good,Under-7,42,79,2,93,0
809,M,Palestine,lebanon,MiddleSchool,G-09,B,History,S,Mum,No,Bad,Under-7,19,74,0,37,1
810,F,Egypt,Palestine,MiddleSchool,G-09,C,Science,F,Mum,Yes,Good,Above-7,50,98,63,66,1
811,M,venzuela,Morocco,lowerlevel,G-06,C,French,S,Mum,No,Good,Under-7,21,40,65,89,1
812,F,USA,Lybia,MiddleSchool,G-04,B,Chemistry,F,Father,Yes,Bad,Under-7,3,40,15,26,1
813,M,lebanon,KuwaIT,HighSchool,G-08,B,Geology,F,Father,Yes,Bad,Above-7,35,35,86,35,1
814,F,lebanon,USA,lowerlevel,G-07,C,Quran,S,Father,Yes,Bad,Under-7,84,11,51,81,0
815,M,Iran,Syria,lowerlevel,G-02,B,Quran,S,Mum,Yes,Bad,Above-7,99,99,70,75,0
816,M,USA,Egypt,HighSchool,G-07,C,English,F,Mum,Yes,Good,Above-7,52,38,28,55,1
817,M,SaudiArabia,Syria,HighSchool,G-04,C,French,F,Mum,Yes,Bad,Above-7,27,2,79,80,1
818,M,lebanon,USA,lowerlevel,G-10,B,Chemistry,F,Mum,Yes,Good,Above-7,98,9,98,95,0
819,M,Palestine,Palestine,MiddleSchool,G-04,B,Biology,F,Mum,No,Good,Above-7,65,18,98,86,1
820,F,Syria,Syria,lowerlevel,G-04,A,Chemistry,S,Mum,No,Good,Under-7,85,60,45,22,0
821,F,Syria,Iraq,lowerlevel,G-09,C,Math,F,Mum,No,Good,Above-7,59,95,72,51,1
822,F,Palestine,venzuela,lowerlevel,G-08,A,Arabic,S,Father,Yes,Good,Above-7,65,59,82,45,1
823,F,Iraq,USA,HighSchool,G-05,B,Biology,S,Father,No,Bad,Under-7,2,13,72,68,1
824,F,Morocco,venzuela,MiddleSchool,G-09,C,French,F,Mum,Yes,Good,Under-7,82,12,70,38,0
825,M,Palestine,USA,MiddleSchool,G-11,B,French,S,Mum,Yes,Bad,Above-7,15,52,7,30,1
826,F,Egypt,KuwaIT,lowerlevel,G-08,A,Arabic,F,Mum,No,Good,Under-7,10,10,38,53,1
827,F,lebanon,Iran,lowerlevel,G-02,C,Science,F,Mum,No,Bad,Under-7,67,51,24,39,1
828,F,Iran,SaudiArabia,MiddleSchool,G-04,A,Geology,F,Mum,No,Bad,Under-7,7,99,39,14,1
829,M,venzuela,lebanon,lowerlevel,G-09,C,Quran,S,Father,No,Bad,Under-7,67,14,78,77,1
830,M,Iran,Egypt,MiddleSchool,G-12,A,Biology,F,Mum,No,Good,Under-7,87,14,36,16,1
831,F,Jordan,Morocco,HighSchool,G-10,A,Arabic,F,Father,Yes,Good,Above-7,1,2,0,39,1
832,M,Palestine,Lybia,HighSchool,G-05,A,Geology,S,Mum,No,Good,Under-7,95,87,16,35,1
833,F,Jordan,lebanon,MiddleSchool,G-07,A,Arabic,S,Father,No,Bad,Under-7,79,22,70,46,1
834,M,Iraq,Tunis,HighSchool,G-09,C,History,S,Father,Yes,Good,Under-7,7,16,67,60,1
835,M,USA,Palestine,lowerlevel,G-06,B,Arabic,F,Father,Yes,Good,Under-7,3,15,28,34,1
836,M,Syria,lebanon,MiddleSchool,G-05,A,Arabic,F,Father,No,Bad,Above-7,7,96,79,36,1
837,M,Iraq,Morocco,MiddleSchool,G-10,C,Spanish,F,Father,Yes,Bad,Under-7,2,92,28,89,1
838,M,USA,Iraq,lowerlevel,G-04,C,IT,S,Mum,No,Good,Above-7,52,99,12,85,1
839,M,Morocco,venzuela,lowerlevel,G-10,A,Math,F,Father,No,Good,Under-7,5,65,80,66,1
840,M,Egypt,Tunis,HighSchool,G-11,B,French,S,Father,Yes,Good,Under-7,77,22,67,85,0
841,F,Lybia,KuwaIT,lowerlevel,G-07,B,History,F,Father,Yes,Good,Above-7,13,38,0,59,1
842,M,lebanon,Iraq,HighSchool,G-02,B,Science,S,Mum,Yes,Bad,Under-7,45,18,43,45,1
843,F,Syria,Palestine,lowerlevel,G-08,C,Quran,S,Mum,Yes,Good,Above-7,14,22,29,46,1
844,M,USA,Lybia,MiddleSchool,G-05,B,Biology,F,Mum,No,Bad,Under-7,52,22,13,81,1
845,M,SaudiArabia,Palestine,lowerlevel,G-10,A,English,F,Mum,Yes,Good,Above-7,97,78,12,3,1
846,F,Jordan,Jordan,MiddleSchool,G-06,B,Science,F,Father,No,Bad,Above-7,33,85,4,3,1
847,F,Syria,Egypt,HighSchool,G-09,C,History,F,Father,Yes,Bad,Above-7,10,25,32,76,1
848,M,Iran,Jordan,lowerlevel,G-05,B,Chemistry,F,Mum,Yes,Bad,Above-7,15,16,66,19,1
849,M,USA,KuwaIT,lowerlevel,G-11,C,History,S,Father,No,Bad,Under-7,28,83,12,74,1
850,M,Tunis,KuwaIT,lowerlevel,G-12,A,History,S,Father,Yes,Bad,Above-7,33,60,33,72,1
851,M,Iraq,Tunis,lowerlevel,G-04,B,Arabic,F,Father,Yes,Bad,Under-7,75,54,50,61,0
852,M,Egypt,Jordan,lowerlevel,G-04,A,Math,F,Father,No,Good,Under-7,86,54,77,10,0
853,M,lebanon,Morocco,HighSchool,G-11,C,Geology,F,Mum,Yes,Bad,Above-7,98,90,13,89,0
854,F,Iraq,SaudiArabia,lowerlevel,G-02,C,Biology,F,Mum,No,Bad,Above-7,28,50,45,1,1
855,F,Syria,lebanon,MiddleSchool,G-06,C,Chemistry,S,Mum,No,Good,Under-7,85,72,64,63,0
856,M,lebanon,USA,MiddleSchool,G-07,B,Arabic,S,Father,Yes,Bad,Above-7,32,95,19,21,1
857,M,KW,Iraq,HighSchool,G-06,A,Quran,S,Father,Yes,Good,Above-7,75,15,5,63,1
858,F,USA,Tunis,HighSchool,G-12,C,English,F,Mum,Yes,Bad,Above-7,45,88,39,63,0
859,M,Egypt,KuwaIT,HighSchool,G-11,A,History,F,Father,Yes,Bad,Above-7,8,55,15,2,1
860,F,Tunis,Jordan,HighSchool,G-02,B,IT,F,Mum,Yes,Good,Above-7,9,21,73,34,1
861,F,lebanon,SaudiArabia,lowerlevel,G-02,B,Quran,F,Mum,Yes,Good,Above-7,13,97,70,45,0
862,M,venzuela,Iraq,HighSchool,G-06,B,Math,S,Father,No,Bad,Under-7,62,80,45,59,1
863,F,Tunis,SaudiArabia,lowerlevel,G-07,A,Biology,F,Mum,No,Bad,Above-7,92,43,62,41,0
864,M,venzuela,USA,lowerlevel,G-04,B,Arabic,S,Father,No,Bad,Above-7,72,36,29,77,0
865,F,KW,Lybia,MiddleSchool,G-02,B,Biology,F,Father,Yes,Bad,Above-7,74,40,77,33,1
866,F,SaudiArabia,USA,HighSchool,G-04,A,Biology,F,Father,Yes,Bad,Above-7,41,98,72,46,0
867,F,lebanon,lebanon,MiddleSchool,G-05,C,Quran,F,Mum,Yes,Good,Above-7,57,42,43,21,0
868,F,Tunis,Iran,lowerlevel,G-10,C,Geology,F,Mum,Yes,Good,Above-7,98,26,54,9,1
869,F,USA,KuwaIT,lowerlevel,G-02,B,Arabic,S,Mum,No,Good,Under-7,86,38,39,86,1
870,M,Syria,venzuela,lowerlevel,G-06,A,Math,F,Father,No,Good,Under-7,24,0,46,1,1
871,M,USA,lebanon,HighSchool,G-02,C,Spanish,F,Mum,No,Good,Above-7,36,22,44,95,1
872,M,venzuela,KuwaIT,HighSchool,G-09,C,Quran,S,Father,Yes,Good,Under-7,66,58,49,72,1
873,M,Palestine,SaudiArabia,MiddleSchool,G-12,B,Spanish,F,Mum,Yes,Bad,Above-7,90,0,67,50,1
874,M,venzuela,Jordan,HighSchool,G-07,A,English,F,Father,No,Bad,Under-7,59,7,0,72,1
875,M,Tunis,Lybia,lowerlevel,G-06,C,History,S,Mum,Yes,Good,Under-7,12,21,34,88,1
876,M,USA,lebanon,HighSchool,G-05,C,French,S,Mum,Yes,Bad,Above-7,69,88,26,5,0
877,F,USA,Iran,MiddleSchool,G-05,C,Quran,F,Father,Yes,Bad,Above-7,69,12,45,66,1
878,F,USA,Iran,MiddleSchool,G-04,C,Science,S,Mum,No,Bad,Under-7,8,84,62,73,1
879,F,venzuela,USA,HighSchool,G-11,A,History,S,Mum,No,Good,Under-7,39,14,5,34,1
880,M,venzuela,Iran,HighSchool,G-05,A,Biology,F,Mum,Yes,Bad,Under-7,41,78,48,83,1
881,F,Egypt,Palestine,HighSchool,G-04,A,Science,F,Father,Yes,Good,Above-7,6,38,5,12,1
882,M,Iraq,lebanon,HighSchool,G-02,B,Science,S,Mum,No,Bad,Under-7,51,64,12,58,0
883,M,Lybia,Jordan,MiddleSchool,G-02,A,English,F,Mum,Yes,Bad,Above-7,7,55,77,22,1
884,M,KW,Iraq,lowerlevel,G-04,A,English,S,Mum,Yes,Bad,Under-7,25,69,69,19,1
885,M,Tunis,Egypt,MiddleSchool,G-08,A,Biology,F,Father,No,Good,Above-7,35,25,18,73,1
886,M,Lybia,SaudiArabia,lowerlevel,G-07,C,Spanish,S,Mum,No,Bad,Above-7,15,84,53,91,1
887,M,Palestine,Jordan,MiddleSchool,G-06,B,French,F,Father,No,Good,Above-7,59,96,37,7,1
888,F,Iraq,SaudiArabia,HighSchool,G-04,A,Science,F,Mum,Yes,Good,Above-7,69,90,77,96,0
889,M,Tunis,SaudiArabia,MiddleSchool,G-05,A,Quran,F,Mum,No,Good,Above-7,17,61,83,96,1
890,M,Tunis,Lybia,MiddleSchool,G-11,A,Geology,S,Father,No,Good,Above-7,50,21,77,20,1
891,F,USA,Morocco,lowerlevel,G-06,C,Math,F,Mum,No,Bad,Under-7,36,20,65,23,1
892,F,venzuela,venzuela,lowerlevel,G-09,A,Math,F,Mum,No,Bad,Above-7,21,84,48,24,1
893,F,Egypt,KuwaIT,HighSchool,G-07,C,Science,F,Mum,No,Bad,Under-7,73,26,80,48,1
894,F,Lybia,Morocco,HighSchool,G-11,C,Chemistry,S,Father,No,Good,Above-7,16,77,87,49,1
895,M,Palestine,lebanon,HighSchool,G-12,C,Quran,F,Mum,Yes,Good,Under-7,7,3,93,3,1
896,M,Iraq,Iraq,HighSchool,G-06,C,Quran,F,Mum,Yes,Good,Above-7,4,3,3,72,1
897,M,venzuela,lebanon,lowerlevel,G-12,B,Geology,S,Mum,No,Good,Above-7,14,28,34,24,1
898,M,Palestine,Morocco,MiddleSchool,G-11,A,English,F,Mum,No,Bad,Under-7,27,92,0,48,1
899,M,Lybia,Tunis,HighSchool,G-05,A,Geology,F,Mum,No,Bad,Above-7,69,89,62,53,1
900,M,Palestine,Iraq,MiddleSchool,G-07,A,Biology,S,Mum,Yes,Bad,Above-7,88,52,70,22,1
901,M,KW,Iran,MiddleSchool,G-07,B,French,F,Mum,Yes,Good,Under-7,96,70,9,40,0
902,M,Iran,Lybia,HighSchool,G-04,B,History,F,Father,Yes,Good,Above-7,36,59,71,25,1
903,F,venzuela,Palestine,lowerlevel,G-07,C,Spanish,F,Mum,No,Good,Above-7,30,70,50,68,1
904,F,venzuela,KuwaIT,MiddleSchool,G-09,C,IT,S,Father,No,Bad,Under-7,24,40,32,41,1
905,M,Lybia,lebanon,lowerlevel,G-06,C,Chemistry,S,Father,No,Bad,Under-7,92,87,13,49,1
906,M,lebanon,Lybia,HighSchool,G-06,C,Geology,S,Mum,No,Bad,Under-7,6,29,43,64,1
907,M,Egypt,Iraq,lowerlevel,G-09,B,IT,S,Father,No,Bad,Above-7,39,12,55,98,1
908,M,lebanon,Morocco,lowerlevel,G-08,B,Quran,F,Father,No,Good,Above-7,67,95,36,60,1
909,M,Iran,Egypt,lowerlevel,G-04,A,Chemistry,S,Father,Yes,Bad,Above-7,98,51,23,68,1
910,F,KW,KuwaIT,lowerlevel,G-09,A,History,F,Father,Yes,Good,Under-7,97,89,23,84,1
911,M,Palestine,USA,lowerlevel,G-12,A,Biology,S,Mum,No,Good,Above-7,55,59,25,51,1
912,F,Syria,Iran,MiddleSchool,G-04,C,French,S,Mum,Yes,Good,Above-7,21,12,2,83,1
913,M,Jordan,Tunis,lowerlevel,G-10,C,History,S,Mum,Yes,Bad,Above-7,75,43,22,16,1
914,M,Morocco,Syria,MiddleSchool,G-09,B,Math,S,Father,Yes,Bad,Under-7,69,65,34,58,1
915,F,Tunis,Palestine,MiddleSchool,G-12,A,Quran,S,Father,Yes,Good,Under-7,2,58,82,77,1
916,F,Lybia,Egypt,lowerlevel,G-07,A,French,S,Mum,Yes,Good,Above-7,80,3,12,75,0
917,F,Iran,Palestine,lowerlevel,G-06,A,Chemistry,S,Father,Yes,Good,Under-7,62,44,63,44,0
918,F,lebanon,lebanon,HighSchool,G-12,C,English,S,Mum,Yes,Bad,Under-7,84,89,13,39,0
919,F,Jordan,Iran,MiddleSchool,G-08,C,Arabic,F,Father,Yes,Bad,Above-7,45,10,78,50,1
920,F,Morocco,Lybia,MiddleSchool,G-10,A,IT,S,Father,No,Bad,Above-7,1,18,19,64,1
921,M,Syria,Morocco,HighSchool,G-09,C,Quran,S,Mum,Yes,Good,Above-7,53,7,67,8,1
922,M,venzuela,USA,MiddleSchool,G-06,C,Biology,S,Father,Yes,Good,Above-7,36,33,7,83,0
923,M,Jordan,Syria,HighSchool,G-02,B,History,S,Father,No,Bad,Under-7,52,44,86,76,1
924,F,SaudiArabia,Syria,lowerlevel,G-05,B,Science,F,Father,No,Bad,Under-7,49,5,8,1,1
925,M,Palestine,Lybia,HighSchool,G-10,B,Geology,F,Father,Yes,Bad,Under-7,98,85,58,8,1
926,F,Iran,Lybia,MiddleSchool,G-11,C,Arabic,F,Mum,No,Good,Above-7,61,21,19,8,1
927,M,Morocco,Jordan,lowerlevel,G-06,C,English,S,Mum,Yes,Good,Above-7,74,25,54,21,1
928,F,Palestine,SaudiArabia,MiddleSchool,G-07,A,Science,F,Father,No,Bad,Under-7,55,93,11,66,1
929,F,USA,USA,HighSchool,G-05,A,Spanish,F,Mum,No,Bad,Above-7,96,17,80,64,0
930,M,lebanon,Palestine,HighSchool,G-07,A,History,S,Father,Yes,Bad,Under-7,66,14,17,7,1
931,M,Egypt,Egypt,HighSchool,G-11,C,IT,S,Father,No,Bad,Under-7,65,11,8,6,1
932,M,Jordan,Jordan,lowerlevel,G-10,A,History,F,Mum,No,Good,Above-7,55,42,77,60,1
933,F,Iran,venzuela,HighSchool,G-04,A,Science,F,Father,No,Good,Under-7,90,91,89,48,0
934,F,SaudiArabia,Lybia,HighSchool,G-08,B,French,S,Mum,Yes,Bad,Above-7,17,81,95,20,1
935,F,Morocco,Jordan,lowerlevel,G-02,B,Spanish,F,Mum,Yes,Bad,Under-7,29,12,30,66,1
936,M,SaudiArabia,Egypt,MiddleSchool,G-08,A,Science,F,Father,Yes,Bad,Under-7,27,41,52,13,1
937,M,USA,Jordan,HighSchool,G-06,B,Math,F,Mum,No,Bad,Above-7,95,82,49,6,1
938,F,Tunis,USA,lowerlevel,G-07,C,Biology,F,Mum,Yes,Bad,Under-7,16,52,60,69,0
939,M,Lybia,Morocco,lowerlevel,G-08,B,IT,F,Mum,Yes,Bad,Under-7,24,19,74,83,1
940,M,Iraq,USA,MiddleSchool,G-04,A,Biology,F,Father,No,Good,Above-7,7,33,83,7,1
941,F,lebanon,Syria,HighSchool,G-07,C,Geology,F,Mum,No,Good,Above-7,29,93,6,41,0
942,F,Iran,Morocco,MiddleSchool,G-02,B,Science,S,Father,No,Good,Under-7,90,98,48,9,1
943,M,Lybia,Jordan,HighSchool,G-07,C,Chemistry,S,Father,No,Bad,Above-7,50,28,24,84,1
944,M,SaudiArabia,Tunis,MiddleSchool,G-10,A,Biology,F,Mum,No,Bad,Above-7,41,9,30,74,1
945,F,Palestine,Jordan,HighSchool,G-08,C,IT,F,Father,No,Bad,Under-7,5,58,24,48,1
946,M,USA,Tunis,HighSchool,G-02,A,Biology,S,Mum,No,Good,Under-7,5,26,78,92,0
947,M,Syria,SaudiArabia,MiddleSchool,G-11,C,Biology,F,Mum,Yes,Good,Under-7,12,40,2,64,1
948,F,Lybia,Lybia,lowerlevel,G-09,C,IT,S,Father,Yes,Good,Under-7,1,99,73,45,1
949,F,SaudiArabia,Lybia,lowerlevel,G-04,A,Chemistry,F,Mum,No,Good,Above-7,57,61,2,37,1
950,F,Jordan,USA,lowerlevel,G-12,A,Geology,S,Father,Yes,Good,Above-7,41,9,12,27,1
951,F,Syria,USA,MiddleSchool,G-11,B,Biology,F,Father,Yes,Bad,Above-7,57,43,55,2,0
952,M,Syria,Jordan,HighSchool,G-02,C,History,S,Father,Yes,Bad,Under-7,78,94,98,46,1
953,F,Jordan,Iraq,MiddleSchool,G-07,C,English,S,Father,Yes,Bad,Above-7,92,20,20,62,1
954,M,Morocco,Syria,lowerlevel,G-09,B,History,S,Mum,No,Bad,Under-7,24,76,35,58,1
955,F,Iraq,lebanon,lowerlevel,G-10,C,French,S,Mum,No,Good,Above-7,89,2,66,40,1
956,M,Syria,Iran,lowerlevel,G-11,C,Biology,F,Mum,No,Bad,Under-7,57,2,46,1,1
957,M,Palestine,lebanon,HighSchool,G-04,A,Quran,S,Mum,Yes,Good,Above-7,41,92,13,28,1
958,F,Tunis,Lybia,lowerlevel,G-06,C,IT,S,Father,Yes,Good,Above-7,18,7,14,50,1
959,F,Morocco,Egypt,MiddleSchool,G-10,C,History,S,Mum,Yes,Bad,Under-7,86,96,69,77,0
960,F,Lybia,KuwaIT,lowerlevel,G-02,B,Geology,S,Father,No,Good,Under-7,57,97,40,32,1
961,M,Palestine,venzuela,MiddleSchool,G-10,C,Math,F,Mum,Yes,Good,Under-7,15,26,79,41,1
962,F,Iran,Tunis,lowerlevel,G-09,B,Quran,S,Father,No,Bad,Under-7,29,82,88,65,1
963,F,venzuela,Lybia,lowerlevel,G-11,C,Chemistry,F,Mum,Yes,Bad,Under-7,19,66,67,10,1
964,M,Morocco,Lybia,MiddleSchool,G-02,A,Math,F,Father,Yes,Bad,Under-7,96,76,72,2,1
965,M,Iran,venzuela,HighSchool,G-05,A,Biology,S,Father,Yes,Good,Above-7,5,81,19,85,1
966,M,Lybia,Iran,MiddleSchool,G-10,A,Geology,S,Father,No,Good,Under-7,99,98,62,70,1
967,M,Syria,Lybia,lowerlevel,G-12,C,Chemistry,F,Father,No,Bad,Under-7,70,68,95,29,1
968,M,Iran,Palestine,MiddleSchool,G-08,A,Math,F,Father,Yes,Good,Above-7,42,84,43,44,1
969,F,Lybia,Lybia,HighSchool,G-08,B,IT,S,Father,No,Good,Above-7,24,25,79,40,1
970,F,Lybia,Syria,MiddleSchool,G-05,B,French,S,Mum,Yes,Bad,Under-7,49,61,31,89,1
971,F,Iraq,Egypt,HighSchool,G-10,C,Science,S,Father,No,Good,Under-7,72,54,48,65,1
972,M,Palestine,Morocco,lowerlevel,G-06,A,IT,S,Father,No,Good,Above-7,92,11,66,63,1
973,F,lebanon,Egypt,HighSchool,G-10,A,Math,S,Mum,No,Bad,Above-7,62,28,63,31,1
974,M,Iran,venzuela,MiddleSchool,G-04,B,Quran,S,Father,No,Good,Above-7,87,38,37,92,1
975,M,Iran,Palestine,MiddleSchool,G-11,B,Science,S,Father,No,Bad,Above-7,84,10,69,92,1
976,M,SaudiArabia,Egypt,HighSchool,G-08,A,Quran,F,Mum,Yes,Good,Under-7,53,74,34,66,1
977,F,KW,USA,MiddleSchool,G-06,B,Arabic,S,Father,Yes,Good,Under-7,17,18,95,57,1
978,M,Syria,Lybia,MiddleSchool,G-05,C,Quran,F,Mum,Yes,Good,Above-7,0,4,40,28,1
979,F,USA,lebanon,HighSchool,G-02,A,French,S,Father,Yes,Bad,Under-7,13,55,98,1,0
980,F,Morocco,USA,HighSchool,G-08,A,Quran,F,Father,Yes,Good,Above-7,17,24,34,70,1
981,M,Iran,Egypt,HighSchool,G-06,C,IT,S,Mum,Yes,Good,Above-7,61,71,74,74,1
982,M,Jordan,Egypt,lowerlevel,G-07,C,Science,F,Mum,No,Bad,Above-7,6,98,36,10,1
983,F,Tunis,Iran,MiddleSchool,G-02,B,Biology,S,Mum,No,Good,Under-7,33,80,29,51,0
984,F,Palestine,Lybia,MiddleSchool,G-11,C,French,S,Mum,No,Good,Above-7,21,88,75,83,0
985,M,KW,Morocco,HighSchool,G-05,C,Quran,F,Father,Yes,Bad,Above-7,23,84,86,77,1
986,F,Egypt,Iran,lowerlevel,G-04,C,Chemistry,F,Mum,Yes,Bad,Under-7,75,17,11,21,1
987,M,Iran,Lybia,HighSchool,G-10,B,Arabic,F,Father,No,Good,Under-7,89,14,83,25,1
988,F,SaudiArabia,Jordan,lowerlevel,G-04,B,English,S,Mum,Yes,Bad,Above-7,62,64,63,28,1
989,M,SaudiArabia,Tunis,HighSchool,G-06,A,English,S,Mum,Yes,Bad,Under-7,14,71,1,2,1
990,F,Syria,SaudiArabia,MiddleSchool,G-12,C,Spanish,F,Mum,Yes,Good,Under-7,1,96,41,57,0
991,M,Iraq,Morocco,lowerlevel,G-04,B,History,F,Mum,No,Bad,Under-7,2,77,80,88,1
992,M,KW,Morocco,lowerlevel,G-06,C,Chemistry,F,Father,Yes,Bad,Under-7,61,33,38,80,1
993,M,Syria,KuwaIT,MiddleSchool,G-04,C,French,F,Father,Yes,Bad,Above-7,19,59,76,31,1
994,M,Jordan,lebanon,lowerlevel,G-07,C,French,F,Mum,Yes,Bad,Under-7,99,4,78,4,0
995,M,Jordan,Syria,HighSchool,G-06,C,Math,F,Mum,No,Bad,Under-7,75,31,22,6,1
996,F,USA,Morocco,MiddleSchool,G-05,A,Chemistry,F,Father,No,Good,Above-7,21,99,21,61,1
997,M,Lybia,Palestine,lowerlevel,G-12,A,History,S,Father,No,Good,Above-7,88,68,62,38,1
998,F,Egypt,USA,MiddleSchool,G-02,C,Arabic,S,Mum,No,Bad,Under-7,83,44,65,19,1
999,F,USA,SaudiArabia,MiddleSchool,G-11,A,Quran,F,Father,Yes,Bad,Above-7,10,50,44,5,1
0,F,Palestine,SaudiArabia,MiddleSchool,G-06,A,Geology,F,Mum,No,Good,Above-7,x>75,x>74,49<x<73,50<x<74,0
1,M,Iran,Syria,lowerlevel,G-10,A,Geology,S,Father,No,Good,Under-7,50<x<75,24<x<49,x>73,25<x<50,1
2,M,Palestine,Iraq,HighSchool,G-11,C,Chemistry,S,Mum,Yes,Bad,Under-7,50<x<75,49<x<74,49<x<73,50<x<74,1
3,F,Iran,Morocco,MiddleSchool,G-10,B,Science,F,Mum,No,Bad,Above-7,25<x<50,0<x<24,0<x<24,x>74,1
4,M,Morocco,Egypt,lowerlevel,G-06,B,English,S,Father,No,Good,Above-7,50<x<75,49<x<74,0<x<24,50<x<74,1
5,F,venzuela,Morocco,lowerlevel,G-09,B,History,F,Mum,No,Good,Under-7,25<x<50,x>74,x<0,x>74,1
6,M,KW,Iraq,MiddleSchool,G-10,C,Quran,F,Father,Yes,Bad,Under-7,25<x<50,x>74,24<x<49,25<x<50,1
7,F,Iraq,SaudiArabia,lowerlevel,G-10,B,Math,S,Father,Yes,Good,Under-7,0<x<25,49<x<74,0<x<24,1<x<25,1
8,M,SaudiArabia,venzuela,MiddleSchool,G-12,C,Science,S,Mum,No,Good,Under-7,x<0,x>74,0<x<24,25<x<50,1
9,F,Jordan,lebanon,MiddleSchool,G-10,C,History,F,Mum,Yes,Bad,Under-7,x>75,0<x<24,49<x<73,1<x<25,0
10,M,Egypt,lebanon,MiddleSchool,G-07,A,French,S,Father,No,Good,Above-7,x>75,x>74,0<x<24,x>74,1
11,M,Jordan,lebanon,MiddleSchool,G-09,C,IT,S,Father,Yes,Bad,Under-7,x>75,49<x<74,49<x<73,25<x<50,0
12,M,Syria,venzuela,lowerlevel,G-10,C,Science,S,Father,No,Good,Above-7,25<x<50,x>74,24<x<49,x>74,1
13,F,Iran,USA,HighSchool,G-10,A,English,F,Father,No,Bad,Under-7,50<x<75,x>74,x>73,50<x<74,0
14,F,Iran,Tunis,HighSchool,G-10,C,Biology,S,Father,Yes,Good,Above-7,0<x<25,x>74,0<x<24,1<x<25,1
15,M,Iran,Iraq,lowerlevel,G-12,B,Biology,S,Mum,Yes,Good,Above-7,50<x<75,49<x<74,49<x<73,50<x<74,1
16,M,Morocco,Palestine,lowerlevel,G-09,B,Biology,F,Mum,No,Bad,Under-7,25<x<50,24<x<49,49<x<73,50<x<74,1
17,M,SaudiArabia,Iraq,HighSchool,G-05,A,Chemistry,F,Father,No,Bad,Under-7,25<x<50,24<x<49,24<x<49,1<x<25,1
18,F,Jordan,Jordan,lowerlevel,G-12,A,History,S,Mum,Yes,Bad,Under-7,0<x<25,24<x<49,24<x<49,50<x<74,1
19,F,Iran,lebanon,HighSchool,G-08,B,IT,F,Mum,Yes,Bad,Above-7,50<x<75,0<x<24,0<x<24,50<x<74,1
20,F,venzuela,Morocco,HighSchool,G-07,B,Chemistry,F,Father,No,Good,Under-7,25<x<50,49<x<74,x>73,1<x<25,1
21,M,KW,USA,HighSchool,G-12,C,Math,F,Father,No,Good,Above-7,0<x<25,x>74,49<x<73,1<x<25,1
22,M,Lybia,venzuela,lowerlevel,G-06,A,Chemistry,S,Mum,No,Good,Above-7,x>75,x>74,49<x<73,1<x<25,0
23,F,Iraq,KuwaIT,HighSchool,G-07,B,Quran,S,Mum,Yes,Bad,Above-7,0<x<25,0<x<24,x>73,50<x<74,1
24,M,venzuela,Jordan,HighSchool,G-08,C,Spanish,F,Mum,Yes,Good,Under-7,0<x<25,24<x<49,0<x<24,x>74,1
25,M,USA,Iran,HighSchool,G-02,A,Math,F,Mum,Yes,Bad,Above-7,50<x<75,x>74,49<x<73,1<x<25,1
