id,credit_history,purpose,savings_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,gender,status,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
713,'all paid',other,no known savings,'co applicant',car,stores,own,unemp/unskilled non res,yes,yes,'female,div/sep,16,1313,3,3,28,3,2,>=200,'>=7',1
714,'delayed previously',repairs,>=1000,none,life insurance,none,own,high qualif/self emp/mgmt,none,no,female,mar/wid',24,1345,3,1,40,1,1,'no checking','<1',1
715,'existing paid',domestic appliance,'<100',co applicant,no known property,stores,rent,'unskilled resident',none,yes,'female,single,14,1424,3,2,68,4,2,no checking,4<=X<7,1
716,'delayed previously',new car,100<=X<500,co applicant,'real estate',bank,'for free',high qualif/self emp/mgmt,none,no,'male,mar/wid,47,2069,3,1,67,1,2,no checking,'1<=X<4',1
717,critical/other existing credit,education,'>=1000',co applicant,no known property,stores,for free,'high qualif/self emp/mgmt',none,no,'female,mar/wid,36,2223,2,2,35,4,1,>=200,unemployed,1
718,no credits/all paid,retraining,500<=X<1000,none,car,stores,rent,high qualif/self emp/mgmt,yes,yes,female,div/sep',4,1829,4,3,32,4,2,<0,'>=7',1
719,all paid,new car,no known savings,'co applicant',car,bank,own,'high qualif/self emp/mgmt',yes,yes,male,mar/wid,16,836,2,1,34,1,1,'no checking',unemployed,1
720,critical/other existing credit,'used car','500<=X<1000',co applicant,car,none,'for free',high qualif/self emp/mgmt,yes,yes,female,mar/wid',10,3447,1,2,61,2,1,'0<=X<200',>=7,1
721,critical/other existing credit,used car,100<=X<500,guarantor,real estate,stores,for free,'unemp/unskilled non res',yes,no,male,div/sep,12,750,4,1,34,2,1,<0,'4<=X<7',1
722,'critical/other existing credit',used car,500<=X<1000,none,'life insurance',bank,rent,unskilled resident,yes,no,'male,mar/wid',9,1837,3,4,23,1,1,'0<=X<200','1<=X<4',1
723,'all paid','used car',no known savings,guarantor,'real estate',stores,rent,unemp/unskilled non res,none,no,'male,mar/wid,15,2080,2,4,21,1,2,'>=200',4<=X<7,1
724,existing paid,'domestic appliance',500<=X<1000,'co applicant','no known property',none,'for free','high qualif/self emp/mgmt',yes,no,female,div/sep,48,5866,1,2,45,4,1,no checking,'1<=X<4',1
725,'existing paid',furniture/equipment,>=1000,co applicant,'life insurance',bank,'for free','high qualif/self emp/mgmt',none,no,male,div/dep/mar',20,1965,1,4,38,2,1,'0<=X<200',<1,1
726,no credits/all paid,business,<100,none,no known property,stores,for free,unemp/unskilled non res,yes,no,'male,single,7,2302,4,2,66,2,1,'no checking','<1',1
727,existing paid,business,'no known savings',none,car,none,rent,unemp/unskilled non res,yes,yes,female,div/sep',26,4583,4,2,21,4,2,<0,4<=X<7,1
728,existing paid,'used car',<100,'co applicant',car,bank,own,unskilled resident,yes,no,male,div/dep/mar',14,1238,1,1,42,2,1,>=200,<1,1
729,delayed previously,'new car',100<=X<500,guarantor,'real estate',none,rent,'unemp/unskilled non res',none,no,'male,single,12,2964,2,4,49,1,2,no checking,<1,1
730,critical/other existing credit,'domestic appliance',no known savings,guarantor,'real estate',stores,rent,unemp/unskilled non res,yes,yes,female,mar/wid,26,6070,4,2,42,2,1,'no checking','1<=X<4',1
731,'critical/other existing credit',business,'500<=X<1000',co applicant,'real estate',bank,rent,high qualif/self emp/mgmt,none,yes,'female,div/dep/mar',26,7408,4,1,64,2,2,'0<=X<200','>=7',1
732,'delayed previously',other,500<=X<1000,'co applicant',real estate,none,rent,unskilled resident,none,no,male,mar/wid',4,1913,1,4,53,2,1,>=200,>=7,1
733,'no credits/all paid',other,'500<=X<1000',co applicant,'life insurance',bank,'for free',high qualif/self emp/mgmt,none,no,male,div/dep/mar,45,795,1,2,24,4,2,'no checking','>=7',1
734,all paid,new car,100<=X<500,guarantor,'real estate',none,own,'unemp/unskilled non res',yes,no,'female,div/sep',30,1901,4,2,27,4,2,'>=200',>=7,1
735,no credits/all paid,'used car',<100,guarantor,car,bank,own,'unskilled resident',yes,no,'female,single',16,1505,2,3,51,1,2,'>=200','<1',1
736,'no credits/all paid',other,>=1000,guarantor,car,bank,own,unskilled resident,yes,yes,'female,single,4,7980,1,4,64,1,2,<0,'1<=X<4',1
737,'critical/other existing credit',education,no known savings,guarantor,real estate,stores,'for free',unemp/unskilled non res,yes,yes,female,mar/wid',33,9034,3,1,43,4,1,'<0','1<=X<4',1
738,'existing paid',education,100<=X<500,'co applicant',car,none,for free,unemp/unskilled non res,yes,no,'male,mar/wid,30,1190,4,2,24,2,1,>=200,'>=7',1
739,delayed previously,'new car','>=1000',none,car,none,'for free','unemp/unskilled non res',yes,yes,male,single',11,4308,2,1,36,3,2,'0<=X<200','<1',1
740,'all paid',used car,'no known savings',none,'real estate',stores,'for free',high qualif/self emp/mgmt,none,yes,female,div/sep,48,2181,2,3,32,1,1,'no checking',unemployed,1
741,'delayed previously',business,<100,'co applicant','real estate',bank,own,high qualif/self emp/mgmt,none,no,male,div/dep/mar',12,3123,3,4,41,4,1,<0,'>=7',1
742,all paid,education,<100,guarantor,'real estate',bank,own,skilled,yes,no,male,div/sep',8,6361,3,3,38,3,2,0<=X<200,'<1',1
743,'no credits/all paid',domestic appliance,100<=X<500,none,life insurance,none,rent,skilled,yes,yes,female,mar/wid',42,1819,4,4,46,1,2,'no checking',unemployed,1
744,'all paid',retraining,<100,'co applicant','real estate',bank,'for free',unemp/unskilled non res,yes,yes,'male,mar/wid',6,3660,4,3,43,2,1,'0<=X<200','4<=X<7',1
745,'existing paid',used car,100<=X<500,co applicant,'real estate',bank,for free,high qualif/self emp/mgmt,yes,no,female,single',39,1455,2,4,68,1,1,'>=200',4<=X<7,1
746,critical/other existing credit,domestic appliance,'<100',co applicant,no known property,bank,rent,skilled,yes,yes,'male,div/dep/mar,39,4139,3,2,75,4,2,'>=200','1<=X<4',0
747,critical/other existing credit,new car,500<=X<1000,co applicant,no known property,bank,own,unemp/unskilled non res,none,no,'male,single',4,2577,4,4,47,1,2,0<=X<200,<1,1
748,'no credits/all paid',used car,100<=X<500,'co applicant','life insurance',bank,own,high qualif/self emp/mgmt,yes,no,male,mar/wid,4,1501,3,2,66,4,1,'<0','4<=X<7',1
749,'delayed previously',used car,>=1000,co applicant,car,none,own,unemp/unskilled non res,none,yes,'female,div/sep,7,458,1,1,44,1,2,'<0',1<=X<4,1
750,no credits/all paid,education,'100<=X<500',guarantor,life insurance,none,'for free',unskilled resident,yes,no,male,single,13,2360,3,3,58,3,2,'no checking',>=7,1
751,'existing paid',domestic appliance,no known savings,guarantor,'no known property',none,for free,'unemp/unskilled non res',none,yes,male,div/sep,11,2249,4,1,51,1,1,'<0','1<=X<4',0
752,critical/other existing credit,radio/tv,'500<=X<1000',guarantor,'real estate',bank,rent,high qualif/self emp/mgmt,none,yes,'female,single,4,3914,3,2,26,1,2,no checking,'>=7',1
753,'existing paid',furniture/equipment,'500<=X<1000',co applicant,'real estate',bank,for free,'high qualif/self emp/mgmt',yes,no,'male,mar/wid,16,2390,4,4,48,3,1,'no checking','4<=X<7',1
754,'all paid',new car,>=1000,'co applicant','real estate',stores,rent,'unskilled resident',yes,no,female,div/sep',15,14318,3,3,23,3,1,<0,4<=X<7,1
755,all paid,'used car','no known savings','co applicant','life insurance',stores,rent,skilled,none,yes,male,div/sep,40,960,4,2,52,3,2,'0<=X<200',>=7,1
756,all paid,used car,no known savings,co applicant,life insurance,none,for free,'high qualif/self emp/mgmt',none,no,female,div/sep',27,2424,3,2,53,1,2,'>=200',4<=X<7,1
757,'existing paid',new car,'no known savings',co applicant,'real estate',stores,'for free',unemp/unskilled non res,yes,no,'male,div/dep/mar,33,7476,4,4,58,4,2,0<=X<200,>=7,1
758,existing paid,education,'100<=X<500',none,car,bank,own,skilled,none,yes,female,mar/wid,6,1204,2,2,41,1,2,'0<=X<200',unemployed,1
759,'delayed previously',education,500<=X<1000,'co applicant',car,stores,'for free',high qualif/self emp/mgmt,yes,yes,male,mar/wid',5,3518,3,2,53,1,1,no checking,unemployed,1
760,delayed previously,new car,100<=X<500,'co applicant','no known property',bank,rent,skilled,yes,yes,male,single,40,1797,3,1,20,1,2,<0,'<1',0
761,'no credits/all paid',new car,'500<=X<1000',guarantor,real estate,bank,for free,'unskilled resident',yes,no,'male,mar/wid',10,2404,1,4,48,4,1,<0,1<=X<4,1
762,delayed previously,retraining,'<100',none,'no known property',stores,rent,unemp/unskilled non res,none,yes,male,div/sep',47,1819,2,3,32,3,2,0<=X<200,1<=X<4,0
763,'all paid',new car,'100<=X<500',none,car,none,for free,unskilled resident,none,no,male,div/sep,20,717,4,4,36,3,2,'no checking','4<=X<7',1
764,'critical/other existing credit',domestic appliance,'500<=X<1000',guarantor,car,none,'for free','unskilled resident',none,yes,male,div/dep/mar',30,6148,1,3,20,4,1,<0,4<=X<7,1
765,'all paid','new car',<100,none,'real estate',none,for free,unskilled resident,none,no,'male,mar/wid',20,1055,2,4,55,2,2,>=200,'1<=X<4',1
766,'critical/other existing credit',business,500<=X<1000,none,life insurance,stores,own,'unemp/unskilled non res',none,yes,'male,single,42,1778,3,2,40,3,2,'<0',unemployed,1
767,'all paid',business,>=1000,'co applicant',real estate,none,'for free',unemp/unskilled non res,none,yes,'male,div/sep',47,3430,1,3,59,1,1,no checking,'>=7',1
768,critical/other existing credit,new car,<100,'co applicant',no known property,bank,rent,unemp/unskilled non res,yes,yes,male,div/dep/mar,11,2613,1,2,50,1,1,<0,'>=7',1
769,'delayed previously',used car,<100,guarantor,'life insurance',bank,for free,'unemp/unskilled non res',yes,no,'female,div/dep/mar',22,343,2,3,21,3,1,no checking,<1,1
770,'no credits/all paid',domestic appliance,no known savings,guarantor,no known property,none,rent,unskilled resident,none,no,male,single,72,4870,3,3,35,1,1,<0,'1<=X<4',1
771,all paid,'new car','<100',guarantor,'real estate',bank,'for free','unemp/unskilled non res',none,no,female,mar/wid',30,1950,1,3,28,4,1,0<=X<200,'1<=X<4',1
772,'no credits/all paid',radio/tv,500<=X<1000,co applicant,life insurance,bank,rent,'high qualif/self emp/mgmt',yes,no,'female,div/sep',54,1246,2,2,50,4,1,<0,unemployed,1
773,'critical/other existing credit',furniture/equipment,100<=X<500,none,no known property,bank,for free,'unskilled resident',yes,no,female,mar/wid',54,3872,1,3,36,4,2,0<=X<200,'<1',1
774,all paid,'used car','no known savings',co applicant,'real estate',none,own,'unemp/unskilled non res',yes,yes,female,div/dep/mar,40,1244,1,4,74,1,2,'>=200',4<=X<7,1
775,delayed previously,'used car','<100','co applicant',real estate,none,for free,'unemp/unskilled non res',none,no,male,div/dep/mar,22,4455,2,4,57,4,2,<0,'4<=X<7',1
776,no credits/all paid,domestic appliance,'>=1000',guarantor,'no known property',none,rent,'unemp/unskilled non res',none,yes,'female,div/sep,24,2570,2,2,31,3,2,no checking,<1,0
777,'all paid','used car','no known savings','co applicant',car,none,rent,'high qualif/self emp/mgmt',none,yes,'female,div/sep,12,2892,1,1,53,1,1,'<0','4<=X<7',0
778,'critical/other existing credit','new car','>=1000','co applicant','life insurance',stores,'for free','unemp/unskilled non res',yes,no,'male,div/sep,22,2288,4,2,36,4,2,no checking,4<=X<7,1
779,existing paid,'new car',100<=X<500,'co applicant','no known property',bank,rent,'unskilled resident',none,yes,'male,div/dep/mar,10,1388,2,3,59,2,2,'0<=X<200','>=7',1
780,critical/other existing credit,'domestic appliance','<100',none,'no known property',none,own,unskilled resident,none,no,male,mar/wid',39,2142,1,1,66,4,2,'<0','>=7',1
781,existing paid,new car,'500<=X<1000',co applicant,'life insurance',stores,own,unemp/unskilled non res,none,yes,female,mar/wid,12,1880,3,2,52,1,2,'>=200','>=7',0
782,critical/other existing credit,business,>=1000,'co applicant','real estate',bank,for free,unemp/unskilled non res,yes,yes,male,div/dep/mar,48,4716,4,4,48,3,1,no checking,>=7,1
783,'critical/other existing credit','domestic appliance','500<=X<1000','co applicant',car,bank,rent,'high qualif/self emp/mgmt',yes,no,'male,mar/wid',21,1264,1,2,39,3,1,no checking,'<1',1
784,'all paid',business,500<=X<1000,'co applicant','real estate',stores,'for free',skilled,yes,no,'male,mar/wid,4,14179,3,3,39,1,1,'<0',1<=X<4,1
785,'all paid',furniture/equipment,'100<=X<500','co applicant','life insurance',stores,'for free','unskilled resident',none,yes,female,div/sep',47,1262,2,1,42,2,1,0<=X<200,4<=X<7,1
786,'existing paid',education,no known savings,none,life insurance,none,rent,'unskilled resident',none,yes,'female,single',6,2225,3,1,33,4,2,>=200,unemployed,1
787,'existing paid','domestic appliance','<100','co applicant',real estate,bank,own,high qualif/self emp/mgmt,yes,no,'female,single,36,1851,2,2,19,2,1,no checking,'1<=X<4',1
788,'critical/other existing credit',retraining,'>=1000',none,no known property,bank,rent,unemp/unskilled non res,yes,no,'female,div/dep/mar',13,6143,3,2,19,1,2,'<0','1<=X<4',1
789,'no credits/all paid',used car,'>=1000',none,no known property,stores,for free,'unskilled resident',yes,no,male,div/sep',12,4439,4,2,20,3,1,no checking,'1<=X<4',1
790,no credits/all paid,'new car',100<=X<500,'co applicant',no known property,none,own,'unemp/unskilled non res',none,no,male,single,30,2415,1,1,65,1,2,0<=X<200,'>=7',1
791,delayed previously,used car,100<=X<500,co applicant,car,bank,rent,'unemp/unskilled non res',yes,yes,'male,div/dep/mar',18,1287,4,4,29,2,2,'0<=X<200',<1,1
792,'all paid',business,'<100',none,real estate,bank,for free,unemp/unskilled non res,none,no,'female,mar/wid,26,2096,1,1,39,1,2,0<=X<200,'4<=X<7',1
793,existing paid,new car,>=1000,co applicant,life insurance,stores,rent,'unskilled resident',yes,no,'male,single',30,1053,4,1,43,3,2,'no checking',1<=X<4,0
794,all paid,'domestic appliance','no known savings',none,car,stores,for free,'high qualif/self emp/mgmt',none,no,female,div/sep',45,2142,4,3,34,4,2,'<0',>=7,0
795,'delayed previously',furniture/equipment,>=1000,none,life insurance,stores,for free,'high qualif/self emp/mgmt',none,yes,male,single,39,3114,3,2,36,1,1,'no checking',unemployed,1
796,'critical/other existing credit',domestic appliance,'500<=X<1000',none,life insurance,stores,rent,high qualif/self emp/mgmt,yes,no,'male,div/sep,13,2325,3,1,52,3,1,'<0',1<=X<4,1
797,'delayed previously',repairs,500<=X<1000,none,'real estate',none,'for free',unskilled resident,none,yes,'female,div/sep',21,2576,3,3,63,3,1,<0,>=7,1
798,no credits/all paid,domestic appliance,>=1000,none,'no known property',bank,rent,skilled,yes,yes,female,div/sep',4,3235,4,3,28,2,1,'0<=X<200',<1,1
799,all paid,new car,<100,'co applicant',no known property,none,'for free',unemp/unskilled non res,none,no,female,mar/wid,60,4057,3,3,33,1,1,no checking,>=7,1
800,'existing paid','domestic appliance','no known savings',none,no known property,bank,own,skilled,none,no,'male,single',27,4686,2,2,29,1,1,'0<=X<200',>=7,1
801,critical/other existing credit,'new car',no known savings,guarantor,'real estate',none,rent,'unemp/unskilled non res',none,yes,'male,mar/wid',16,9629,2,2,30,1,2,0<=X<200,'>=7',1
802,'existing paid','new car','100<=X<500',co applicant,life insurance,none,for free,skilled,none,no,female,div/dep/mar',42,2080,1,1,68,4,1,'0<=X<200','>=7',1
803,existing paid,repairs,100<=X<500,none,car,none,for free,unemp/unskilled non res,none,yes,'female,div/dep/mar',26,1965,4,1,67,1,2,'>=200','1<=X<4',1
804,no credits/all paid,repairs,'500<=X<1000',co applicant,'life insurance',bank,'for free','unskilled resident',none,yes,male,single',54,2424,4,3,68,2,2,'<0',1<=X<4,0
805,critical/other existing credit,furniture/equipment,100<=X<500,'co applicant',life insurance,bank,own,'unemp/unskilled non res',none,yes,female,mar/wid,5,1928,3,4,19,4,1,no checking,4<=X<7,1
806,'all paid',furniture/equipment,500<=X<1000,none,real estate,none,rent,'unemp/unskilled non res',none,no,male,mar/wid,39,338,1,3,53,1,2,'<0',<1,1
807,critical/other existing credit,business,500<=X<1000,guarantor,'real estate',bank,'for free',unemp/unskilled non res,none,no,female,div/sep',7,618,4,1,30,2,2,'>=200','4<=X<7',1
808,all paid,'used car',<100,co applicant,no known property,bank,own,'high qualif/self emp/mgmt',yes,no,'female,mar/wid',20,3566,1,1,42,3,2,'>=200',<1,1
809,delayed previously,other,500<=X<1000,'co applicant','real estate',stores,rent,high qualif/self emp/mgmt,yes,yes,female,single',11,3416,4,4,30,3,1,'0<=X<200',unemployed,1
810,critical/other existing credit,new car,no known savings,co applicant,'no known property',stores,for free,unskilled resident,yes,yes,male,mar/wid,24,6999,4,2,59,3,1,'no checking',>=7,1
811,'delayed previously',repairs,'no known savings',none,'no known property',none,for free,'unemp/unskilled non res',yes,yes,'female,mar/wid,7,1154,4,4,40,3,1,0<=X<200,unemployed,1
812,existing paid,'used car',>=1000,guarantor,car,bank,own,'unemp/unskilled non res',yes,yes,'female,mar/wid,9,2662,1,3,54,2,2,'<0','4<=X<7',1
813,all paid,retraining,500<=X<1000,'co applicant','real estate',none,'for free','high qualif/self emp/mgmt',none,no,male,mar/wid,5,2622,2,2,62,4,2,'<0',<1,1
814,'no credits/all paid',business,<100,guarantor,'no known property',stores,'for free','unskilled resident',none,no,'male,div/dep/mar',27,1301,4,3,47,3,1,0<=X<200,4<=X<7,1
815,existing paid,'domestic appliance','no known savings',guarantor,car,bank,rent,unskilled resident,yes,no,male,mar/wid',60,3565,4,3,52,2,2,no checking,'1<=X<4',1
816,all paid,new car,'100<=X<500',none,'no known property',none,own,skilled,none,yes,male,div/dep/mar',16,2427,2,2,35,2,2,0<=X<200,1<=X<4,0
817,'all paid',retraining,'<100',co applicant,no known property,none,'for free',skilled,none,yes,'male,div/dep/mar,13,1582,1,4,36,1,2,>=200,'<1',1
818,'delayed previously',used car,100<=X<500,co applicant,life insurance,stores,'for free',skilled,yes,no,'female,div/sep',33,1207,1,3,74,3,2,no checking,'1<=X<4',1
819,'critical/other existing credit',business,>=1000,none,car,bank,'for free','unskilled resident',yes,no,'female,div/dep/mar',10,1534,2,2,29,2,2,'0<=X<200',1<=X<4,1
