id,credit_history,purpose,savings_status,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
786,critical/other existing credit,repairs,'no known savings',female div/dep/mar,none,life insurance,none,'for free','unskilled resident',yes,no,21,2299,3,4,50,2,2,'>=200','<1',1
787,no credits/all paid,'domestic appliance',100<=X<500,female div/dep/mar,'co applicant',car,none,for free,unemp/unskilled non res,none,yes,22,2299,1,4,21,1,2,'0<=X<200',<1,1
788,no credits/all paid,business,<100,male div/sep,none,real estate,bank,for free,unskilled resident,none,yes,14,458,1,1,48,2,1,0<=X<200,unemployed,1
789,'no credits/all paid',education,>=1000,male mar/wid,'co applicant','life insurance',bank,for free,skilled,none,yes,47,3186,1,3,33,1,1,no checking,unemployed,1
790,critical/other existing credit,'new car','500<=X<1000','female div/dep/mar',guarantor,'real estate',bank,rent,unemp/unskilled non res,none,yes,11,1382,2,3,54,2,1,>=200,'1<=X<4',0
791,all paid,used car,100<=X<500,female div/dep/mar,co applicant,'no known property',none,rent,'unskilled resident',yes,no,18,4139,3,4,31,1,2,'no checking',4<=X<7,1
792,'no credits/all paid',domestic appliance,'100<=X<500',male div/sep,'co applicant',no known property,stores,for free,'high qualif/self emp/mgmt',yes,yes,15,6758,1,4,55,1,2,'no checking','<1',1
793,delayed previously,new car,'500<=X<1000','male single',none,'real estate',none,'for free',unemp/unskilled non res,none,yes,27,12976,3,4,29,1,1,no checking,unemployed,0
794,existing paid,'new car','500<=X<1000',male single,co applicant,car,stores,for free,'unskilled resident',yes,no,54,1360,3,1,61,3,1,'0<=X<200',unemployed,1
795,existing paid,retraining,'no known savings','male mar/wid','co applicant',no known property,bank,'for free',high qualif/self emp/mgmt,yes,yes,33,618,1,4,32,3,2,<0,1<=X<4,1
796,all paid,business,'no known savings',male single,none,real estate,bank,for free,'unemp/unskilled non res',none,yes,5,2522,1,4,74,2,2,>=200,<1,1
797,'existing paid',repairs,'no known savings','male mar/wid',co applicant,real estate,bank,own,'unskilled resident',yes,no,5,2743,4,2,54,3,2,'<0',<1,1
798,existing paid,repairs,'no known savings','male mar/wid','co applicant',real estate,none,rent,unskilled resident,none,yes,16,5293,4,2,56,3,1,0<=X<200,'4<=X<7',1
799,no credits/all paid,retraining,'<100','female div/dep/mar',none,no known property,none,own,'unskilled resident',yes,yes,54,3973,2,4,68,2,2,<0,<1,1
800,'critical/other existing credit',new car,500<=X<1000,'male mar/wid','co applicant',real estate,none,rent,unskilled resident,yes,yes,20,7297,2,2,47,1,1,'no checking',unemployed,1
801,all paid,radio/tv,'>=1000','male div/sep',co applicant,'no known property',stores,rent,unskilled resident,none,yes,47,1484,3,4,58,2,1,<0,1<=X<4,1
802,'critical/other existing credit',other,'>=1000',female div/dep/mar,none,car,bank,for free,'unskilled resident',none,yes,54,343,1,3,44,2,1,<0,'4<=X<7',1
803,delayed previously,radio/tv,100<=X<500,female div/dep/mar,guarantor,'no known property',none,own,high qualif/self emp/mgmt,yes,no,48,1199,2,2,60,3,2,'no checking',1<=X<4,1
804,'all paid',new car,100<=X<500,male mar/wid,guarantor,real estate,bank,for free,'unemp/unskilled non res',yes,yes,27,2069,2,3,34,2,2,0<=X<200,4<=X<7,1
805,'no credits/all paid','new car',500<=X<1000,female div/dep/mar,none,'life insurance',none,rent,high qualif/self emp/mgmt,yes,yes,45,3676,3,1,21,1,1,'no checking','<1',1
806,all paid,'domestic appliance',<100,female div/dep/mar,co applicant,'life insurance',none,own,'unskilled resident',yes,yes,11,3850,3,3,20,1,2,0<=X<200,'4<=X<7',1
807,'existing paid',education,no known savings,male mar/wid,co applicant,'no known property',none,for free,high qualif/self emp/mgmt,yes,no,60,1068,2,2,44,3,2,>=200,'<1',1
808,delayed previously,radio/tv,'<100','male mar/wid',guarantor,'life insurance',stores,'for free',unskilled resident,yes,yes,42,4241,4,2,74,2,2,'no checking','>=7',1
809,'existing paid','domestic appliance',>=1000,female div/dep/mar,guarantor,'real estate',stores,rent,skilled,none,yes,39,1037,1,1,65,2,1,'no checking',1<=X<4,1
810,'existing paid',other,'<100','male single',co applicant,car,none,own,'unemp/unskilled non res',yes,yes,5,2569,1,2,50,1,1,'>=200','4<=X<7',1
811,critical/other existing credit,business,'100<=X<500','male div/sep','co applicant',life insurance,bank,own,unskilled resident,yes,no,6,983,3,2,74,2,1,'>=200',4<=X<7,1
812,critical/other existing credit,education,'500<=X<1000','female div/dep/mar',co applicant,real estate,bank,for free,high qualif/self emp/mgmt,none,no,33,3485,4,3,70,1,1,no checking,'<1',1
813,'no credits/all paid',radio/tv,no known savings,female div/dep/mar,co applicant,'life insurance',none,own,'unemp/unskilled non res',none,yes,24,1403,1,3,20,3,1,'no checking',unemployed,1
814,existing paid,'domestic appliance','100<=X<500',female div/dep/mar,none,'real estate',stores,rent,unemp/unskilled non res,none,yes,5,1049,4,4,24,3,1,'no checking','4<=X<7',1
815,no credits/all paid,education,'100<=X<500',male mar/wid,none,car,stores,for free,'unemp/unskilled non res',none,yes,26,1258,1,2,44,2,2,<0,'<1',1
816,'no credits/all paid','used car','<100','male single',guarantor,no known property,stores,rent,unskilled resident,none,yes,20,1323,4,2,47,1,1,'>=200',1<=X<4,0
817,'all paid',business,no known savings,male mar/wid,guarantor,life insurance,bank,for free,unskilled resident,none,no,36,841,1,1,41,3,2,'0<=X<200',1<=X<4,1
818,'delayed previously',used car,'<100',male single,guarantor,'life insurance',stores,'for free','unskilled resident',none,yes,26,1164,4,3,47,3,2,no checking,<1,1
819,all paid,business,100<=X<500,male single,guarantor,life insurance,none,'for free','unskilled resident',yes,yes,15,930,2,1,55,2,2,0<=X<200,'1<=X<4',1
820,critical/other existing credit,other,100<=X<500,'male mar/wid','co applicant',life insurance,none,'for free',high qualif/self emp/mgmt,yes,no,36,999,4,4,31,1,2,0<=X<200,4<=X<7,1
821,all paid,radio/tv,'500<=X<1000','male single',none,real estate,bank,for free,'unemp/unskilled non res',yes,yes,14,1169,2,1,65,4,1,no checking,unemployed,1
822,'critical/other existing credit',furniture/equipment,500<=X<1000,female div/dep/mar,'co applicant',car,none,rent,unemp/unskilled non res,yes,no,48,3488,2,2,47,2,1,'0<=X<200','>=7',1
823,existing paid,'new car',no known savings,male mar/wid,co applicant,no known property,none,for free,skilled,yes,yes,8,1355,3,2,42,2,1,'<0',1<=X<4,1
824,critical/other existing credit,new car,'500<=X<1000','male mar/wid','co applicant','life insurance',none,for free,skilled,yes,yes,60,1837,4,1,47,1,1,'no checking',1<=X<4,1
825,no credits/all paid,'domestic appliance',<100,male single,co applicant,real estate,bank,'for free',high qualif/self emp/mgmt,none,yes,30,1381,1,3,28,2,2,no checking,'>=7',1
826,'existing paid','new car',<100,'female div/dep/mar',co applicant,car,none,rent,'high qualif/self emp/mgmt',yes,no,54,1823,3,1,55,2,1,<0,<1,0
827,no credits/all paid,radio/tv,no known savings,'male single',none,'life insurance',bank,'for free',high qualif/self emp/mgmt,none,yes,13,1819,4,3,25,4,2,no checking,4<=X<7,1
828,no credits/all paid,domestic appliance,'no known savings',male mar/wid,guarantor,life insurance,none,rent,'unskilled resident',none,no,72,11816,4,3,25,1,1,'0<=X<200','>=7',0
829,'all paid',radio/tv,100<=X<500,female div/dep/mar,guarantor,life insurance,none,'for free',unemp/unskilled non res,yes,no,8,2748,1,3,74,2,2,'no checking',1<=X<4,1
830,'no credits/all paid',new car,'>=1000','male single',co applicant,'real estate',stores,'for free','unemp/unskilled non res',none,no,26,754,4,4,25,2,1,>=200,1<=X<4,1
831,'critical/other existing credit',other,'<100',male div/sep,co applicant,no known property,bank,'for free',unemp/unskilled non res,yes,yes,39,8229,4,1,31,1,2,0<=X<200,'1<=X<4',1
832,'existing paid',furniture/equipment,100<=X<500,'male div/sep',guarantor,'real estate',bank,rent,high qualif/self emp/mgmt,none,yes,7,2767,1,2,31,3,1,'no checking',1<=X<4,1
833,'existing paid',radio/tv,no known savings,male div/sep,guarantor,no known property,stores,'for free',unemp/unskilled non res,none,yes,12,1967,2,3,42,2,2,'<0','4<=X<7',1
834,all paid,'used car','no known savings',male mar/wid,guarantor,no known property,stores,for free,unskilled resident,yes,yes,9,1469,3,2,19,4,2,<0,4<=X<7,1
835,'all paid',repairs,no known savings,'male div/sep',co applicant,no known property,none,own,unskilled resident,yes,yes,26,6314,2,4,54,3,2,'>=200',>=7,1
836,'existing paid',used car,<100,'male mar/wid',co applicant,car,bank,for free,skilled,yes,yes,10,2629,4,1,56,4,2,<0,4<=X<7,1
837,'critical/other existing credit',business,500<=X<1000,female div/dep/mar,guarantor,life insurance,bank,own,'high qualif/self emp/mgmt',yes,yes,36,1963,1,3,61,3,1,'>=200','>=7',1
838,delayed previously,retraining,'no known savings','male div/sep','co applicant','life insurance',stores,own,unemp/unskilled non res,none,yes,26,12680,1,2,55,4,2,no checking,>=7,1
839,'delayed previously',repairs,100<=X<500,'female div/dep/mar',co applicant,real estate,none,own,unemp/unskilled non res,yes,no,33,7409,2,1,50,4,1,<0,unemployed,1
840,'existing paid','new car','no known savings','female div/dep/mar',none,'real estate',bank,own,unskilled resident,yes,yes,72,4165,3,4,29,4,2,'<0',unemployed,1
841,all paid,'used car',<100,'male div/sep',none,life insurance,none,for free,skilled,yes,no,4,759,3,4,60,2,1,0<=X<200,'>=7',0
842,'all paid','used car',500<=X<1000,male div/sep,co applicant,real estate,bank,own,unemp/unskilled non res,none,yes,11,1372,3,1,37,4,2,0<=X<200,unemployed,1
843,all paid,domestic appliance,500<=X<1000,'male div/sep','co applicant','life insurance',none,own,'unskilled resident',yes,yes,16,1963,1,4,70,1,2,>=200,1<=X<4,1
844,'no credits/all paid','used car',>=1000,male mar/wid,'co applicant',car,stores,rent,unemp/unskilled non res,yes,yes,54,4272,3,2,61,3,2,no checking,'>=7',1
845,existing paid,furniture/equipment,'500<=X<1000',male single,none,'no known property',stores,rent,'unemp/unskilled non res',yes,yes,72,1979,4,3,25,3,1,0<=X<200,>=7,1
846,'existing paid',other,<100,'female div/dep/mar',co applicant,'real estate',none,own,'unskilled resident',none,yes,26,3552,4,2,59,4,1,>=200,4<=X<7,1
847,no credits/all paid,new car,'no known savings',male single,none,no known property,none,rent,'unemp/unskilled non res',none,yes,48,4473,1,2,57,2,1,0<=X<200,'1<=X<4',1
848,delayed previously,other,>=1000,male mar/wid,'co applicant',car,none,'for free','high qualif/self emp/mgmt',yes,no,13,4657,1,2,55,2,2,<0,'<1',1
849,'critical/other existing credit',furniture/equipment,'100<=X<500','male mar/wid',none,no known property,none,for free,unskilled resident,yes,no,13,701,2,4,66,2,1,<0,<1,1
850,all paid,new car,<100,'male div/sep',co applicant,life insurance,stores,'for free',unemp/unskilled non res,none,no,39,3060,1,4,45,2,2,'no checking','1<=X<4',1
851,critical/other existing credit,'new car',no known savings,'female div/dep/mar',co applicant,real estate,stores,own,'high qualif/self emp/mgmt',none,yes,33,1768,1,2,54,4,1,<0,'<1',1
852,all paid,education,'500<=X<1000','male single','co applicant',car,stores,own,'unemp/unskilled non res',yes,yes,20,10297,1,1,26,4,2,no checking,'1<=X<4',1
853,'no credits/all paid',business,<100,male single,none,no known property,bank,own,skilled,yes,yes,24,6288,4,2,39,1,1,0<=X<200,'1<=X<4',1
854,'no credits/all paid','domestic appliance',500<=X<1000,'male single',guarantor,life insurance,bank,rent,'unskilled resident',none,no,4,2320,3,2,48,4,2,no checking,1<=X<4,1
855,'critical/other existing credit',domestic appliance,no known savings,'male mar/wid','co applicant',car,bank,own,'unemp/unskilled non res',yes,no,40,3621,2,1,37,4,2,0<=X<200,'<1',1
856,no credits/all paid,domestic appliance,'no known savings',male single,'co applicant','no known property',none,for free,'unskilled resident',none,yes,54,3104,1,2,41,1,2,'0<=X<200','<1',1
857,critical/other existing credit,radio/tv,>=1000,male mar/wid,'co applicant',no known property,stores,own,high qualif/self emp/mgmt,yes,yes,10,1410,3,3,29,2,2,>=200,1<=X<4,1
858,'all paid',repairs,'no known savings',male div/sep,co applicant,'life insurance',none,'for free','unemp/unskilled non res',yes,yes,21,3148,3,2,66,3,1,>=200,'1<=X<4',1
859,all paid,used car,'<100','male mar/wid',none,no known property,none,for free,'high qualif/self emp/mgmt',none,no,30,1591,2,2,58,3,2,0<=X<200,<1,1
860,all paid,used car,'no known savings',male single,guarantor,car,bank,rent,unemp/unskilled non res,yes,no,36,4844,3,1,75,2,1,'<0',<1,1
861,'critical/other existing credit',used car,100<=X<500,'male single',guarantor,real estate,bank,rent,'unemp/unskilled non res',none,no,60,11328,3,4,54,2,2,0<=X<200,'>=7',1
862,'no credits/all paid',retraining,no known savings,'female div/dep/mar',co applicant,'real estate',none,own,unemp/unskilled non res,none,yes,14,4795,1,3,22,4,1,'0<=X<200','<1',1
863,'all paid','new car','<100','male mar/wid',guarantor,real estate,bank,'for free',unskilled resident,none,yes,72,2828,3,1,54,3,2,0<=X<200,'<1',1
864,'critical/other existing credit',new car,500<=X<1000,male single,guarantor,no known property,bank,for free,high qualif/self emp/mgmt,none,yes,7,1158,4,3,29,4,2,>=200,4<=X<7,1
865,'no credits/all paid',business,'100<=X<500',male mar/wid,co applicant,'life insurance',bank,'for free','high qualif/self emp/mgmt',none,no,9,1893,1,4,41,1,1,0<=X<200,>=7,0
866,'delayed previously',retraining,'no known savings',male div/sep,'co applicant','real estate',bank,'for free','unskilled resident',none,no,24,2577,2,2,31,4,1,<0,1<=X<4,1
867,'critical/other existing credit',domestic appliance,'no known savings','male single',guarantor,real estate,none,for free,'high qualif/self emp/mgmt',none,yes,36,11998,3,3,63,3,2,0<=X<200,'4<=X<7',1
868,critical/other existing credit,furniture/equipment,'100<=X<500',female div/dep/mar,co applicant,life insurance,bank,rent,high qualif/self emp/mgmt,yes,no,36,5804,4,1,46,4,2,'>=200',unemployed,1
869,'no credits/all paid',repairs,500<=X<1000,'male div/sep',co applicant,'life insurance',none,'for free',unemp/unskilled non res,none,yes,10,3123,3,2,27,1,1,>=200,unemployed,1
870,no credits/all paid,other,'no known savings','male mar/wid',guarantor,life insurance,none,own,'unemp/unskilled non res',none,no,14,5511,4,3,64,3,1,'>=200',unemployed,1
871,'delayed previously',used car,no known savings,'male single',co applicant,car,none,own,unemp/unskilled non res,yes,no,39,5711,1,3,23,3,2,'no checking','>=7',1
872,critical/other existing credit,'used car','100<=X<500',male div/sep,guarantor,life insurance,stores,own,unskilled resident,yes,yes,54,1567,4,1,59,4,1,'0<=X<200',4<=X<7,0
873,'existing paid',other,500<=X<1000,'male single',guarantor,no known property,none,for free,skilled,yes,no,28,1246,1,1,75,4,2,'no checking',unemployed,1
874,critical/other existing credit,retraining,'500<=X<1000',male div/sep,guarantor,real estate,bank,own,'unskilled resident',yes,yes,15,3914,1,1,64,1,2,0<=X<200,unemployed,1
875,'existing paid',furniture/equipment,100<=X<500,male mar/wid,none,real estate,bank,'for free','high qualif/self emp/mgmt',yes,no,4,1288,4,3,34,1,1,'no checking','<1',1
876,all paid,repairs,500<=X<1000,male mar/wid,none,real estate,none,'for free','high qualif/self emp/mgmt',none,yes,27,1520,2,3,37,2,2,'0<=X<200','>=7',1
877,'delayed previously','new car',500<=X<1000,female div/dep/mar,'co applicant',car,stores,for free,high qualif/self emp/mgmt,none,no,13,685,4,1,48,2,1,'<0','<1',1
878,all paid,repairs,'<100','male div/sep','co applicant','life insurance',none,'for free','high qualif/self emp/mgmt',none,yes,24,8947,1,4,25,1,2,'0<=X<200',<1,1
879,'delayed previously',repairs,'100<=X<500','male single','co applicant',real estate,stores,'for free','unemp/unskilled non res',yes,yes,9,4576,2,3,42,2,2,<0,1<=X<4,1
880,no credits/all paid,furniture/equipment,'no known savings','female div/dep/mar',none,'real estate',stores,own,high qualif/self emp/mgmt,none,no,42,5965,3,2,59,1,1,<0,>=7,1
881,no credits/all paid,furniture/equipment,100<=X<500,male div/sep,co applicant,'real estate',none,'for free',high qualif/self emp/mgmt,none,yes,14,1216,3,3,51,2,2,no checking,>=7,1
882,existing paid,education,'500<=X<1000','female div/dep/mar',guarantor,'no known property',none,rent,unskilled resident,yes,no,45,2360,2,3,29,3,2,'>=200','<1',0
883,existing paid,furniture/equipment,100<=X<500,male single,guarantor,no known property,bank,own,high qualif/self emp/mgmt,none,no,33,3031,2,2,44,4,2,<0,'4<=X<7',1
884,'no credits/all paid','new car',>=1000,'female div/dep/mar','co applicant',life insurance,none,for free,skilled,none,yes,72,2613,1,2,36,2,2,no checking,unemployed,1
885,delayed previously,'used car','>=1000',female div/dep/mar,none,'no known property',stores,own,'unemp/unskilled non res',yes,no,22,2069,1,4,34,3,2,'<0','>=7',1
886,all paid,other,500<=X<1000,female div/dep/mar,co applicant,car,none,own,'unskilled resident',yes,yes,20,2124,4,3,29,1,2,0<=X<200,4<=X<7,1
887,'all paid','new car','500<=X<1000','female div/dep/mar','co applicant','real estate',stores,rent,'high qualif/self emp/mgmt',yes,yes,6,750,3,3,75,4,1,'no checking',>=7,1
