id,credit_history,purpose,savings_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,gender,status,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
366,'critical/other existing credit',business,100<=X<500,guarantor,car,stores,own,unemp/unskilled non res,yes,yes,'male,div/dep/mar,x<4,276<x<4813,2<x<3,2<x<3,x>61,x>3,x>1,<0,'>=7',1
367,'critical/other existing credit','used car',no known savings,co applicant,car,bank,'for free','unemp/unskilled non res',none,no,'male,mar/wid',21<x<38,276<x<4813,1<x<2,1<x<2,33<x<47,x>3,x>1,<0,'>=7',1
368,'delayed previously',other,'no known savings',guarantor,car,bank,for free,skilled,yes,no,male,single,21<x<38,276<x<4813,1<x<2,1<x<2,19<x<33,x<1,x>1,<0,4<=X<7,1
369,existing paid,retraining,100<=X<500,'co applicant',real estate,bank,rent,high qualif/self emp/mgmt,yes,yes,male,mar/wid,4<x<21,276<x<4813,x<1,x<1,x>61,x<1,x<1,<0,'>=7',1
370,existing paid,new car,<100,'co applicant','life insurance',stores,own,'unemp/unskilled non res',yes,no,'male,div/dep/mar',38<x<55,276<x<4813,x<1,x<1,47<x<61,x<1,x>1,<0,'>=7',1
371,existing paid,radio/tv,500<=X<1000,'co applicant','no known property',bank,own,'unemp/unskilled non res',none,no,'male,div/dep/mar',38<x<55,9350<x<13887,1<x<2,x<1,47<x<61,x<1,x<1,'<0',<1,0
372,no credits/all paid,business,no known savings,none,life insurance,bank,own,unskilled resident,none,yes,'female,div/dep/mar,4<x<21,4813<x<9350,x<1,1<x<2,19<x<33,1<x<2,x>1,'>=200',<1,1
373,all paid,'new car','no known savings',none,real estate,stores,own,'unemp/unskilled non res',none,yes,'male,mar/wid',4<x<21,4813<x<9350,x<1,x>3,19<x<33,2<x<3,x<1,0<=X<200,'<1',0
374,no credits/all paid,repairs,500<=X<1000,'co applicant',no known property,bank,rent,'unemp/unskilled non res',yes,yes,female,div/sep',4<x<21,276<x<4813,x>3,x<1,x>61,x>3,x>1,no checking,4<=X<7,1
375,'all paid',education,no known savings,guarantor,no known property,stores,for free,'unemp/unskilled non res',none,yes,'female,div/dep/mar',4<x<21,276<x<4813,x>3,x>3,33<x<47,2<x<3,x<1,'0<=X<200',<1,1
376,existing paid,'domestic appliance',100<=X<500,none,real estate,none,'for free',high qualif/self emp/mgmt,yes,no,female,mar/wid,21<x<38,276<x<4813,x<1,x<1,33<x<47,x>3,x<1,0<=X<200,>=7,1
377,existing paid,radio/tv,'100<=X<500',co applicant,'real estate',bank,own,unskilled resident,none,yes,'male,single,38<x<55,276<x<4813,1<x<2,x>3,x>61,x>3,x>1,0<=X<200,'4<=X<7',0
378,existing paid,radio/tv,'500<=X<1000',guarantor,life insurance,none,'for free','unemp/unskilled non res',yes,yes,male,mar/wid',x<4,276<x<4813,x<1,2<x<3,47<x<61,2<x<3,x>1,<0,'1<=X<4',1
379,'delayed previously',new car,'500<=X<1000',guarantor,'life insurance',stores,own,unskilled resident,yes,no,'female,mar/wid',21<x<38,276<x<4813,2<x<3,2<x<3,47<x<61,2<x<3,x>1,0<=X<200,1<=X<4,1
380,'critical/other existing credit','new car',100<=X<500,none,no known property,bank,own,high qualif/self emp/mgmt,yes,no,male,mar/wid',4<x<21,276<x<4813,1<x<2,x<1,33<x<47,2<x<3,x<1,no checking,unemployed,1
381,'all paid','new car',100<=X<500,'co applicant','real estate',none,own,high qualif/self emp/mgmt,none,no,'male,mar/wid',38<x<55,276<x<4813,1<x<2,2<x<3,19<x<33,x<1,x<1,'>=200','4<=X<7',1
382,no credits/all paid,radio/tv,'no known savings','co applicant',real estate,none,own,skilled,yes,no,'female,div/dep/mar,4<x<21,276<x<4813,x<1,2<x<3,47<x<61,2<x<3,x>1,<0,'<1',1
383,'existing paid',business,>=1000,co applicant,no known property,stores,own,skilled,none,yes,female,div/dep/mar',4<x<21,276<x<4813,1<x<2,x>3,19<x<33,x<1,x<1,'>=200','4<=X<7',1
384,'all paid',retraining,500<=X<1000,'co applicant','life insurance',none,'for free','unemp/unskilled non res',yes,yes,male,mar/wid',38<x<55,276<x<4813,x<1,2<x<3,x>61,x<1,x<1,'<0',4<=X<7,1
385,existing paid,used car,500<=X<1000,co applicant,no known property,bank,for free,high qualif/self emp/mgmt,none,no,'male,div/dep/mar,21<x<38,4813<x<9350,1<x<2,1<x<2,33<x<47,x<1,x<1,'<0',<1,1
386,'critical/other existing credit',new car,>=1000,none,life insurance,bank,rent,skilled,yes,yes,male,mar/wid',4<x<21,276<x<4813,x<1,x>3,x>61,x<1,x>1,'0<=X<200','1<=X<4',1
387,all paid,other,'<100',co applicant,no known property,stores,'for free',skilled,none,no,'male,mar/wid,4<x<21,276<x<4813,x<1,2<x<3,47<x<61,x<1,x<1,no checking,>=7,1
388,'critical/other existing credit',radio/tv,'>=1000',guarantor,car,none,for free,skilled,yes,no,'female,single',4<x<21,276<x<4813,x<1,x<1,33<x<47,2<x<3,x>1,0<=X<200,'<1',1
389,'existing paid',education,'no known savings',none,'real estate',none,own,high qualif/self emp/mgmt,yes,yes,female,mar/wid',x<4,276<x<4813,x>3,x<1,x>61,x<1,x<1,'<0',4<=X<7,1
390,existing paid,'new car','no known savings','co applicant',car,bank,for free,unemp/unskilled non res,yes,yes,'male,div/dep/mar',4<x<21,276<x<4813,1<x<2,2<x<3,19<x<33,x<1,x>1,'<0','<1',0
391,all paid,'new car',>=1000,none,life insurance,stores,for free,'unskilled resident',yes,no,'male,div/dep/mar',21<x<38,9350<x<13887,x>3,1<x<2,47<x<61,2<x<3,x>1,'>=200','>=7',1
392,'all paid',domestic appliance,no known savings,guarantor,'life insurance',stores,for free,unemp/unskilled non res,yes,yes,'female,div/sep',21<x<38,276<x<4813,2<x<3,x>3,x>61,x<1,x<1,'0<=X<200','>=7',1
393,no credits/all paid,furniture/equipment,'100<=X<500','co applicant','real estate',bank,rent,'unemp/unskilled non res',none,yes,male,mar/wid,38<x<55,276<x<4813,x<1,2<x<3,19<x<33,2<x<3,x<1,'no checking','>=7',0
394,delayed previously,used car,'100<=X<500',co applicant,'life insurance',stores,own,skilled,yes,no,'male,div/sep',4<x<21,276<x<4813,x>3,x>3,33<x<47,x>3,x<1,0<=X<200,'>=7',1
395,'no credits/all paid',domestic appliance,'500<=X<1000','co applicant',real estate,stores,rent,unskilled resident,yes,no,'female,mar/wid,38<x<55,276<x<4813,x<1,x<1,x>61,2<x<3,x>1,'no checking',unemployed,1
396,critical/other existing credit,'domestic appliance',no known savings,co applicant,car,none,own,high qualif/self emp/mgmt,yes,no,male,single',38<x<55,276<x<4813,1<x<2,x<1,x>61,x<1,x>1,>=200,unemployed,1
397,'critical/other existing credit','used car',<100,co applicant,car,stores,for free,'unskilled resident',yes,yes,'female,div/dep/mar,21<x<38,276<x<4813,1<x<2,x<1,19<x<33,x>3,x>1,'<0',>=7,1
398,existing paid,business,'100<=X<500',co applicant,car,stores,rent,high qualif/self emp/mgmt,yes,yes,'female,single',4<x<21,276<x<4813,x>3,1<x<2,33<x<47,x>3,x<1,'<0',<1,0
399,'delayed previously','used car',500<=X<1000,guarantor,'real estate',bank,rent,'unskilled resident',yes,no,male,single,38<x<55,276<x<4813,x<1,x>3,47<x<61,1<x<2,x>1,'0<=X<200','1<=X<4',1
400,'existing paid',business,100<=X<500,co applicant,car,stores,'for free','unskilled resident',yes,no,female,mar/wid',21<x<38,276<x<4813,1<x<2,1<x<2,33<x<47,2<x<3,x<1,'>=200',<1,1
401,'delayed previously',new car,<100,none,'real estate',stores,rent,'unemp/unskilled non res',yes,no,male,mar/wid',21<x<38,x>13887,x<1,1<x<2,x<19,x>3,x>1,>=200,4<=X<7,1
402,'critical/other existing credit','used car','500<=X<1000',guarantor,life insurance,bank,for free,'high qualif/self emp/mgmt',none,no,'female,mar/wid,21<x<38,276<x<4813,x<1,x<1,x>61,2<x<3,x>1,'0<=X<200',4<=X<7,1
403,'existing paid','domestic appliance','no known savings',guarantor,'real estate',stores,'for free','unskilled resident',none,no,female,mar/wid',38<x<55,276<x<4813,x<1,2<x<3,33<x<47,x<1,x>1,>=200,4<=X<7,1
404,'no credits/all paid','used car',<100,co applicant,real estate,bank,own,'high qualif/self emp/mgmt',yes,no,'female,single',21<x<38,4813<x<9350,x<1,x<1,19<x<33,x<1,x>1,'>=200',4<=X<7,1
405,'all paid',furniture/equipment,'<100',guarantor,life insurance,stores,own,unskilled resident,yes,yes,'male,mar/wid,21<x<38,4813<x<9350,1<x<2,x<1,x>61,2<x<3,x<1,'>=200','<1',1
406,'all paid',radio/tv,500<=X<1000,guarantor,car,stores,rent,'unskilled resident',yes,yes,'male,div/dep/mar',4<x<21,276<x<4813,1<x<2,2<x<3,47<x<61,x<1,x>1,'0<=X<200','4<=X<7',1
407,'all paid',other,'>=1000',guarantor,life insurance,none,'for free','unemp/unskilled non res',yes,no,female,single',4<x<21,276<x<4813,2<x<3,1<x<2,19<x<33,x>3,x<1,<0,>=7,1
408,'all paid',used car,'no known savings','co applicant',no known property,bank,rent,'high qualif/self emp/mgmt',none,yes,female,div/sep',38<x<55,276<x<4813,2<x<3,x<1,19<x<33,1<x<2,x>1,0<=X<200,'4<=X<7',1
409,'all paid',furniture/equipment,'no known savings',co applicant,real estate,none,for free,high qualif/self emp/mgmt,yes,no,'female,div/dep/mar,x>55,276<x<4813,x>3,1<x<2,33<x<47,x<1,x<1,'>=200',<1,1
410,all paid,furniture/equipment,'no known savings',co applicant,no known property,stores,rent,high qualif/self emp/mgmt,yes,no,'male,div/dep/mar',4<x<21,276<x<4813,1<x<2,x<1,33<x<47,x<1,x>1,no checking,unemployed,1
411,critical/other existing credit,'new car',<100,guarantor,car,stores,for free,'unskilled resident',none,no,female,div/dep/mar,38<x<55,4813<x<9350,x>3,x<1,47<x<61,x<1,x>1,>=200,unemployed,0
412,existing paid,other,'no known savings',co applicant,no known property,none,for free,skilled,none,yes,female,single,4<x<21,276<x<4813,2<x<3,2<x<3,19<x<33,x<1,x<1,'>=200','>=7',0
413,delayed previously,'new car',500<=X<1000,'co applicant','no known property',stores,'for free',unskilled resident,yes,no,'male,single,21<x<38,276<x<4813,1<x<2,x<1,19<x<33,x>3,x<1,'>=200','1<=X<4',1
414,'all paid',furniture/equipment,>=1000,'co applicant',real estate,none,for free,'unemp/unskilled non res',yes,no,female,mar/wid',21<x<38,276<x<4813,x>3,x<1,x>61,x<1,x>1,0<=X<200,'1<=X<4',1
415,all paid,other,'100<=X<500','co applicant',car,stores,'for free','high qualif/self emp/mgmt',none,yes,'female,mar/wid',4<x<21,276<x<4813,x<1,x>3,33<x<47,1<x<2,x<1,'0<=X<200','<1',1
416,critical/other existing credit,used car,'500<=X<1000',co applicant,'life insurance',none,own,'unemp/unskilled non res',none,yes,'female,div/sep',4<x<21,4813<x<9350,1<x<2,2<x<3,47<x<61,x<1,x<1,'0<=X<200','<1',0
417,critical/other existing credit,'domestic appliance',>=1000,none,'no known property',stores,rent,unskilled resident,none,no,male,div/dep/mar',4<x<21,4813<x<9350,x>3,2<x<3,19<x<33,x<1,x>1,'0<=X<200',>=7,0
418,existing paid,retraining,100<=X<500,'co applicant',real estate,stores,for free,'high qualif/self emp/mgmt',none,no,'male,div/sep',4<x<21,276<x<4813,x<1,x>3,19<x<33,x<1,x<1,'<0',<1,1
419,delayed previously,other,'500<=X<1000',guarantor,'life insurance',none,own,'high qualif/self emp/mgmt',none,yes,'male,div/dep/mar,4<x<21,4813<x<9350,x<1,1<x<2,19<x<33,2<x<3,x>1,'0<=X<200',4<=X<7,0
420,delayed previously,other,100<=X<500,guarantor,'life insurance',bank,rent,unskilled resident,yes,yes,'male,single',4<x<21,276<x<4813,1<x<2,x>3,19<x<33,1<x<2,x<1,'<0','<1',1
421,existing paid,education,'500<=X<1000',co applicant,real estate,bank,rent,'unemp/unskilled non res',none,yes,'female,div/dep/mar,21<x<38,276<x<4813,2<x<3,x>3,19<x<33,x<1,x<1,'>=200','1<=X<4',0
422,'critical/other existing credit',repairs,'no known savings',co applicant,'no known property',stores,'for free','unemp/unskilled non res',yes,yes,'male,single',21<x<38,276<x<4813,1<x<2,x>3,x>61,x<1,x<1,no checking,4<=X<7,1
423,'delayed previously','domestic appliance','<100','co applicant',car,stores,rent,high qualif/self emp/mgmt,yes,yes,female,single',4<x<21,276<x<4813,x>3,1<x<2,47<x<61,1<x<2,x>1,0<=X<200,unemployed,0
424,no credits/all paid,domestic appliance,'100<=X<500',guarantor,'real estate',none,rent,'unskilled resident',none,no,'male,div/dep/mar,21<x<38,x<276,x>3,1<x<2,47<x<61,1<x<2,x>1,'no checking',unemployed,0
425,'delayed previously',used car,<100,guarantor,'real estate',bank,rent,unemp/unskilled non res,none,no,'male,div/sep,38<x<55,276<x<4813,x<1,x<1,47<x<61,x<1,x>1,'>=200',>=7,1
426,'delayed previously',retraining,100<=X<500,guarantor,car,stores,rent,skilled,none,yes,'male,div/dep/mar,21<x<38,276<x<4813,2<x<3,1<x<2,19<x<33,2<x<3,x<1,'<0',4<=X<7,1
427,delayed previously,domestic appliance,'<100','co applicant',no known property,bank,rent,'high qualif/self emp/mgmt',none,no,'female,div/dep/mar,21<x<38,4813<x<9350,x<1,x>3,33<x<47,x<1,x>1,'>=200',4<=X<7,0
428,no credits/all paid,'used car','>=1000',none,life insurance,stores,rent,skilled,none,no,male,single,4<x<21,276<x<4813,2<x<3,1<x<2,19<x<33,x>3,x>1,'0<=X<200','1<=X<4',0
429,no credits/all paid,'new car','100<=X<500',guarantor,car,bank,rent,unemp/unskilled non res,yes,no,'male,mar/wid,21<x<38,276<x<4813,2<x<3,x>3,33<x<47,x>3,x>1,no checking,4<=X<7,0
430,critical/other existing credit,business,'<100',guarantor,life insurance,none,for free,'high qualif/self emp/mgmt',none,yes,male,div/dep/mar,x>55,276<x<4813,x>3,x>3,33<x<47,x>3,x<1,'0<=X<200',>=7,0
431,'all paid','domestic appliance',100<=X<500,co applicant,'real estate',none,rent,'unskilled resident',none,yes,'female,div/dep/mar,21<x<38,276<x<4813,x>3,x>3,x>61,2<x<3,x<1,<0,unemployed,0
432,'all paid',repairs,<100,none,car,none,'for free','unskilled resident',none,yes,female,mar/wid',21<x<38,276<x<4813,1<x<2,x>3,x>61,1<x<2,x<1,'<0','4<=X<7',1
433,delayed previously,'domestic appliance','no known savings',guarantor,no known property,none,for free,unskilled resident,none,yes,'female,single,21<x<38,276<x<4813,1<x<2,x<1,x>61,2<x<3,x>1,0<=X<200,'>=7',1
434,existing paid,'used car','<100',guarantor,real estate,stores,'for free',skilled,none,yes,'male,div/sep,21<x<38,276<x<4813,2<x<3,1<x<2,47<x<61,1<x<2,x>1,'<0',4<=X<7,0
435,no credits/all paid,'used car','500<=X<1000',co applicant,no known property,stores,for free,'unemp/unskilled non res',none,yes,'male,div/sep,4<x<21,276<x<4813,1<x<2,2<x<3,x>61,x>3,x>1,'>=200',unemployed,0
436,critical/other existing credit,'domestic appliance','500<=X<1000',guarantor,life insurance,none,'for free',high qualif/self emp/mgmt,none,yes,male,single,38<x<55,276<x<4813,1<x<2,x<1,19<x<33,1<x<2,x<1,no checking,'4<=X<7',0
437,'existing paid',furniture/equipment,'no known savings',co applicant,life insurance,stores,'for free',skilled,yes,yes,'male,div/dep/mar',21<x<38,4813<x<9350,x<1,x>3,19<x<33,1<x<2,x>1,0<=X<200,unemployed,1
438,existing paid,new car,>=1000,none,'no known property',bank,rent,'high qualif/self emp/mgmt',yes,no,'female,div/dep/mar,4<x<21,4813<x<9350,1<x<2,x<1,x>61,1<x<2,x>1,no checking,4<=X<7,1
439,'all paid',radio/tv,>=1000,none,'no known property',stores,for free,'high qualif/self emp/mgmt',yes,no,male,div/sep,21<x<38,276<x<4813,x>3,1<x<2,33<x<47,1<x<2,x>1,'0<=X<200',1<=X<4,1
440,'no credits/all paid',used car,'100<=X<500',co applicant,'no known property',bank,'for free','unemp/unskilled non res',yes,yes,male,div/dep/mar',21<x<38,4813<x<9350,x<1,x>3,33<x<47,2<x<3,x<1,'>=200','1<=X<4',0
441,'no credits/all paid',other,'no known savings',none,real estate,stores,'for free','unemp/unskilled non res',none,no,'male,div/dep/mar,4<x<21,276<x<4813,x>3,x>3,33<x<47,x<1,x<1,'<0','<1',1
442,'all paid',retraining,>=1000,none,car,none,'for free','unemp/unskilled non res',none,yes,'female,mar/wid',21<x<38,276<x<4813,x>3,x<1,47<x<61,x>3,x<1,'no checking','1<=X<4',1
443,'delayed previously',radio/tv,'no known savings',guarantor,'real estate',bank,rent,unemp/unskilled non res,none,yes,'male,mar/wid,4<x<21,276<x<4813,2<x<3,x<1,33<x<47,1<x<2,x<1,0<=X<200,'4<=X<7',1
444,critical/other existing credit,'domestic appliance',no known savings,co applicant,car,bank,own,'high qualif/self emp/mgmt',none,yes,female,single',4<x<21,4813<x<9350,2<x<3,2<x<3,47<x<61,x<1,x>1,no checking,4<=X<7,1
445,'all paid','domestic appliance','>=1000',co applicant,life insurance,bank,rent,unemp/unskilled non res,none,no,male,div/sep',4<x<21,276<x<4813,x>3,x>3,33<x<47,x>3,x<1,'>=200',>=7,0
446,all paid,business,'no known savings','co applicant',life insurance,stores,own,skilled,none,no,'female,div/dep/mar',4<x<21,4813<x<9350,1<x<2,x>3,x>61,x<1,x>1,>=200,'>=7',1
447,'existing paid',furniture/equipment,>=1000,co applicant,real estate,none,own,'unemp/unskilled non res',none,yes,male,div/sep,4<x<21,4813<x<9350,1<x<2,x<1,19<x<33,2<x<3,x<1,'0<=X<200','>=7',1
448,'no credits/all paid',new car,'no known savings',co applicant,'life insurance',stores,'for free',skilled,yes,no,'male,single,4<x<21,276<x<4813,1<x<2,2<x<3,47<x<61,x>3,x<1,'0<=X<200',unemployed,1
449,existing paid,domestic appliance,500<=X<1000,'co applicant','life insurance',none,rent,skilled,none,yes,'male,div/sep,21<x<38,276<x<4813,x>3,2<x<3,47<x<61,x>3,x>1,no checking,'4<=X<7',0
450,'all paid',education,'no known savings',guarantor,life insurance,bank,rent,unemp/unskilled non res,yes,yes,'male,single',38<x<55,276<x<4813,2<x<3,x>3,x>61,x<1,x<1,'no checking',unemployed,1
451,delayed previously,furniture/equipment,no known savings,none,'no known property',none,for free,unemp/unskilled non res,none,no,female,div/sep',4<x<21,4813<x<9350,1<x<2,x<1,33<x<47,x>3,x>1,'>=200',unemployed,1
452,'no credits/all paid','new car',no known savings,none,no known property,bank,rent,'unskilled resident',none,yes,female,mar/wid,4<x<21,4813<x<9350,x>3,x<1,x>61,x<1,x<1,<0,>=7,1
453,no credits/all paid,'domestic appliance','100<=X<500','co applicant',life insurance,stores,'for free','unskilled resident',none,yes,male,div/dep/mar,4<x<21,9350<x<13887,x>3,x>3,19<x<33,2<x<3,x<1,<0,unemployed,0
454,critical/other existing credit,radio/tv,>=1000,co applicant,'real estate',bank,rent,unemp/unskilled non res,yes,yes,female,div/sep',4<x<21,276<x<4813,2<x<3,1<x<2,47<x<61,x<1,x>1,<0,4<=X<7,1
455,critical/other existing credit,used car,100<=X<500,guarantor,'no known property',none,own,'unemp/unskilled non res',yes,no,'female,single,21<x<38,276<x<4813,x<1,1<x<2,33<x<47,2<x<3,x>1,no checking,1<=X<4,1
456,existing paid,radio/tv,'>=1000',guarantor,'no known property',bank,rent,skilled,none,yes,'male,single',4<x<21,276<x<4813,x>3,x>3,19<x<33,1<x<2,x>1,'0<=X<200','>=7',1
457,delayed previously,'domestic appliance','500<=X<1000',none,life insurance,stores,own,'unemp/unskilled non res',none,yes,male,div/sep,4<x<21,276<x<4813,2<x<3,1<x<2,19<x<33,1<x<2,x>1,>=200,<1,0
458,'no credits/all paid',new car,>=1000,co applicant,no known property,bank,rent,'unemp/unskilled non res',yes,yes,'female,div/sep',x>55,4813<x<9350,1<x<2,2<x<3,33<x<47,x>3,x>1,'0<=X<200','<1',1
459,'critical/other existing credit',furniture/equipment,500<=X<1000,co applicant,'life insurance',none,own,skilled,yes,no,'male,mar/wid,21<x<38,276<x<4813,2<x<3,1<x<2,47<x<61,x<1,x<1,>=200,4<=X<7,1
460,delayed previously,education,'500<=X<1000',guarantor,car,bank,rent,skilled,yes,no,male,div/sep,4<x<21,276<x<4813,2<x<3,1<x<2,47<x<61,x<1,x>1,0<=X<200,'>=7',0
461,critical/other existing credit,'domestic appliance','100<=X<500','co applicant',no known property,none,own,skilled,yes,yes,male,div/sep',38<x<55,276<x<4813,x<1,x<1,x>61,x<1,x>1,0<=X<200,>=7,0
462,delayed previously,used car,'<100',none,'life insurance',none,for free,unemp/unskilled non res,yes,no,'female,div/dep/mar,4<x<21,276<x<4813,x>3,x<1,19<x<33,x>3,x>1,'>=200',4<=X<7,1
463,existing paid,radio/tv,'500<=X<1000',guarantor,car,stores,own,skilled,yes,no,female,single',38<x<55,276<x<4813,2<x<3,x>3,33<x<47,x>3,x<1,'>=200','<1',0
464,'all paid',domestic appliance,'no known savings',guarantor,life insurance,none,'for free',high qualif/self emp/mgmt,yes,no,male,single,4<x<21,276<x<4813,1<x<2,1<x<2,33<x<47,2<x<3,x<1,'0<=X<200',4<=X<7,1
465,no credits/all paid,new car,>=1000,co applicant,car,stores,rent,'unemp/unskilled non res',none,no,'female,mar/wid,4<x<21,276<x<4813,x<1,x<1,19<x<33,x>3,x>1,'0<=X<200','4<=X<7',1
466,all paid,furniture/equipment,'100<=X<500','co applicant','real estate',stores,for free,'high qualif/self emp/mgmt',none,yes,female,single',4<x<21,276<x<4813,1<x<2,2<x<3,47<x<61,x>3,x>1,'0<=X<200',unemployed,0
467,'all paid','used car','>=1000','co applicant',real estate,none,for free,'high qualif/self emp/mgmt',yes,no,male,mar/wid',4<x<21,276<x<4813,x>3,1<x<2,47<x<61,1<x<2,x<1,no checking,4<=X<7,1
468,existing paid,business,100<=X<500,guarantor,'life insurance',bank,own,'high qualif/self emp/mgmt',yes,yes,male,div/dep/mar,x>55,276<x<4813,1<x<2,x<1,19<x<33,2<x<3,x<1,no checking,'4<=X<7',0
469,'delayed previously',repairs,'500<=X<1000',guarantor,'life insurance',bank,'for free',unskilled resident,yes,no,female,div/dep/mar,4<x<21,276<x<4813,1<x<2,2<x<3,19<x<33,x>3,x>1,'>=200',4<=X<7,1
