age,workclass,fnlwgt,education,marital-status,race,sex,hours-per-week,country,class
48,Federal-gov,326048,13,Married-civ-spouse,White,Male,44,US,1
60,Private,191188,9,Married-civ-spouse,White,Male,40,US,0
45,Self-emp-not-inc,32172,10,Never-married,White,Male,50,US,0
51,Private,252903,6,Married-civ-spouse,White,Male,40,US,1
37,Federal-gov,334314,9,Divorced,White,Female,40,US,0
22,Private,83704,10,Never-married,White,Male,30,US,0
44,Private,160574,9,Married-civ-spouse,White,Male,65,US,1
27,Private,203776,9,Married-civ-spouse,White,Male,50,US,0
47,Local-gov,328610,9,Married-civ-spouse,White,Male,40,US,0
32,Private,295589,14,Married-civ-spouse,Black,Male,40,US,1
40,Private,174373,13,Married-civ-spouse,White,Male,50,US,1
41,Private,247752,9,Married-civ-spouse,White,Male,40,US,0
26,Private,139992,13,Never-married,White,Female,40,US,0
47,Private,95680,10,Married-civ-spouse,Asian-Pac-Islander,Male,40,US,0
55,Self-emp-inc,189933,9,Married-civ-spouse,White,Male,45,US,0
38,Private,498785,9,Married-civ-spouse,White,Male,40,US,0
24,State-gov,177526,13,Never-married,White,Male,15,US,0
64,Self-emp-not-inc,150121,16,Married-civ-spouse,White,Male,25,US,1
56,Federal-gov,130454,13,Married-civ-spouse,White,Male,40,US,1
41,Private,119079,9,Married-civ-spouse,White,Male,49,US,1
33,Private,220939,9,Married-civ-spouse,White,Male,45,US,1
33,Private,94235,15,Never-married,White,Male,42,US,1
21,Private,305874,10,Married-civ-spouse,White,Male,40,US,0
59,Local-gov,62020,9,Widowed,Black,Male,40,US,0
58,Private,235624,11,Married-civ-spouse,White,Male,40,non-US,1
43,Local-gov,247514,14,Divorced,White,Male,40,US,0
21,Private,275726,9,Never-married,Black,Male,40,US,0
45,Private,72896,9,Never-married,White,Male,40,US,0
53,Local-gov,110510,9,Married-civ-spouse,White,Female,50,US,1
27,Private,200641,6,Married-civ-spouse,White,Female,40,non-US,0
38,Private,242720,14,Married-civ-spouse,White,Male,35,US,1
31,Private,111567,13,Married-civ-spouse,White,Male,70,US,1
41,Private,179533,9,Married-civ-spouse,White,Male,35,US,0
22,State-gov,334693,10,Never-married,White,Female,40,US,0
43,Self-emp-not-inc,198096,14,Married-civ-spouse,White,Male,60,US,0
41,State-gov,355756,10,Never-married,White,Male,40,US,0
27,Private,19395,10,Married-civ-spouse,White,Female,35,US,0
41,Local-gov,242586,10,Married-civ-spouse,White,Male,40,US,0
36,Private,208358,15,Divorced,White,Male,45,US,1
49,Private,160647,13,Married-civ-spouse,White,Female,40,US,1
20,Private,227943,9,Never-married,White,Male,45,US,0
58,Self-emp-not-inc,197665,9,Married-spouse-absent,White,Female,45,US,0
35,Self-emp-not-inc,216129,8,Never-married,Black,Female,40,non-US,0
30,Local-gov,326104,9,Married-civ-spouse,White,Male,40,US,1
21,Private,57211,9,Never-married,White,Male,40,US,0
29,Private,100219,12,Never-married,White,Male,45,US,0
40,Private,291192,9,Widowed,White,Female,40,US,0
54,State-gov,93415,13,Never-married,Asian-Pac-Islander,Female,40,US,1
35,Private,191502,13,Married-civ-spouse,White,Male,60,US,1
35,Private,261382,13,Married-civ-spouse,White,Male,50,US,0
59,Private,374924,9,Separated,Black,Female,40,US,0
43,Self-emp-inc,320984,10,Married-civ-spouse,White,Male,50,US,0
39,Private,338320,6,Married-civ-spouse,White,Male,60,US,1
51,Private,135190,4,Separated,Black,Female,30,US,0
71,Private,157909,10,Never-married,White,Female,60,US,0
33,Private,637222,8,Divorced,Black,Female,40,US,0
28,Private,430084,9,Divorced,Black,Male,35,US,0
30,Private,125279,9,Married-spouse-absent,White,Male,40,US,0
20,Private,221955,3,Married-spouse-absent,White,Male,40,non-US,0
51,Self-emp-inc,180195,9,Married-civ-spouse,White,Male,50,US,0
39,Private,208778,9,Married-civ-spouse,White,Female,40,US,1
62,Private,81534,10,Married-civ-spouse,Asian-Pac-Islander,Male,40,US,1
28,Private,142264,5,Never-married,White,Male,50,non-US,0
23,Private,128604,9,Never-married,Asian-Pac-Islander,Male,48,non-US,0
39,Private,277886,13,Married-civ-spouse,White,Female,30,US,0
50,Self-emp-inc,100029,13,Widowed,White,Male,65,US,1
31,Private,169269,4,Never-married,White,Male,40,US,0
45,Local-gov,160472,13,Married-civ-spouse,White,Male,50,US,1
47,Private,297884,6,Widowed,White,Male,40,US,0
59,Private,99131,9,Widowed,White,Female,18,US,0
32,Private,44392,12,Married-civ-spouse,White,Male,40,US,0
49,Private,199029,13,Married-civ-spouse,White,Male,55,US,1
74,Federal-gov,181508,9,Widowed,White,Male,17,US,0
22,Private,190625,10,Never-married,White,Male,35,US,0
32,Private,194740,10,Married-civ-spouse,White,Male,55,non-US,0
34,Private,27380,13,Married-civ-spouse,White,Male,50,US,1
59,Private,160631,13,Married-civ-spouse,White,Male,60,US,1
36,Private,224531,13,Married-civ-spouse,White,Male,50,US,1
59,Private,283005,7,Divorced,White,Female,40,US,0
47,Self-emp-inc,101926,13,Divorced,White,Male,70,US,1
53,Local-gov,135102,9,Married-civ-spouse,White,Male,45,US,0
25,Self-emp-not-inc,113436,10,Never-married,White,Male,35,US,0
44,Private,248973,13,Divorced,Black,Male,65,US,0
57,Self-emp-not-inc,225334,15,Married-civ-spouse,White,Female,35,US,1
42,Self-emp-not-inc,157562,13,Married-civ-spouse,White,Male,80,US,1
58,Local-gov,310085,6,Married-civ-spouse,White,Male,40,US,0
39,Private,129597,13,Married-civ-spouse,White,Male,40,US,0
45,Private,204205,4,Divorced,White,Male,48,US,0
47,Private,169324,13,Married-civ-spouse,Black,Female,35,US,1
52,Private,141301,9,Divorced,White,Female,40,US,0
34,Private,235124,9,Never-married,Black,Female,35,US,0
36,Self-emp-not-inc,367020,4,Married-civ-spouse,White,Male,35,US,0
41,Private,149102,9,Married-spouse-absent,White,Male,40,non-US,0
30,Private,423770,10,Never-married,White,Male,40,non-US,0
44,Private,211759,13,Married-civ-spouse,Other,Male,40,non-US,0
34,Private,56883,10,Never-married,White,Female,40,US,0
41,Private,223062,10,Separated,Black,Male,40,US,0
29,Private,406662,9,Never-married,White,Male,40,US,0
25,Private,206600,5,Never-married,White,Male,48,non-US,0
42,Local-gov,147510,13,Separated,White,Male,40,US,0
48,Private,235646,10,Married-civ-spouse,White,Male,40,US,1
26,Private,187577,11,Never-married,White,Male,55,US,0
46,Self-emp-inc,278322,13,Married-civ-spouse,White,Male,45,US,0
38,Private,278924,13,Married-civ-spouse,White,Male,50,US,1
49,State-gov,203039,7,Married-civ-spouse,White,Male,40,US,0
23,Private,145651,10,Never-married,Black,Female,20,US,0
46,Local-gov,144531,13,Never-married,White,Female,40,US,1
30,Private,91145,9,Never-married,White,Male,55,US,0
49,Self-emp-not-inc,211762,9,Married-civ-spouse,White,Male,40,US,1
31,Private,207537,9,Divorced,White,Male,50,US,0
19,Private,417657,9,Never-married,White,Male,50,US,0
45,Private,189890,12,Divorced,White,Female,38,US,0
34,Private,223212,13,Married-civ-spouse,White,Male,40,non-US,1
26,Private,108658,9,Never-married,White,Male,40,US,0
38,Self-emp-not-inc,190023,9,Married-civ-spouse,White,Male,40,US,1
31,Private,222130,10,Never-married,White,Female,43,US,0
36,Self-emp-inc,164866,12,Separated,White,Male,50,US,0
31,Private,170983,13,Married-civ-spouse,White,Male,60,US,1
30,Private,186269,13,Married-civ-spouse,White,Male,40,US,0
37,Private,286026,9,Married-civ-spouse,White,Male,40,US,1
30,Private,403433,13,Never-married,Black,Male,50,US,1
73,Private,123160,6,Widowed,White,Female,10,US,0
38,Federal-gov,99527,14,Married-civ-spouse,White,Male,40,US,1
30,Private,123178,6,Never-married,White,Male,50,US,0
33,Private,231043,9,Married-civ-spouse,White,Male,50,US,1
52,Local-gov,317733,13,Married-civ-spouse,White,Male,40,US,1
58,Private,241056,10,Divorced,White,Female,46,US,0
34,Local-gov,220066,14,Never-married,White,Female,50,US,0
35,Private,180342,9,Married-civ-spouse,White,Male,40,US,0
59,Federal-gov,31840,9,Married-civ-spouse,White,Male,40,US,1
45,Private,183168,13,Divorced,White,Female,40,US,0
27,Private,386036,10,Never-married,White,Male,48,US,0
31,Local-gov,446358,16,Never-married,White,Male,50,non-US,1
45,Private,28035,10,Never-married,White,Male,50,US,0
40,Private,282155,9,Separated,White,Female,25,US,0
27,Private,192384,15,Married-civ-spouse,White,Male,40,US,0
19,Private,383637,9,Never-married,White,Male,20,US,0
29,Private,457402,3,Never-married,White,Male,25,non-US,0
34,Self-emp-inc,80249,10,Married-civ-spouse,White,Male,72,US,0
32,State-gov,159537,12,Married-civ-spouse,White,Male,40,US,0
49,Private,240859,7,Married-civ-spouse,White,Male,40,non-US,0
33,Private,83446,7,Divorced,White,Female,40,US,1
62,Private,185503,13,Married-civ-spouse,White,Male,50,US,1
39,Self-emp-not-inc,68781,9,Married-civ-spouse,White,Male,40,US,0
43,Private,220589,9,Divorced,White,Female,40,US,0
22,Private,51136,10,Never-married,White,Female,60,US,0
24,Private,54560,9,Married-civ-spouse,White,Male,45,US,0
25,Private,201413,10,Never-married,Black,Female,40,US,0
19,Private,40425,10,Never-married,White,Female,28,US,0
31,Private,189461,12,Divorced,White,Female,41,US,0
53,Private,200576,7,Divorced,White,Female,40,US,0
61,Private,92691,9,Married-civ-spouse,White,Male,3,US,0
47,Private,664821,13,Married-civ-spouse,White,Male,40,non-US,0
37,Private,175130,9,Divorced,White,Female,45,US,0
50,Self-emp-not-inc,391016,13,Divorced,White,Male,30,US,0
27,Private,249315,10,Never-married,White,Male,44,US,0
58,Private,111169,9,Divorced,White,Female,40,US,0
43,Private,334946,9,Married-civ-spouse,Black,Male,40,US,0
39,Private,352248,12,Married-civ-spouse,White,Male,40,US,0
36,Private,173804,10,Never-married,White,Female,35,US,0
56,Private,155449,13,Married-civ-spouse,White,Male,50,US,0
26,Private,73689,9,Married-civ-spouse,White,Male,55,US,0
23,Private,227594,13,Never-married,White,Female,38,US,0
47,Private,161676,7,Never-married,Black,Male,40,US,0
68,Private,75913,8,Widowed,White,Female,30,US,0
47,Local-gov,242552,10,Never-married,Black,Male,40,US,0
45,Federal-gov,352094,10,Married-civ-spouse,White,Male,40,non-US,1
26,Private,159732,10,Married-civ-spouse,White,Male,60,US,0
20,Private,131230,9,Never-married,White,Male,40,US,0
46,Private,180695,10,Never-married,White,Female,40,US,0
37,Private,189922,12,Married-civ-spouse,White,Male,50,US,1
37,Private,409189,10,Married-civ-spouse,White,Male,45,US,0
43,Private,111252,10,Married-civ-spouse,White,Male,42,US,0
59,Private,294395,14,Widowed,White,Female,40,US,0
39,Private,172718,9,Divorced,White,Female,40,US,0
32,Private,43403,10,Divorced,White,Female,54,US,0
63,Private,111963,10,Married-civ-spouse,White,Male,16,US,0
45,Private,247869,13,Married-civ-spouse,White,Male,60,US,1
59,Private,114032,13,Divorced,White,Female,40,US,0
26,Private,179633,9,Never-married,White,Male,40,US,0
34,Private,19847,9,Divorced,White,Female,40,US,0
41,Private,231689,9,Married-civ-spouse,White,Male,40,US,1
26,Private,209942,9,Never-married,Black,Male,40,US,0
53,Private,197492,9,Divorced,White,Female,40,US,0
33,Private,262439,9,Married-civ-spouse,White,Female,35,US,1
46,Private,283037,13,Married-civ-spouse,White,Male,50,US,1
31,Private,83446,9,Widowed,White,Female,40,US,0
24,Private,215443,9,Separated,White,Male,40,US,0
57,Local-gov,268252,9,Divorced,White,Female,62,US,0
40,Private,181015,9,Separated,White,Female,47,US,0
41,Self-emp-inc,139916,11,Married-civ-spouse,Other,Male,84,non-US,0
20,Private,195770,10,Never-married,White,Male,26,US,0
45,Private,125194,7,Never-married,Black,Female,40,US,0
27,Private,58654,11,Separated,White,Female,40,US,0
36,Private,252327,3,Married-spouse-absent,White,Male,40,non-US,0
30,Private,116508,9,Married-civ-spouse,White,Male,40,non-US,0
36,Private,166988,13,Married-civ-spouse,White,Female,40,US,1
25,Private,374163,9,Married-spouse-absent,Other,Male,40,non-US,0
31,Private,196788,9,Married-civ-spouse,White,Female,40,US,0
49,Private,186172,9,Married-civ-spouse,White,Male,45,US,1
26,Private,245628,7,Never-married,White,Male,20,US,0
25,Private,159732,13,Never-married,White,Male,40,US,0
29,Private,129856,11,Never-married,White,Female,40,US,0
24,Private,182812,10,Never-married,White,Female,52,non-US,0
41,Private,314322,9,Married-civ-spouse,White,Male,40,US,1
35,Private,102976,14,Never-married,White,Male,40,US,1
57,Self-emp-inc,42959,13,Married-civ-spouse,White,Female,40,US,1
21,Private,256356,7,Never-married,White,Female,40,non-US,0
29,Private,136277,6,Never-married,Black,Female,32,US,0
36,Private,284616,10,Married-civ-spouse,White,Male,40,US,0
20,Private,185554,10,Never-married,White,Female,25,US,0
51,Private,138847,13,Married-civ-spouse,White,Male,40,US,1
39,Private,33487,7,Married-civ-spouse,White,Male,40,US,0
36,Private,84306,13,Married-civ-spouse,White,Male,50,US,0
40,Self-emp-not-inc,223881,15,Married-civ-spouse,White,Male,70,US,1
61,Private,149653,9,Married-civ-spouse,White,Male,50,US,0
38,Private,348739,15,Married-civ-spouse,White,Male,60,US,0
21,Private,34506,9,Separated,White,Female,35,US,0
40,Private,346964,9,Divorced,White,Female,40,US,0
46,Private,192208,6,Married-civ-spouse,White,Male,45,US,0
21,Private,305874,10,Married-civ-spouse,White,Male,54,US,0
35,Self-emp-not-inc,462890,6,Married-civ-spouse,Black,Male,50,US,0
39,Private,89508,13,Married-civ-spouse,White,Male,40,US,0
38,Self-emp-not-inc,200153,9,Married-civ-spouse,White,Male,60,US,0
30,Private,179446,9,Separated,White,Female,40,US,0
28,Private,208965,5,Never-married,Other,Male,40,non-US,0
32,Private,40142,13,Married-civ-spouse,White,Male,40,US,1
46,Self-emp-not-inc,57452,11,Married-civ-spouse,White,Male,40,US,1
40,Private,327573,11,Married-civ-spouse,White,Male,40,US,0
47,Private,151267,9,Married-civ-spouse,Black,Female,40,US,1
44,Private,265266,6,Married-civ-spouse,White,Male,40,US,0
38,Private,203836,9,Married-civ-spouse,White,Male,40,non-US,0
46,Self-emp-not-inc,28281,13,Married-civ-spouse,White,Male,40,US,1
51,Private,293196,16,Married-civ-spouse,White,Male,60,non-US,1
45,Private,214627,16,Widowed,White,Male,40,non-US,1
20,Private,368852,10,Never-married,White,Female,20,US,0
44,Private,353396,13,Married-civ-spouse,White,Male,45,US,0
33,Private,161745,11,Married-civ-spouse,White,Male,45,US,0
18,Private,97963,9,Never-married,White,Female,30,US,0
61,Self-emp-inc,156542,15,Separated,White,Male,40,US,1
50,State-gov,198103,13,Never-married,White,Female,40,US,0
47,Federal-gov,55377,9,Never-married,Black,Male,40,US,0
34,Private,173730,13,Married-civ-spouse,White,Male,50,US,1
53,Private,374588,9,Married-civ-spouse,Black,Male,60,US,0
39,Self-emp-not-inc,174330,10,Married-civ-spouse,White,Male,40,US,0
58,Private,78141,9,Married-civ-spouse,White,Male,40,US,1
26,Private,31350,7,Never-married,White,Male,50,US,0
41,Private,243607,3,Married-civ-spouse,White,Male,40,non-US,0
47,Local-gov,134671,10,Married-civ-spouse,White,Male,40,US,0
31,Private,197023,11,Married-civ-spouse,Amer-Indian-Eskimo,Male,40,US,0
52,Private,117674,10,Married-civ-spouse,White,Male,40,US,1
29,Private,169815,12,Married-civ-spouse,White,Male,50,US,1
43,Private,598606,5,Separated,Black,Female,50,US,0
42,Federal-gov,122861,14,Married-civ-spouse,White,Male,40,US,1
35,Private,166235,10,Never-married,Black,Female,30,US,0
41,Private,187821,9,Married-civ-spouse,White,Male,40,US,0
34,Private,340940,13,Married-civ-spouse,White,Male,60,US,1
52,Self-emp-not-inc,194791,10,Married-civ-spouse,White,Male,40,US,0
61,Private,231323,10,Married-civ-spouse,White,Male,40,US,0
39,Local-gov,305597,9,Separated,White,Male,40,US,0
19,Private,25429,10,Never-married,White,Female,25,US,0
46,State-gov,192779,13,Married-civ-spouse,White,Male,40,US,1
39,Private,346478,10,Never-married,White,Male,45,US,0
22,Private,341368,10,Never-married,White,Male,50,US,0
30,State-gov,295612,9,Separated,White,Female,40,US,0
40,Private,168936,11,Divorced,White,Female,32,US,0
43,Private,218558,13,Married-spouse-absent,White,Male,40,US,0
37,Private,336598,3,Married-civ-spouse,White,Male,36,non-US,0
23,Private,308205,12,Never-married,White,Male,20,US,0
39,Local-gov,357173,12,Divorced,White,Male,59,US,0
54,Private,457237,14,Married-civ-spouse,White,Male,40,US,0
46,Self-emp-inc,284799,10,Married-civ-spouse,White,Male,60,US,0
20,Private,179423,10,Never-married,White,Female,40,US,0
50,Self-emp-not-inc,363405,13,Married-civ-spouse,White,Female,50,US,1
17,Private,139183,6,Never-married,White,Female,15,US,0
36,Private,203482,9,Married-civ-spouse,White,Male,40,US,0
37,Private,112554,9,Married-civ-spouse,White,Male,45,US,0
53,Private,99476,9,Divorced,White,Female,38,US,0
50,Private,93690,9,Married-civ-spouse,White,Male,40,US,1
38,Private,220585,9,Married-civ-spouse,White,Male,40,US,0
63,Self-emp-not-inc,194638,9,Married-civ-spouse,White,Male,32,US,0
53,Private,154785,9,Married-civ-spouse,White,Male,50,US,1
23,Self-emp-inc,214542,10,Never-married,White,Male,50,US,0
20,Private,161922,9,Never-married,White,Male,43,US,0
46,Private,207940,10,Married-civ-spouse,Black,Male,40,US,1
28,Private,259351,6,Never-married,Amer-Indian-Eskimo,Male,40,non-US,0
59,Private,208395,14,Divorced,White,Male,50,US,0
41,Private,116391,13,Married-civ-spouse,White,Male,40,US,1
33,Private,239781,1,Married-civ-spouse,White,Male,40,non-US,0
56,Private,174351,8,Married-civ-spouse,White,Male,40,non-US,0
50,Self-emp-not-inc,44368,9,Married-civ-spouse,White,Male,55,non-US,1
31,Local-gov,188798,13,Never-married,White,Female,50,US,0
41,Private,50122,11,Divorced,White,Male,50,US,0
38,Private,111398,13,Married-civ-spouse,White,Female,40,US,1
25,State-gov,152035,12,Never-married,White,Female,40,US,0
49,Local-gov,249289,13,Divorced,Black,Female,40,US,0
39,Private,257726,10,Never-married,White,Male,40,US,0
21,Private,151158,10,Never-married,White,Female,25,US,0
35,Private,465326,13,Married-civ-spouse,White,Male,40,US,0
38,Private,364782,9,Married-civ-spouse,White,Male,40,US,1
31,Private,329301,9,Divorced,White,Male,55,US,0
17,Self-emp-inc,254859,7,Never-married,White,Male,20,US,0
31,Private,203488,13,Married-civ-spouse,White,Male,50,US,1
25,Local-gov,222800,13,Never-married,White,Male,40,US,0
39,Private,96452,14,Married-civ-spouse,White,Male,55,US,1
50,Private,170050,4,Married-civ-spouse,White,Male,40,US,0
38,Local-gov,116580,13,Married-civ-spouse,White,Female,20,US,1
50,Private,400004,10,Married-civ-spouse,White,Male,60,US,0
63,Private,183608,6,Married-civ-spouse,White,Male,40,US,0
31,Private,194055,9,Married-civ-spouse,White,Male,50,US,0
23,Private,210443,13,Never-married,White,Female,40,US,0
18,Private,43272,10,Never-married,White,Male,20,US,0
43,Local-gov,108945,13,Divorced,White,Female,48,US,0
34,Private,114691,10,Married-civ-spouse,White,Male,50,US,1
18,Private,304169,7,Never-married,White,Male,35,US,0
46,Private,503923,9,Married-civ-spouse,Black,Male,40,US,1
35,Private,340428,13,Never-married,White,Female,40,US,1
46,State-gov,106705,14,Never-married,White,Female,38,US,0
59,Private,146391,11,Married-civ-spouse,White,Male,40,US,1
31,Private,235389,4,Never-married,White,Female,30,non-US,0
27,Private,39665,9,Divorced,White,Female,37,US,0
41,Private,113823,14,Married-civ-spouse,White,Male,40,non-US,0
