id,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,nr.employed,age,duration,campaign,pdays,previous,euribor3m,class
667,blue-collar,single,basic.4y,no,yes,no,cellular,apr,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x>749,1<x<3,0.634<x<1.634,no
668,student,divorced,professional.course,no,no,yes,telephone,mar,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,x<0,0.634<x<1.634,no
669,entrepreneur,single,basic.6y,no,yes,yes,cellular,aug,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x<0,3<x<5,0.634<x<1.634,no
670,student,divorced,basic.9y,no,yes,no,cellular,dec,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,0<x<249,0<x<1,x>3.634,yes
671,self-employed,divorced,basic.9y,no,no,no,cellular,oct,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,0<x<249,1<x<3,1.634<x<2.634,no
672,entrepreneur,single,basic.4y,no,yes,yes,cellular,dec,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,3<x<5,0.634<x<1.634,no
673,admin.,single,high.school,no,no,no,telephone,nov,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,0<x<249,x<0,0.634<x<1.634,no
674,admin.,married,university.degree,no,no,no,telephone,mar,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,3<x<5,1.634<x<2.634,no
675,housemaid,single,professional.course,no,no,yes,cellular,mar,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,0<x<249,3<x<5,x>3.634,no
676,retired,single,university.degree,no,yes,yes,cellular,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,0<x<249,x<0,x>3.634,no
677,retired,single,professional.course,no,yes,yes,telephone,jun,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x>749,0<x<1,x>3.634,no
678,retired,single,professional.course,no,no,yes,telephone,dec,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,0<x<1,x>3.634,no
679,student,single,basic.4y,no,no,no,telephone,dec,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x>749,3<x<5,x>3.634,no
680,technician,married,basic.4y,no,no,yes,cellular,may,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x>749,3<x<5,1.634<x<2.634,no
681,retired,married,university.degree,no,no,yes,telephone,nov,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,0<x<249,x<0,x>3.634,no
682,admin.,divorced,basic.9y,no,yes,yes,telephone,jun,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,x<0,0<x<1,1.634<x<2.634,no
683,student,married,professional.course,no,no,yes,telephone,dec,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,x<0,0.634<x<1.634,no
684,services,divorced,basic.6y,no,yes,yes,cellular,mar,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,0<x<249,3<x<5,1.634<x<2.634,no
685,unemployed,divorced,university.degree,no,yes,no,telephone,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,0<x<249,0<x<1,x>3.634,no
686,admin.,single,basic.9y,no,yes,yes,cellular,oct,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,0<x<249,3<x<5,x>3.634,no
687,retired,divorced,professional.course,no,no,no,cellular,jun,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x>749,3<x<5,0.634<x<1.634,no
688,admin.,married,illiterate,no,yes,yes,telephone,nov,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x<0,1<x<3,x>3.634,no
689,retired,married,basic.4y,no,yes,yes,cellular,oct,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x>749,3<x<5,1.634<x<2.634,no
690,retired,married,high.school,no,yes,yes,cellular,sep,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,0<x<249,0<x<1,x>3.634,no
691,services,married,basic.9y,no,yes,no,cellular,sep,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x>749,3<x<5,0.634<x<1.634,no
692,admin.,married,basic.9y,no,no,no,telephone,oct,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,0<x<249,0<x<1,1.634<x<2.634,no
693,technician,divorced,illiterate,no,no,no,cellular,jul,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,0<x<249,1<x<3,x>3.634,no
694,student,single,professional.course,no,yes,no,telephone,may,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,0<x<249,0<x<1,x>3.634,no
695,blue-collar,married,basic.6y,no,yes,yes,telephone,sep,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x>749,1<x<3,x>3.634,no
696,self-employed,divorced,basic.6y,no,no,yes,cellular,mar,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x<0,1<x<3,0.634<x<1.634,no
697,student,divorced,basic.9y,no,yes,yes,cellular,apr,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,3<x<5,1.634<x<2.634,no
698,entrepreneur,divorced,university.degree,no,yes,yes,telephone,may,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,0<x<1,x>3.634,no
699,entrepreneur,single,basic.6y,no,yes,no,cellular,sep,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x>749,3<x<5,x>3.634,no
700,management,single,basic.4y,no,yes,no,telephone,sep,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x<0,1<x<3,x>3.634,no
701,services,married,illiterate,no,no,no,cellular,sep,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,0<x<249,x<0,x>3.634,no
702,housemaid,married,high.school,no,yes,yes,cellular,dec,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,1<x<3,x>3.634,yes
703,technician,divorced,illiterate,no,no,no,cellular,jun,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,0<x<249,0<x<1,x>3.634,no
704,blue-collar,single,basic.6y,no,no,no,cellular,oct,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x<0,1<x<3,1.634<x<2.634,no
705,technician,single,basic.6y,no,no,yes,cellular,jun,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x<0,0<x<1,1.634<x<2.634,no
706,student,married,university.degree,no,yes,no,telephone,may,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,0<x<249,3<x<5,x>3.634,no
707,self-employed,single,basic.4y,no,yes,yes,telephone,may,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x>749,1<x<3,x>3.634,no
708,self-employed,married,high.school,no,yes,yes,cellular,jul,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,0<x<249,0<x<1,0.634<x<1.634,yes
709,housemaid,divorced,basic.4y,no,yes,no,cellular,oct,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,0<x<1,x>3.634,no
710,unemployed,single,high.school,no,no,no,telephone,dec,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,1<x<3,0.634<x<1.634,no
711,blue-collar,married,basic.9y,no,no,no,cellular,sep,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,x<0,1.634<x<2.634,no
712,services,married,professional.course,no,no,no,cellular,jun,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,0<x<249,0<x<1,x>3.634,no
713,blue-collar,single,university.degree,no,yes,no,telephone,jul,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,x<0,0.634<x<1.634,yes
714,student,divorced,basic.6y,no,yes,yes,telephone,may,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,0<x<249,1<x<3,0.634<x<1.634,no
715,retired,divorced,basic.9y,no,yes,yes,cellular,oct,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,0<x<249,x<0,x>3.634,no
716,housemaid,divorced,basic.6y,no,no,no,telephone,jul,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x<0,3<x<5,x>3.634,no
717,self-employed,single,basic.9y,no,yes,yes,telephone,aug,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,1<x<3,1.634<x<2.634,no
718,housemaid,married,basic.9y,no,yes,yes,telephone,dec,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,0<x<249,3<x<5,x>3.634,no
719,retired,divorced,basic.4y,no,no,yes,telephone,oct,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x<0,x<0,x>3.634,no
720,entrepreneur,single,illiterate,no,yes,yes,telephone,oct,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,0<x<249,0<x<1,0.634<x<1.634,no
721,management,married,basic.6y,no,yes,no,telephone,apr,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,3<x<5,0.634<x<1.634,no
722,services,single,illiterate,no,no,no,telephone,mar,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x>749,x<0,0.634<x<1.634,no
723,housemaid,married,professional.course,no,yes,no,telephone,nov,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,1<x<3,0.634<x<1.634,no
724,services,divorced,basic.4y,no,no,no,cellular,aug,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x>749,3<x<5,x>3.634,no
725,retired,divorced,basic.9y,no,yes,no,telephone,mar,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x<0,3<x<5,0.634<x<1.634,no
726,unemployed,married,basic.9y,no,no,no,cellular,sep,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,3<x<5,1.634<x<2.634,no
727,retired,married,professional.course,no,no,no,cellular,apr,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x>749,3<x<5,0.634<x<1.634,no
728,unemployed,single,high.school,no,yes,yes,telephone,aug,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,0<x<249,x<0,x>3.634,no
729,unemployed,single,illiterate,no,yes,no,cellular,apr,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,x<0,0.634<x<1.634,no
730,technician,married,basic.9y,no,no,no,cellular,mar,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,0<x<249,0<x<1,x>3.634,no
731,student,single,high.school,no,yes,yes,telephone,jun,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x<0,x<0,0.634<x<1.634,yes
732,services,married,illiterate,no,no,yes,telephone,sep,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,0<x<249,0<x<1,x>3.634,no
733,entrepreneur,married,basic.9y,no,no,yes,telephone,oct,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,0<x<249,1<x<3,1.634<x<2.634,no
734,admin.,divorced,basic.4y,no,no,no,cellular,mar,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,0<x<249,x<0,x>3.634,no
735,entrepreneur,married,basic.6y,no,no,yes,cellular,oct,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x>749,3<x<5,1.634<x<2.634,no
736,student,divorced,basic.4y,no,no,no,telephone,nov,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x<0,x<0,x>3.634,no
737,management,married,illiterate,no,no,yes,cellular,jun,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,0<x<249,0<x<1,1.634<x<2.634,no
738,unemployed,divorced,university.degree,no,no,yes,cellular,mar,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x>749,0<x<1,1.634<x<2.634,no
739,technician,divorced,university.degree,no,yes,no,telephone,nov,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x>749,1<x<3,x>3.634,no
740,retired,single,illiterate,no,no,yes,cellular,oct,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,1<x<3,x>3.634,no
741,self-employed,divorced,high.school,no,yes,no,telephone,may,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,0<x<249,x<0,x>3.634,no
742,entrepreneur,single,illiterate,no,no,no,telephone,apr,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x>749,x<0,1.634<x<2.634,no
743,management,single,basic.6y,no,yes,no,cellular,jul,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x>749,3<x<5,x>3.634,no
744,retired,divorced,university.degree,no,no,yes,cellular,sep,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,1<x<3,0.634<x<1.634,no
745,admin.,married,basic.6y,no,no,no,telephone,may,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,3<x<5,x>3.634,no
746,technician,single,illiterate,no,no,yes,cellular,mar,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x>749,x<0,1.634<x<2.634,no
747,entrepreneur,divorced,university.degree,no,yes,no,telephone,jul,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,0<x<249,3<x<5,1.634<x<2.634,no
748,technician,married,professional.course,no,no,yes,telephone,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,0<x<249,1<x<3,0.634<x<1.634,no
749,housemaid,single,high.school,no,no,yes,telephone,jun,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,0<x<249,x<0,1.634<x<2.634,no
750,blue-collar,married,university.degree,no,yes,no,cellular,nov,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,0<x<249,3<x<5,0.634<x<1.634,no
751,technician,divorced,professional.course,no,no,yes,cellular,mar,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,0<x<1,x>3.634,no
752,retired,married,university.degree,no,no,no,telephone,apr,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x>749,x<0,0.634<x<1.634,no
753,management,single,basic.4y,no,yes,yes,cellular,apr,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x>749,1<x<3,0.634<x<1.634,no
754,management,single,high.school,no,yes,no,telephone,aug,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,0<x<249,3<x<5,0.634<x<1.634,no
755,technician,single,basic.4y,no,no,yes,telephone,sep,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x<0,1<x<3,x>3.634,no
756,retired,divorced,professional.course,no,no,yes,telephone,jun,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x<0,x<0,x>3.634,no
757,blue-collar,single,basic.6y,no,no,no,cellular,jul,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x<0,1<x<3,1.634<x<2.634,no
758,unemployed,married,high.school,no,yes,yes,telephone,may,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,0<x<249,0<x<1,0.634<x<1.634,no
759,technician,married,illiterate,no,no,yes,cellular,sep,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,0<x<1,1.634<x<2.634,no
760,unemployed,married,basic.4y,no,no,no,cellular,mar,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x<0,x<0,1.634<x<2.634,no
761,entrepreneur,single,professional.course,no,no,no,cellular,sep,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x<0,x<0,x>3.634,no
762,entrepreneur,married,basic.4y,no,yes,yes,telephone,jul,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,3<x<5,0.634<x<1.634,no
763,services,single,professional.course,no,no,no,cellular,dec,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,3<x<5,x>3.634,no
764,blue-collar,divorced,basic.9y,no,no,yes,telephone,jul,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x>749,x<0,x>3.634,no
765,retired,single,basic.9y,no,yes,yes,cellular,dec,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,x<0,0.634<x<1.634,no
766,entrepreneur,married,basic.6y,no,yes,yes,cellular,nov,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,3<x<5,1.634<x<2.634,no
767,entrepreneur,single,basic.4y,no,yes,no,telephone,aug,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,0<x<249,3<x<5,x>3.634,no
768,housemaid,divorced,illiterate,no,yes,no,telephone,mar,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,x<0,x>3.634,no
769,admin.,married,basic.9y,no,yes,no,cellular,mar,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,0<x<249,0<x<1,1.634<x<2.634,no
770,technician,single,professional.course,no,yes,no,cellular,mar,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x>749,x<0,0.634<x<1.634,no
771,retired,divorced,university.degree,no,yes,yes,cellular,dec,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,1<x<3,x>3.634,no
772,unemployed,single,professional.course,no,no,yes,cellular,nov,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x<0,x<0,0.634<x<1.634,no
773,management,married,basic.9y,no,no,yes,cellular,oct,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x>749,x<0,1.634<x<2.634,no
774,technician,married,university.degree,no,no,yes,cellular,may,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x<0,x<0,1.634<x<2.634,no
775,services,married,illiterate,no,no,no,telephone,dec,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,3<x<5,0.634<x<1.634,no
776,services,divorced,high.school,no,no,yes,cellular,may,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x>749,1<x<3,0.634<x<1.634,no
777,management,single,university.degree,no,yes,no,cellular,aug,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,0<x<1,1.634<x<2.634,no
778,management,divorced,basic.6y,no,no,no,cellular,aug,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,0<x<249,0<x<1,0.634<x<1.634,yes
779,blue-collar,married,basic.6y,no,yes,yes,telephone,sep,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,0<x<1,x>3.634,no
780,retired,divorced,university.degree,no,no,yes,telephone,dec,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x>749,3<x<5,1.634<x<2.634,no
781,unemployed,divorced,basic.9y,no,yes,no,telephone,dec,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,0<x<249,x<0,x>3.634,no
782,retired,divorced,basic.6y,no,yes,yes,telephone,apr,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x>749,x<0,0.634<x<1.634,no
783,blue-collar,single,basic.4y,no,yes,no,cellular,mar,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,1<x<3,1.634<x<2.634,no
784,blue-collar,single,university.degree,no,yes,no,telephone,jun,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,0<x<249,0<x<1,x>3.634,no
785,self-employed,married,illiterate,no,yes,yes,telephone,jun,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,0<x<249,1<x<3,x>3.634,no
786,student,married,university.degree,no,yes,no,telephone,mar,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,x<0,0.634<x<1.634,no
787,technician,divorced,high.school,no,no,yes,cellular,may,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x<0,3<x<5,x>3.634,no
788,services,single,basic.9y,no,yes,no,cellular,mar,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,0<x<249,x<0,0.634<x<1.634,no
789,self-employed,divorced,professional.course,no,no,no,telephone,mar,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,x<0,1<x<3,x>3.634,no
790,management,divorced,university.degree,no,yes,yes,cellular,aug,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,0<x<249,x<0,x>3.634,no
791,technician,single,university.degree,no,no,yes,telephone,dec,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x<0,3<x<5,0.634<x<1.634,no
792,admin.,divorced,basic.9y,no,yes,no,cellular,may,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,0<x<249,1<x<3,1.634<x<2.634,no
793,housemaid,married,basic.9y,no,yes,yes,telephone,apr,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,3<x<5,0.634<x<1.634,no
794,entrepreneur,divorced,university.degree,no,no,no,telephone,jul,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,0<x<249,x<0,1.634<x<2.634,no
795,management,single,basic.6y,no,yes,no,cellular,jun,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x>749,0<x<1,0.634<x<1.634,yes
796,management,married,basic.4y,no,yes,yes,telephone,jul,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,1<x<14,x>749,1<x<3,0.634<x<1.634,no
797,student,divorced,basic.4y,no,no,yes,telephone,nov,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,x>749,0<x<1,1.634<x<2.634,no
798,services,divorced,illiterate,no,no,no,telephone,aug,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x<0,0<x<1,x>3.634,no
799,retired,single,illiterate,no,no,no,telephone,jul,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,0<x<1,0.634<x<1.634,yes
800,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x<0,3<x<5,0.634<x<1.634,no
