id,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,nr.employed,age,duration,campaign,pdays,previous,euribor3m,class
665,services,married,basic.9y,no,no,no,telephone,sep,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x<0,0<x<1,x>3.634,no
666,student,married,professional.course,no,yes,no,telephone,mar,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x>749,0<x<1,0.634<x<1.634,no
667,housemaid,single,professional.course,no,no,no,cellular,sep,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x>749,x<0,0.634<x<1.634,no
668,blue-collar,married,basic.9y,no,yes,yes,telephone,oct,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,3<x<5,1.634<x<2.634,no
669,self-employed,married,basic.6y,no,yes,no,telephone,sep,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,0<x<1,1.634<x<2.634,no
670,retired,divorced,basic.9y,no,no,yes,cellular,mar,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,x<0,0.634<x<1.634,no
671,management,divorced,basic.6y,no,yes,yes,cellular,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,0<x<249,3<x<5,0.634<x<1.634,yes
672,housemaid,married,professional.course,no,yes,yes,telephone,sep,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x>749,0<x<1,0.634<x<1.634,no
673,student,married,basic.6y,no,no,no,cellular,nov,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x<0,0<x<1,0.634<x<1.634,yes
674,unemployed,divorced,basic.4y,no,yes,yes,telephone,dec,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,0<x<1,x>3.634,no
675,services,married,high.school,no,yes,no,cellular,jun,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,0<x<249,x<0,x>3.634,yes
676,unemployed,single,illiterate,no,no,yes,telephone,jun,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x<0,x<0,x>3.634,no
677,self-employed,divorced,high.school,no,no,yes,cellular,sep,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x<0,0<x<1,x>3.634,no
678,admin.,divorced,basic.9y,no,no,yes,cellular,jun,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x>749,0<x<1,1.634<x<2.634,no
679,technician,single,professional.course,no,no,no,telephone,mar,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,1<x<3,x>3.634,no
680,retired,married,basic.4y,no,yes,yes,telephone,aug,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x<0,x<0,1.634<x<2.634,yes
681,housemaid,single,basic.4y,no,yes,yes,cellular,may,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x>749,x<0,x>3.634,no
682,technician,divorced,professional.course,no,yes,yes,telephone,dec,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x<0,x<0,x>3.634,no
683,admin.,married,basic.4y,no,yes,yes,telephone,oct,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x<0,3<x<5,x>3.634,no
684,student,single,high.school,no,yes,no,telephone,nov,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,0<x<249,1<x<3,x>3.634,yes
685,self-employed,married,illiterate,no,no,no,telephone,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,0<x<249,1<x<3,1.634<x<2.634,no
686,student,single,basic.4y,no,yes,yes,cellular,jun,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,0<x<249,1<x<3,x>3.634,yes
687,services,married,basic.4y,no,no,yes,cellular,mar,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x>749,0<x<1,x>3.634,no
688,unemployed,divorced,university.degree,no,yes,no,cellular,oct,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x>749,1<x<3,x>3.634,no
689,self-employed,divorced,basic.4y,no,no,yes,telephone,may,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,0<x<249,x<0,x>3.634,no
690,admin.,married,illiterate,no,no,yes,telephone,dec,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,0<x<249,0<x<1,1.634<x<2.634,no
691,management,married,basic.4y,no,no,no,telephone,jul,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x<0,1<x<3,0.634<x<1.634,no
692,management,divorced,university.degree,no,no,no,telephone,jun,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,x<0,1.634<x<2.634,yes
693,student,divorced,high.school,no,yes,yes,telephone,may,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,0<x<249,3<x<5,x>3.634,no
694,blue-collar,single,basic.6y,no,yes,yes,cellular,may,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,0<x<249,1<x<3,x>3.634,no
695,self-employed,divorced,professional.course,no,no,no,cellular,sep,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x>749,3<x<5,x>3.634,no
696,services,single,basic.9y,no,yes,yes,telephone,aug,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x>749,0<x<1,x>3.634,no
697,student,single,high.school,no,no,yes,telephone,mar,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x>749,x<0,0.634<x<1.634,yes
698,self-employed,married,professional.course,no,yes,yes,telephone,oct,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x>749,3<x<5,0.634<x<1.634,no
699,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,0<x<249,1<x<3,0.634<x<1.634,yes
700,technician,divorced,professional.course,no,no,no,telephone,nov,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x>749,0<x<1,1.634<x<2.634,no
701,management,single,basic.4y,no,yes,no,telephone,dec,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x>749,x<0,1.634<x<2.634,yes
702,technician,single,high.school,no,no,no,cellular,jul,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x<0,3<x<5,0.634<x<1.634,yes
703,technician,divorced,illiterate,no,no,yes,cellular,may,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x<0,1<x<3,1.634<x<2.634,yes
704,self-employed,divorced,basic.9y,no,no,yes,telephone,sep,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x<0,0<x<1,1.634<x<2.634,yes
705,admin.,divorced,illiterate,no,yes,yes,cellular,dec,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,0<x<249,3<x<5,0.634<x<1.634,yes
706,blue-collar,married,high.school,no,no,no,cellular,dec,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x>749,3<x<5,x>3.634,no
707,management,divorced,basic.4y,no,yes,no,cellular,jul,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,x<0,1<x<3,x>3.634,yes
708,technician,divorced,illiterate,no,yes,yes,cellular,apr,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,3<x<5,0.634<x<1.634,yes
709,services,divorced,basic.6y,no,no,yes,cellular,apr,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x>749,x<0,1.634<x<2.634,no
710,entrepreneur,single,basic.4y,no,yes,no,cellular,apr,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,3<x<5,x>3.634,no
711,retired,married,basic.9y,no,yes,yes,cellular,oct,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,x<0,x<1,x<0,3<x<5,0.634<x<1.634,yes
712,technician,divorced,basic.6y,no,yes,yes,telephone,jul,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x<0,0<x<1,1.634<x<2.634,yes
713,retired,single,basic.4y,no,yes,yes,telephone,sep,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,1<x<3,x>3.634,no
714,housemaid,married,basic.9y,no,no,no,telephone,may,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,x<0,x>3.634,no
715,services,single,basic.4y,no,yes,no,telephone,aug,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,x>749,0<x<1,1.634<x<2.634,no
716,entrepreneur,single,illiterate,no,no,no,telephone,may,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x>749,1<x<3,x>3.634,no
717,housemaid,divorced,basic.4y,no,yes,yes,telephone,jun,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,x<1,x<0,1<x<3,x>3.634,no
718,retired,single,professional.course,no,yes,no,cellular,oct,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x>749,x<0,x>3.634,no
719,blue-collar,single,basic.6y,no,no,yes,cellular,aug,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,x<0,x>3.634,no
720,self-employed,married,high.school,no,yes,no,telephone,mar,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x<0,0<x<1,0.634<x<1.634,yes
721,student,divorced,university.degree,no,yes,no,cellular,apr,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x>749,1<x<3,x>3.634,no
722,admin.,single,basic.9y,no,no,no,cellular,nov,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,x>749,1<x<3,1.634<x<2.634,no
723,services,divorced,professional.course,no,yes,no,cellular,may,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,1<x<3,1.634<x<2.634,yes
724,technician,single,professional.course,no,no,yes,telephone,jul,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,x<1,x<0,x<0,0.634<x<1.634,yes
725,entrepreneur,married,basic.9y,no,yes,yes,telephone,apr,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x>749,3<x<5,1.634<x<2.634,no
726,unemployed,divorced,high.school,no,yes,no,cellular,may,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x>749,0<x<1,1.634<x<2.634,no
727,entrepreneur,single,basic.4y,no,no,no,telephone,nov,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x>749,0<x<1,1.634<x<2.634,no
728,retired,married,university.degree,no,yes,no,cellular,apr,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x>749,x<0,1.634<x<2.634,no
729,retired,single,basic.6y,no,no,no,cellular,jun,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,x<0,x>3.634,no
730,management,married,basic.4y,no,no,no,telephone,jul,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x>749,x<0,1.634<x<2.634,no
731,housemaid,divorced,basic.9y,no,yes,yes,telephone,mar,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x<0,0<x<1,1.634<x<2.634,yes
732,management,single,high.school,no,yes,yes,telephone,oct,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x>749,0<x<1,1.634<x<2.634,no
733,unemployed,divorced,professional.course,no,yes,no,cellular,jul,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x<0,3<x<5,x>3.634,yes
734,retired,single,high.school,no,no,no,telephone,apr,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x<0,1<x<3,0.634<x<1.634,yes
735,management,single,basic.4y,no,no,no,cellular,apr,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,x<0,0<x<1,x>3.634,no
736,blue-collar,single,illiterate,no,no,no,cellular,nov,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,0<x<249,x<0,0.634<x<1.634,yes
737,self-employed,single,university.degree,no,no,no,cellular,mar,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,x>749,0<x<1,1.634<x<2.634,yes
738,entrepreneur,divorced,professional.course,no,yes,yes,telephone,apr,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,0<x<249,0<x<1,x>3.634,no
739,retired,single,high.school,no,yes,yes,cellular,apr,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x<0,1<x<3,0.634<x<1.634,yes
740,services,single,university.degree,no,no,no,cellular,apr,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x>749,x<0,0.634<x<1.634,no
741,management,single,basic.4y,no,no,no,cellular,apr,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,0<x<249,1<x<3,x>3.634,no
742,technician,single,basic.6y,no,yes,no,telephone,dec,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,3<x<5,1.634<x<2.634,yes
743,self-employed,divorced,professional.course,no,no,no,cellular,sep,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,x<0,x<0,x>3.634,no
744,unemployed,single,basic.9y,no,yes,no,telephone,jun,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,1<x<14,0<x<249,x<0,1.634<x<2.634,yes
745,admin.,divorced,basic.4y,no,no,no,telephone,nov,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x<0,0<x<1,x>3.634,no
746,services,single,university.degree,no,yes,yes,telephone,jun,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,3<x<5,1.634<x<2.634,yes
747,entrepreneur,married,basic.4y,no,yes,no,cellular,jul,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x>749,x<0,x>3.634,no
748,technician,single,basic.4y,no,yes,yes,telephone,mar,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x>749,1<x<3,0.634<x<1.634,yes
749,management,single,professional.course,no,no,no,cellular,jul,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,0<x<249,x<0,0.634<x<1.634,yes
750,blue-collar,married,basic.6y,no,yes,yes,telephone,mar,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,x>749,0<x<1,1.634<x<2.634,no
751,entrepreneur,married,basic.9y,no,no,yes,cellular,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,0<x<249,x<0,0.634<x<1.634,yes
752,self-employed,divorced,basic.6y,no,no,yes,cellular,sep,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x<0,3<x<5,1.634<x<2.634,yes
753,services,single,university.degree,no,yes,no,telephone,nov,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,0<x<1,x>3.634,no
754,self-employed,married,illiterate,no,no,no,telephone,apr,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x<0,3<x<5,1.634<x<2.634,no
755,admin.,single,basic.6y,no,yes,no,telephone,jul,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,0<x<249,0<x<1,x>3.634,no
756,housemaid,divorced,illiterate,no,yes,yes,cellular,apr,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x<0,x<0,0.634<x<1.634,yes
757,services,married,illiterate,no,yes,no,cellular,nov,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,0<x<1,0.634<x<1.634,yes
758,admin.,divorced,illiterate,no,no,yes,telephone,dec,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,x<1,x>749,x<0,x>3.634,no
759,blue-collar,married,basic.9y,no,no,yes,cellular,apr,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x>749,1<x<3,1.634<x<2.634,no
760,self-employed,divorced,illiterate,no,yes,no,telephone,oct,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,0<x<249,1<x<3,0.634<x<1.634,yes
761,admin.,divorced,professional.course,no,no,yes,cellular,nov,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,x<1,x>749,0<x<1,x>3.634,no
762,housemaid,single,professional.course,no,no,yes,cellular,aug,fri,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,1<x<14,x<0,3<x<5,1.634<x<2.634,yes
763,services,single,basic.9y,no,yes,yes,cellular,aug,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,0<x<249,3<x<5,x>3.634,yes
764,self-employed,single,high.school,no,no,no,cellular,apr,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,1<x<14,0<x<249,x<0,1.634<x<2.634,yes
765,admin.,divorced,professional.course,no,no,yes,telephone,jun,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,0<x<249,1<x<3,1.634<x<2.634,no
766,technician,married,basic.9y,no,no,no,cellular,sep,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,1229<x<2459,1<x<14,x>749,0<x<1,0.634<x<1.634,yes
767,entrepreneur,single,university.degree,no,yes,no,telephone,may,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x>749,3<x<5,1.634<x<2.634,no
768,admin.,divorced,high.school,no,yes,no,telephone,mar,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,x<1,x>749,x<0,1.634<x<2.634,no
769,entrepreneur,single,university.degree,no,no,yes,telephone,nov,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,x<1,x<0,3<x<5,1.634<x<2.634,no
770,services,married,illiterate,no,no,yes,telephone,dec,thu,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,2459<x<3688,1<x<14,0<x<249,3<x<5,0.634<x<1.634,yes
771,blue-collar,divorced,basic.4y,no,no,no,telephone,apr,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,0<x<249,3<x<5,1.634<x<2.634,no
772,management,married,basic.4y,no,yes,yes,telephone,nov,wed,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,x<0,1.634<x<2.634,no
773,management,married,basic.6y,no,no,yes,telephone,jun,mon,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x>749,x<0,x>3.634,no
774,services,divorced,basic.4y,no,no,yes,cellular,jul,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,3<x<5,1.634<x<2.634,yes
775,technician,single,high.school,no,no,yes,telephone,nov,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x>749,x<0,x>3.634,no
776,technician,divorced,high.school,no,no,yes,telephone,jun,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x<0,1<x<3,1.634<x<2.634,yes
777,technician,single,university.degree,no,no,no,cellular,jul,tue,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,1<x<14,x<0,1<x<3,1.634<x<2.634,yes
778,blue-collar,single,professional.course,no,yes,no,telephone,jul,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,0<x<249,1<x<3,0.634<x<1.634,no
779,student,divorced,basic.9y,no,yes,yes,telephone,nov,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,0<x<1229,x<1,x<0,3<x<5,0.634<x<1.634,yes
780,retired,divorced,basic.9y,no,no,yes,cellular,apr,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,x<1,0<x<249,x<0,0.634<x<1.634,yes
781,self-employed,married,professional.course,no,no,no,cellular,jul,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,0<x<1229,1<x<14,x>749,0<x<1,x>3.634,no
782,housemaid,married,professional.course,no,yes,yes,telephone,dec,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,x<1,x<0,3<x<5,0.634<x<1.634,no
783,technician,single,university.degree,no,yes,no,telephone,jun,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,1<x<14,x>749,3<x<5,x>3.634,no
784,entrepreneur,married,basic.6y,no,yes,no,telephone,sep,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,2459<x<3688,x<1,0<x<249,x<0,1.634<x<2.634,no
785,entrepreneur,married,high.school,no,yes,no,telephone,jul,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,3<x<5,x>3.634,no
786,unemployed,single,professional.course,no,no,no,cellular,mar,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,x<1,x<0,3<x<5,x>3.634,no
787,retired,single,university.degree,no,no,yes,cellular,oct,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,1229<x<2459,1<x<14,x<0,0<x<1,1.634<x<2.634,no
788,blue-collar,divorced,high.school,no,no,no,telephone,sep,mon,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,x<0,x<1,x>749,0<x<1,0.634<x<1.634,no
789,unemployed,married,university.degree,no,no,yes,cellular,aug,tue,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,2459<x<3688,1<x<14,x<0,1<x<3,1.634<x<2.634,no
790,management,married,basic.4y,no,no,no,telephone,aug,thu,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,17<x<37,0<x<1229,1<x<14,x<0,1<x<3,x>3.634,no
791,unemployed,married,basic.6y,no,no,yes,cellular,aug,tue,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,x<0,x<1,x>749,0<x<1,0.634<x<1.634,no
792,management,single,basic.6y,no,yes,yes,cellular,sep,mon,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,x<1,0<x<249,x<0,x>3.634,no
793,services,single,basic.9y,no,yes,yes,cellular,jul,wed,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,x<0,1<x<14,x>749,1<x<3,x>3.634,no
794,housemaid,single,university.degree,no,no,yes,telephone,may,thu,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,x>77,2459<x<3688,x<1,x>749,x<0,x>3.634,no
795,blue-collar,single,illiterate,no,yes,no,telephone,apr,wed,failure,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,0<x<249,0<x<1,1.634<x<2.634,no
796,retired,single,professional.course,no,no,no,cellular,dec,fri,nonexistent,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,1229<x<2459,1<x<14,x<0,x<0,0.634<x<1.634,yes
797,entrepreneur,married,professional.course,no,no,no,telephone,sep,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,57<x<77,1229<x<2459,1<x<14,x<0,1<x<3,1.634<x<2.634,no
798,management,single,basic.4y,no,no,yes,cellular,dec,fri,success,x<-3.4,x<92.20100000000001,x<-50.8,x<4963.6,37<x<57,0<x<1229,1<x<14,0<x<249,3<x<5,1.634<x<2.634,yes
