id,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30_59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60_89DaysPastDueNotWorse,NumberOfDependents,class
965,x<0.0,51<x<77,0<x<24,x<0.0,0.0<x<752187.0,14<x<29,0<x<24,x<0,x<0,0.0<x<5.0,NO
966,x<0.0,51<x<77,x<0,x<0.0,x<0.0,29<x<43,0<x<24,0<x<13,0<x<24,0.0<x<5.0,YES
967,x<0.0,51<x<77,x<0,15276.0<x<30553.0,x<0.0,14<x<29,0<x<24,0<x<13,0<x<24,0.0<x<5.0,YES
968,0.0<x<12677.0,51<x<77,x<0,15276.0<x<30553.0,0.0<x<752187.0,0<x<14,0<x<24,0<x<13,x<0,5.0<x<10.0,NO
969,x<0.0,x>77,0<x<24,x<0.0,0.0<x<752187.0,x>43,0<x<24,0<x<13,0<x<24,0.0<x<5.0,YES
970,x<0.0,51<x<77,x<0,x<0.0,x<0.0,x<0,x<0,0<x<13,0<x<24,5.0<x<10.0,NO
971,x<0.0,51<x<77,x<0,15276.0<x<30553.0,0.0<x<752187.0,29<x<43,x<0,x<0,x<0,5.0<x<10.0,NO
972,x<0.0,25<x<51,x<0,x<0.0,0.0<x<752187.0,x<0,x<0,0<x<13,x<0,0.0<x<5.0,NO
973,x<0.0,0<x<25,0<x<24,15276.0<x<30553.0,x<0.0,29<x<43,x<0,0<x<13,x<0,5.0<x<10.0,NO
974,0.0<x<12677.0,x>77,0<x<24,x<0.0,x<0.0,29<x<43,x<0,x<0,0<x<24,0.0<x<5.0,YES
975,0.0<x<12677.0,0<x<25,x<0,0.0<x<15276.0,0.0<x<752187.0,0<x<14,0<x<24,0<x<13,x<0,x<0.0,NO
976,x<0.0,25<x<51,0<x<24,0.0<x<15276.0,x<0.0,x<0,x<0,0<x<13,x<0,0.0<x<5.0,NO
977,x<0.0,0<x<25,x<0,x<0.0,x<0.0,x<0,0<x<24,13<x<27,x<0,5.0<x<10.0,NO
978,0.0<x<12677.0,51<x<77,x<0,15276.0<x<30553.0,0.0<x<752187.0,14<x<29,0<x<24,0<x<13,0<x<24,x<0.0,NO
979,0.0<x<12677.0,0<x<25,x<0,0.0<x<15276.0,0.0<x<752187.0,x>43,x<0,x<0,0<x<24,5.0<x<10.0,NO
980,x<0.0,51<x<77,x<0,x<0.0,x<0.0,x<0,x<0,0<x<13,x<0,x<0.0,NO
981,0.0<x<12677.0,51<x<77,0<x<24,x<0.0,0.0<x<752187.0,0<x<14,0<x<24,13<x<27,x<0,0.0<x<5.0,NO
982,x<0.0,25<x<51,0<x<24,x<0.0,0.0<x<752187.0,29<x<43,x<0,0<x<13,x<0,5.0<x<10.0,NO
983,0.0<x<12677.0,0<x<25,0<x<24,15276.0<x<30553.0,x<0.0,x<0,x<0,13<x<27,x<0,x<0.0,NO
984,x<0.0,25<x<51,0<x<24,0.0<x<15276.0,x<0.0,x>43,x<0,0<x<13,0<x<24,0.0<x<5.0,YES
985,0.0<x<12677.0,51<x<77,x<0,0.0<x<15276.0,0.0<x<752187.0,29<x<43,x<0,0<x<13,x<0,5.0<x<10.0,NO
986,x<0.0,x>77,0<x<24,x<0.0,0.0<x<752187.0,14<x<29,x<0,13<x<27,x<0,0.0<x<5.0,NO
987,x<0.0,25<x<51,x<0,0.0<x<15276.0,0.0<x<752187.0,0<x<14,x<0,0<x<13,x<0,x<0.0,NO
988,0.0<x<12677.0,51<x<77,0<x<24,x<0.0,0.0<x<752187.0,29<x<43,0<x<24,0<x<13,0<x<24,x<0.0,YES
989,0.0<x<12677.0,x>77,0<x<24,x<0.0,x<0.0,x>43,x<0,x<0,x<0,0.0<x<5.0,NO
990,x<0.0,51<x<77,0<x<24,x<0.0,x<0.0,0<x<14,0<x<24,0<x<13,0<x<24,x<0.0,NO
991,0.0<x<12677.0,25<x<51,0<x<24,0.0<x<15276.0,0.0<x<752187.0,0<x<14,x<0,13<x<27,x<0,0.0<x<5.0,NO
992,x<0.0,x>77,x<0,15276.0<x<30553.0,x<0.0,14<x<29,x<0,13<x<27,x<0,x<0.0,NO
993,x<0.0,51<x<77,0<x<24,0.0<x<15276.0,0.0<x<752187.0,0<x<14,0<x<24,0<x<13,x<0,0.0<x<5.0,NO
994,x<0.0,25<x<51,x<0,x<0.0,x<0.0,14<x<29,0<x<24,13<x<27,0<x<24,5.0<x<10.0,YES
995,x<0.0,x>77,0<x<24,x<0.0,x<0.0,x>43,x<0,13<x<27,x<0,x<0.0,NO
996,x<0.0,0<x<25,0<x<24,x<0.0,0.0<x<752187.0,29<x<43,0<x<24,x<0,0<x<24,5.0<x<10.0,YES
997,x<0.0,25<x<51,0<x<24,0.0<x<15276.0,x<0.0,29<x<43,x<0,0<x<13,x<0,x<0.0,NO
998,x<0.0,x>77,0<x<24,0.0<x<15276.0,0.0<x<752187.0,x>43,0<x<24,13<x<27,0<x<24,0.0<x<5.0,YES
999,0.0<x<12677.0,51<x<77,0<x<24,0.0<x<15276.0,x<0.0,29<x<43,0<x<24,0<x<13,0<x<24,0.0<x<5.0,YES
