id,RevolvingUtilizationOfUnsecuredLines,DebtRatio,Unnamed: 0,age,NumberOfTime30-59DaysPastDueNotWorse,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,class
982,0.319447649,0.122830656,603<x<1205,x>75,0<x<24,1<x<15897,0<x<11,x<24,4<x<8,0<x<24,0<x<2,NO
983,0.8971535979999999,0.45722203,x>1807,39<x<57,x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,2<x<4,NO
984,0.270429421,0.287934952,x>1807,21<x<39,x<24,1<x<15897,23<x<34,x<24,4<x<8,0<x<24,4<x<6,NO
985,0.655569945,0.286071566,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,2<x<4,NO
986,0.010887967,0.224465502,x>1807,x>75,x>73,1<x<15897,0<x<11,x<24,0<x<4,0<x<24,2<x<4,NO
987,0.68028326,0.149103029,2<x<603,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x<2,NO
988,0.028752917000000006,0.015623373,2<x<603,39<x<57,0<x<24,1<x<15897,23<x<34,x>73,x>12,x<24,x<2,NO
989,0.993335555,1.002499107,x>1807,39<x<57,0<x<24,1<x<15897,23<x<34,x<24,4<x<8,0<x<24,x<2,YES
990,0.083189108,0.195074372,2<x<603,57<x<75,0<x<24,15897<x<31794,11<x<23,0<x<24,x<4,0<x<24,0<x<2,NO
991,0.97540246,0.539554464,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,0<x<2,NO
992,0.038950934,1.383017398,x>1807,21<x<39,x>73,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,2<x<4,NO
993,1.0622153090000002,0.148870182,2<x<603,21<x<39,x>73,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,4<x<6,NO
994,0.366062091,0.664255618,x>1807,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,4<x<6,NO
995,0.276986151,0.7251374309999999,x>1807,x>75,x>73,1<x<15897,23<x<34,0<x<24,8<x<12,x>73,2<x<4,NO
996,0.355669745,0.003653144,603<x<1205,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,x>73,4<x<6,NO
997,0.093962275,0.08997001,1205<x<1807,21<x<39,x>73,1<x<15897,x>34,x<24,8<x<12,x>73,2<x<4,NO
998,0.000602723,0.943611278,1205<x<1807,21<x<39,x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,2<x<4,NO
999,0.34096339299999995,0.368403802,603<x<1205,39<x<57,x>73,1<x<15897,11<x<23,0<x<24,x>12,x<24,2<x<4,NO
