id,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,pdays,previous,class
905,student,married,tertiary,yes,no,yes,telephone,dec,failure,x>75,-2712<x<18267,1<x<8,971<x<1941,1<x<16,-1<x<212,0<x<14,no
906,admin.,divorced,unknown,no,no,yes,telephone,dec,success,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,426<x<640,14<x<29,yes
907,unknown,married,primary,no,yes,no,unknown,may,failure,37<x<56,-2712<x<18267,1<x<8,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
908,technician,divorced,unknown,yes,no,yes,telephone,feb,success,56<x<75,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,yes
909,services,divorced,unknown,yes,no,no,cellular,nov,failure,37<x<56,-2712<x<18267,16<x<23,971<x<1941,1<x<16,-1<x<212,x>43,yes
910,entrepreneur,married,unknown,no,yes,no,cellular,feb,failure,56<x<75,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
911,student,married,primary,yes,no,yes,unknown,sep,unknown,18<x<37,-2712<x<18267,1<x<8,2<x<971,32<x<47,212<x<426,0<x<14,no
912,entrepreneur,divorced,tertiary,no,no,no,cellular,may,failure,x>75,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,14<x<29,no
913,unemployed,married,secondary,no,yes,no,telephone,aug,failure,56<x<75,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,no
914,self-employed,single,secondary,yes,yes,no,cellular,aug,other,18<x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,yes
915,services,divorced,secondary,no,yes,no,telephone,sep,failure,18<x<37,-2712<x<18267,x<8,971<x<1941,16<x<32,426<x<640,0<x<14,yes
916,blue-collar,divorced,secondary,no,no,no,cellular,nov,unknown,56<x<75,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
917,unemployed,single,secondary,yes,no,no,cellular,nov,success,x>75,-2712<x<18267,1<x<8,971<x<1941,16<x<32,212<x<426,14<x<29,yes
918,technician,divorced,tertiary,no,no,no,cellular,feb,other,37<x<56,-2712<x<18267,8<x<16,971<x<1941,16<x<32,212<x<426,0<x<14,yes
919,technician,single,unknown,yes,no,no,telephone,may,success,37<x<56,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,no
920,housemaid,married,unknown,no,no,no,telephone,aug,failure,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,yes
921,unknown,single,secondary,no,yes,no,unknown,apr,other,18<x<37,-2712<x<18267,8<x<16,971<x<1941,1<x<16,x>640,0<x<14,yes
922,entrepreneur,married,secondary,yes,yes,no,unknown,jan,other,18<x<37,-2712<x<18267,8<x<16,971<x<1941,16<x<32,-1<x<212,29<x<43,yes
923,unknown,single,unknown,yes,yes,yes,telephone,apr,other,x>75,-2712<x<18267,8<x<16,1941<x<2911,1<x<16,212<x<426,0<x<14,yes
924,management,single,tertiary,no,yes,yes,unknown,aug,failure,56<x<75,-2712<x<18267,8<x<16,2<x<971,x>47,-1<x<212,x<14,yes
925,blue-collar,divorced,primary,no,yes,no,cellular,aug,failure,18<x<37,-2712<x<18267,x>23,971<x<1941,1<x<16,-1<x<212,29<x<43,yes
926,unemployed,divorced,unknown,yes,yes,no,telephone,jun,unknown,18<x<37,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
927,self-employed,single,unknown,yes,no,yes,cellular,may,other,18<x<37,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,14<x<29,no
928,unknown,divorced,primary,yes,no,yes,unknown,dec,failure,37<x<56,-2712<x<18267,x>23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
929,services,divorced,primary,no,yes,no,telephone,jul,success,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,0<x<14,no
930,blue-collar,divorced,unknown,yes,yes,yes,unknown,nov,other,18<x<37,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,14<x<29,no
931,services,married,primary,no,yes,yes,unknown,jul,unknown,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,0<x<14,no
932,unemployed,divorced,unknown,no,yes,no,unknown,oct,failure,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
933,self-employed,married,tertiary,no,yes,no,telephone,mar,unknown,56<x<75,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,14<x<29,no
934,blue-collar,single,secondary,yes,no,no,telephone,aug,other,37<x<56,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,yes
935,unemployed,married,secondary,yes,no,yes,cellular,nov,other,37<x<56,-2712<x<18267,x<8,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
936,management,married,primary,no,yes,yes,unknown,jul,failure,56<x<75,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,no
937,student,single,unknown,yes,no,yes,cellular,jul,failure,56<x<75,-2712<x<18267,x<8,2<x<971,16<x<32,212<x<426,14<x<29,no
938,admin.,married,secondary,no,no,no,telephone,jul,failure,56<x<75,-2712<x<18267,8<x<16,x<971,16<x<32,212<x<426,x<14,no
939,blue-collar,single,primary,yes,no,yes,telephone,apr,failure,x>75,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,29<x<43,no
940,services,single,secondary,yes,no,yes,cellular,jul,unknown,18<x<37,-2712<x<18267,x>23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
941,housemaid,married,tertiary,no,no,yes,telephone,sep,unknown,18<x<37,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,0<x<14,no
942,self-employed,divorced,unknown,no,yes,no,cellular,may,success,18<x<37,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,29<x<43,yes
943,services,married,secondary,no,no,yes,unknown,nov,other,37<x<56,-2712<x<18267,8<x<16,2<x<971,x<16,426<x<640,0<x<14,yes
944,admin.,single,secondary,yes,no,no,unknown,dec,other,37<x<56,-2712<x<18267,x>23,971<x<1941,16<x<32,212<x<426,x<14,yes
945,unemployed,single,tertiary,no,no,no,cellular,jan,success,37<x<56,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
946,self-employed,divorced,secondary,no,yes,yes,telephone,jul,failure,18<x<37,-2712<x<18267,x<8,2<x<971,1<x<16,212<x<426,14<x<29,no
947,unknown,divorced,unknown,no,yes,no,unknown,apr,unknown,56<x<75,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,14<x<29,no
948,unknown,divorced,unknown,no,no,no,cellular,may,unknown,x>75,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,x>43,no
949,unknown,divorced,tertiary,yes,yes,yes,cellular,feb,other,x>75,-2712<x<18267,1<x<8,971<x<1941,16<x<32,-1<x<212,x<14,yes
950,technician,married,unknown,yes,no,yes,cellular,jan,failure,18<x<37,-2712<x<18267,8<x<16,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
951,unemployed,single,unknown,no,no,no,cellular,jul,failure,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,x>43,yes
952,admin.,single,secondary,no,no,no,unknown,dec,success,37<x<56,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,14<x<29,no
953,student,single,primary,yes,yes,yes,cellular,mar,unknown,18<x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,no
954,self-employed,divorced,primary,yes,no,no,unknown,jul,success,18<x<37,-2712<x<18267,1<x<8,971<x<1941,1<x<16,x>640,14<x<29,yes
955,unknown,married,unknown,yes,no,yes,telephone,dec,failure,56<x<75,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
956,services,divorced,primary,yes,no,yes,unknown,jun,unknown,37<x<56,-2712<x<18267,16<x<23,2<x<971,x>47,-1<x<212,29<x<43,no
957,unknown,married,primary,yes,yes,yes,telephone,jul,unknown,56<x<75,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,0<x<14,no
958,unemployed,single,primary,yes,yes,yes,unknown,oct,other,56<x<75,-2712<x<18267,16<x<23,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
959,entrepreneur,single,tertiary,yes,no,no,telephone,jan,success,56<x<75,-2712<x<18267,16<x<23,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
960,unemployed,married,secondary,no,no,yes,cellular,apr,failure,56<x<75,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,yes
961,admin.,divorced,primary,yes,no,no,cellular,aug,success,x>75,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,29<x<43,no
962,unemployed,divorced,unknown,yes,no,no,telephone,mar,failure,18<x<37,-2712<x<18267,1<x<8,971<x<1941,16<x<32,212<x<426,0<x<14,yes
963,blue-collar,single,tertiary,no,no,no,cellular,mar,other,37<x<56,-2712<x<18267,16<x<23,2<x<971,32<x<47,212<x<426,29<x<43,no
964,unknown,single,tertiary,yes,yes,yes,cellular,jan,success,x>75,-2712<x<18267,16<x<23,971<x<1941,32<x<47,-1<x<212,14<x<29,yes
965,technician,married,tertiary,yes,yes,yes,unknown,jul,failure,x<37,-2712<x<18267,16<x<23,2<x<971,16<x<32,426<x<640,0<x<14,yes
966,housemaid,single,primary,no,yes,no,cellular,aug,unknown,37<x<56,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
967,unknown,single,unknown,yes,yes,yes,unknown,oct,failure,56<x<75,-2712<x<18267,16<x<23,971<x<1941,1<x<16,212<x<426,14<x<29,yes
968,unemployed,single,unknown,yes,yes,yes,cellular,aug,success,x>75,-2712<x<18267,x>23,971<x<1941,1<x<16,212<x<426,0<x<14,yes
969,student,married,secondary,yes,yes,no,cellular,apr,other,56<x<75,-2712<x<18267,x>23,2<x<971,x<16,212<x<426,0<x<14,yes
970,retired,married,primary,no,no,no,unknown,jan,other,37<x<56,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,x>43,no
971,unemployed,married,secondary,yes,yes,no,telephone,mar,unknown,x>75,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
972,blue-collar,single,primary,yes,no,yes,cellular,jun,other,37<x<56,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,14<x<29,no
973,unemployed,divorced,tertiary,yes,no,no,unknown,nov,unknown,37<x<56,-2712<x<18267,x>23,971<x<1941,x<16,212<x<426,0<x<14,yes
974,admin.,single,secondary,yes,yes,yes,cellular,mar,failure,37<x<56,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,yes
975,admin.,divorced,tertiary,no,no,no,unknown,sep,other,37<x<56,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,x>43,yes
976,blue-collar,married,tertiary,no,no,yes,cellular,mar,success,18<x<37,-2712<x<18267,16<x<23,971<x<1941,1<x<16,212<x<426,0<x<14,yes
977,self-employed,divorced,tertiary,yes,yes,yes,cellular,jan,success,18<x<37,-2712<x<18267,x>23,971<x<1941,16<x<32,426<x<640,0<x<14,yes
978,unemployed,divorced,primary,no,yes,yes,telephone,jun,success,18<x<37,-2712<x<18267,x>23,971<x<1941,32<x<47,212<x<426,x>43,yes
979,unemployed,married,secondary,no,no,yes,cellular,jun,other,x>75,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,29<x<43,yes
980,services,divorced,primary,yes,no,yes,cellular,sep,unknown,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,0<x<14,yes
981,blue-collar,single,primary,yes,no,no,telephone,mar,failure,x>75,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
982,technician,single,secondary,yes,no,no,telephone,dec,success,x>75,-2712<x<18267,8<x<16,2<x<971,32<x<47,-1<x<212,14<x<29,yes
983,student,divorced,tertiary,no,yes,no,unknown,sep,other,56<x<75,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
984,blue-collar,single,primary,yes,yes,yes,telephone,jun,other,56<x<75,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
985,entrepreneur,married,unknown,yes,yes,yes,unknown,feb,failure,18<x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,yes
986,blue-collar,single,secondary,no,no,no,cellular,aug,failure,x>75,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,14<x<29,no
987,self-employed,married,unknown,yes,yes,no,unknown,jul,other,x>75,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,x>43,no
988,technician,single,secondary,yes,yes,yes,cellular,dec,other,37<x<56,-2712<x<18267,8<x<16,2<x<971,16<x<32,x>640,29<x<43,yes
989,unemployed,single,secondary,yes,no,no,cellular,feb,unknown,37<x<56,-2712<x<18267,8<x<16,971<x<1941,1<x<16,212<x<426,0<x<14,yes
990,student,single,primary,yes,no,yes,cellular,sep,unknown,56<x<75,-2712<x<18267,8<x<16,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
991,housemaid,divorced,primary,yes,no,no,unknown,oct,failure,x>75,-2712<x<18267,x>23,2<x<971,32<x<47,426<x<640,x>43,yes
992,unknown,divorced,secondary,no,no,yes,unknown,jan,other,56<x<75,-2712<x<18267,x>23,2<x<971,32<x<47,212<x<426,0<x<14,no
993,admin.,single,unknown,no,no,no,cellular,jul,success,18<x<37,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,14<x<29,yes
994,blue-collar,married,tertiary,no,no,no,unknown,may,other,18<x<37,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,29<x<43,yes
995,admin.,married,unknown,yes,yes,no,cellular,nov,other,x>75,-2712<x<18267,16<x<23,2<x<971,16<x<32,426<x<640,0<x<14,yes
996,self-employed,married,secondary,yes,no,yes,unknown,jul,other,x>75,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,14<x<29,no
997,services,divorced,secondary,no,no,yes,telephone,jan,unknown,37<x<56,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,29<x<43,no
998,student,married,primary,no,no,yes,unknown,oct,success,x>75,-2712<x<18267,1<x<8,2<x<971,16<x<32,x>640,14<x<29,yes
999,services,divorced,secondary,no,yes,yes,telephone,sep,failure,37<x<56,-2712<x<18267,x<8,971<x<1941,x>47,-1<x<212,0<x<14,yes
