RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,class
0.123238967,57,0,0.011065191,7500,4,0,0,0,1,NO
0.071597136,88,0,0.301671614,6400,3,0,2,0,1,NO
0.890013748,34,0,0.039669421,5444,3,0,0,0,0,NO
0.262403669,46,0,0.649484536,3200,13,0,1,0,2,NO
0,30,0,0.094795539,2689,3,0,0,0,0,NO
0.076867853,28,0,0.026394721,1666,2,0,0,0,0,NO
0.006999364,39,0,0.505338078,5338,8,0,2,0,3,NO
0.9999999,32,0,0.178486435,2100,2,0,0,1,0,NO
0.005168167,60,0,0.084772873,3125,6,0,0,0,0,NO
0.724076487,49,0,0.422368233,7000,14,1,1,0,2,NO
0.288011315,43,0,0.297925519,4000,8,0,0,0,2,NO
0.014189181,81,1,0.147463134,4000,14,0,0,0,0,NO
0.004999,37,0,0.453174503,7890,7,0,3,0,2,NO
0.595095253,31,0,0.256379922,5916,7,0,2,0,0,NO
0.074101568,80,0,0.009958176,5020,4,0,0,0,1,NO
0.047712383,37,0,0.4520024,13333,8,0,2,0,3,NO
0.9999999,63,1,0.117666022,3101,0,2,0,0,1,NO
0.677474622,57,0,0.394578313,14607,13,0,2,0,0,NO
0.4138049,60,0,0.816818357,7800,13,0,3,0,0,NO
0.132205488,43,2,0.453878843,12000,12,0,2,0,2,NO
0.174915833,34,0,0.243837442,1500,6,0,0,0,0,NO
0.02389662,53,0,0.395405447,6572,13,0,1,0,3,NO
0.056689342,35,0,0.098693759,6200,6,0,0,0,2,NO
0.797074218,56,3,0.420728964,6666,10,0,2,2,0,NO
0.671332867,37,1,0.434792268,4500,4,0,1,0,0,NO
0.203512976,41,0,0.561815106,13596,15,0,6,0,0,NO
0.506915514,66,0,0.147426393,4720,5,0,0,0,0,NO
0.034043108,63,0,0.075630252,9519,9,0,0,0,0,NO
0.805380755,47,0,0.459220111,7000,7,0,2,0,2,NO
0,46,0,0,4428,1,0,0,0,1,NO
0.007293689,27,1,0.136312089,4408,6,0,0,0,0,NO
0.983728498,61,2,0.114161519,4370,3,0,0,0,1,NO
0.622437756,49,0,0.482405345,4489,6,0,1,0,0,NO
0.928188347,49,0,0.320188836,3600,5,0,1,0,0,NO
0.156305221,66,0,0.327031449,5500,11,0,1,0,2,NO
0.003554418,72,0,0.438219204,5300,9,0,1,0,0,NO
0.995002776,30,1,0.176955761,4000,3,10,0,0,0,YES
0.554406315,49,0,0.586602671,9583,13,1,2,0,1,NO
0.582757962,60,0,1.249135868,3760,25,0,1,0,0,NO
0.51958007,42,0,0.160787992,5329,4,3,0,1,2,NO
0.583270935,44,0,0.084059993,8600,3,0,0,0,4,NO
0,63,0,0.24150905,9833,5,0,1,0,1,NO
0.120129329,72,0,0.201859588,7420,8,0,1,0,0,NO
0,78,1,0.318420395,4000,8,0,1,0,0,NO
0.234565506,52,0,0.322765851,4005,7,0,0,0,3,NO
0.405557616,37,0,0.420642318,11800,16,0,2,0,1,NO
0.003204331,89,0,0.000499917,6000,4,0,0,0,0,NO
0,29,0,0,0,1,0,0,0,0,NO
0.196230403,61,0,0.23525138,13763,8,0,1,0,0,NO
0.046682013,61,0,0.246381372,6355,7,0,1,0,0,NO
0.005737638,76,0,0.249935584,3880,10,0,1,0,0,NO
0.032583137,31,0,0.068563593,5833,8,0,0,0,0,NO
0.825366105,63,1,0.15953469,4813,8,0,1,0,0,NO
0.495677056,54,0,0.390402399,4000,3,0,1,0,0,NO
0.467479789,44,0,0.553868937,2700,8,0,2,0,0,NO
0.086477467,52,0,0.09239472,17500,14,0,1,0,2,NO
0.020412385,46,0,0.10875,8799,4,1,0,0,1,NO
0.325306795,56,0,0.772428515,17800,20,0,5,0,0,NO
0.9999999,21,0,0,300,1,0,0,0,0,NO
0.547444592,45,0,0.766319773,8455,10,0,2,0,4,NO
0.433461198,51,0,0.26226574,9497,6,0,1,0,4,NO
0.507950931,41,0,0.190702324,4000,6,0,0,0,0,NO
0,44,1,0.353955756,8000,9,1,2,0,3,NO
0.007140319,47,0,0.248623465,2360,4,0,0,0,0,NO
0.118098826,29,0,0.262639246,2333,5,0,1,1,0,NO
0.292743341,50,0,0.542091582,5000,7,0,2,0,1,NO
0.144627967,60,0,0.152182783,2450,14,0,0,0,0,NO
0.9999999,41,2,0.083688206,5400,2,0,0,0,1,NO
0.031825066,64,0,0.363629084,12487,11,0,4,0,0,NO
0.001444412,53,0,0.188960516,2481,5,0,1,0,0,NO
0.122225124,51,0,0.60255418,2583,6,0,0,0,2,NO
0.020131991,36,1,0.000879679,10230,2,0,0,0,0,NO
0.007809418,53,0,0.118503539,4944,11,0,1,0,0,NO
0.682152429,41,0,0.136047134,5600,7,0,0,0,0,NO
0.527631491,58,0,0.397263878,3800,7,0,1,0,2,NO
0.392359132,40,0,0.344220771,7500,13,0,2,0,0,NO
0.331795463,24,0,0.36286645,1534,3,0,0,0,0,NO
0.108196169,56,0,0.252963862,7000,10,0,1,0,0,NO
0.605473204,48,0,0.550224888,2000,7,0,0,0,2,NO
0.004253668,69,0,0.002528445,3163,12,0,0,0,0,NO
0.319714166,42,0,0.352960894,8949,6,0,2,0,2,NO
0.2092932,76,0,0.691047531,4333,22,0,2,0,0,NO
0.128557943,37,1,0.425143453,3833,13,0,1,0,0,NO
0.04093976,65,0,0.196340183,6666,7,0,1,0,0,NO
0.722910836,60,1,0.596680664,5000,5,0,1,0,2,NO
0.720811685,40,0,0.414453013,3500,6,0,1,0,3,NO
0.071554892,30,0,0.234654633,19500,11,0,3,0,0,YES
0.450384987,63,0,0.473244147,2391,5,0,0,0,3,NO
0,39,1,0.986253437,4000,10,0,4,0,0,NO
0.061783143,64,0,0.325767129,4757,11,1,1,0,0,NO
0.023939941,52,0,0.061269518,11783,5,0,0,0,0,NO
0.107560312,45,0,0.41928911,4416,5,0,2,0,1,NO
0.114680613,71,0,0.192124289,6500,9,0,1,0,0,NO
0.004544478,64,0,0.159553137,6981,21,0,1,0,1,NO
0.9999999,59,1,0.162226878,6681,2,3,1,0,0,NO
0.487720982,48,0,0.174092589,4600,9,0,0,0,1,NO
0.028567196,45,0,0.518330309,8264,12,0,2,0,2,NO
0.138953538,61,0,0.036245469,8000,4,0,0,0,1,NO
0.547137342,49,0,0.659678643,14500,6,0,3,0,3,NO
0,67,0,0.087630725,2772,5,0,0,0,0,NO
0.005385477,42,0,0.078792121,10000,8,0,0,0,0,NO
0.043287642,55,0,0.206326315,10400,13,0,1,0,2,NO
0.9999999,24,0,0.679738562,764,2,0,0,0,0,NO
0,50,0,0.607412674,11250,10,0,1,0,2,NO
1.043091214,60,0,0.787513116,3811,14,0,0,0,0,NO
0.150950766,61,0,0.652923155,7833,10,0,3,0,2,NO
0,81,0,0,1800,6,0,0,0,0,NO
0.117213048,33,0,0.36775483,1500,8,0,0,0,0,NO
0,53,0,0.219132029,3271,2,0,1,0,1,NO
0.302455804,71,0,0.343331548,5600,5,0,1,0,1,NO
0.234746034,63,1,0.173385196,8483,9,0,1,0,1,NO
0.352478044,47,0,0.436352254,9583,11,0,1,0,1,NO
0.002405561,66,0,0.012420181,14250,13,0,0,0,0,NO
1.089995263,43,0,2591,0,4,0,1,0,4,NO
0.275697774,28,0,0.196188691,3200,5,0,0,0,0,NO
0.072855013,36,0,0.479794473,7200,12,0,3,0,0,NO
0.048850024,57,0,0.327686754,3600,11,0,1,0,1,NO
0.017829847,80,0,0.00489951,10000,11,0,0,0,0,NO
0.9999999,30,0,0.216597925,8000,3,0,1,0,0,NO
0.006137825,72,0,0.002596728,3850,6,0,0,0,0,NO
0.3696019,53,0,0.251818329,6186,8,0,1,0,3,NO
0.412198568,57,1,0.330820706,13000,19,0,1,0,4,NO
0.089225616,55,0,0.287084269,4900,6,0,1,0,3,NO
0.346765323,86,0,0.598583235,3387,4,0,1,0,1,NO
0.221929257,61,0,0.343218927,3000,4,0,1,0,2,NO
0.98110189,80,0,0.508836076,1640,2,0,0,0,0,NO
0.170351855,27,1,0.010395842,2500,3,0,0,0,0,NO
0.120429319,58,0,0.536238585,8650,10,0,2,0,1,NO
0.677522772,31,0,0.625078109,4800,11,1,2,0,0,NO
0.493506494,24,0,0.004665112,3000,2,0,0,0,0,NO
0.793543472,29,0,0.304821151,4500,7,0,0,0,1,NO
0.024259425,63,0,0.439398889,3060,10,0,1,0,0,NO
0.269108796,36,0,0.264898116,2600,5,0,0,0,2,NO
0.010037832,58,0,0.004385965,9803,10,0,0,0,0,NO
0.048358886,64,0,0.244503664,1500,9,0,0,0,0,NO
0.02395761,69,0,0.165963119,4500,10,0,0,0,0,NO
0.036269005,68,0,0.153303219,7083,11,0,1,0,1,NO
0.96013289,27,0,0.147926037,2000,3,0,0,1,0,NO
0.9999999,24,0,0,737,0,0,0,0,0,NO
0.077848054,59,0,0.216252033,16600,9,0,3,0,4,NO
0.97540246,58,0,0.049441246,5905,1,0,0,0,0,NO
0.02619869,54,0,0.298084291,2609,3,0,1,0,2,NO
0.138219489,53,3,0.360877092,8664,20,1,4,0,0,NO
0.868530692,51,0,0.286071566,5197,5,0,2,0,0,NO
0.385161484,50,0,0.100541591,7200,10,0,0,0,0,NO
0.028047149,56,0,0.274523641,2833,11,0,1,0,0,NO
0.022154084,79,0,0.371116986,3025,12,0,1,0,0,NO
0.085232155,60,0,0.363870968,7749,15,0,1,0,1,NO
0.004054739,75,0,0.001587582,5668,14,0,0,0,1,NO
0.499537644,44,0,0.410027127,9952,7,0,1,0,2,NO
1.062215309,45,3,2.030193961,5000,14,0,4,1,1,YES
0.984542138,44,1,0.444235925,7459,5,0,1,0,2,NO
0.123545616,48,0,1.056420511,7000,13,0,1,0,2,NO
0.932135729,24,0,0.010362694,1350,1,0,0,0,0,NO
0.9999999,32,0,0.479180436,4538,8,0,2,0,2,NO
0.08012852,57,0,0.119214586,2851,5,0,0,0,2,NO
0.002108808,57,0,0.23572186,6600,11,0,1,0,1,NO
0.542161672,51,1,0.093229216,10500,11,0,0,0,0,NO
0.065634531,66,0,0.052905464,1152,4,0,0,0,0,NO
0.01139924,44,0,0.007132668,700,2,0,0,0,3,NO
0.222462203,76,0,0.446482564,4960,5,0,1,0,0,NO
0.9999999,54,1,0.449833395,2700,2,0,1,0,0,NO
0.007936415,48,0,0.247378947,16500,17,0,2,0,4,NO
0.007892757,60,0,0.168593933,11933,17,0,1,0,0,NO
0.29385201,35,0,0.096446701,6500,8,0,0,0,0,NO
0.156047688,81,0,0.236595607,6191,12,0,2,0,0,NO
0.093331615,70,1,0.218658598,9914,18,0,2,0,0,NO
0.281131894,54,0,0.931785196,6200,10,0,3,0,1,YES
0.270617502,54,0,0.092744951,5347,6,0,0,0,1,NO
1.063782107,45,3,0.257588899,2305,10,0,0,0,2,YES
0.03232503,55,0,0.264162077,5083,10,0,1,0,0,NO
0.181742064,63,0,0.251558255,6256,8,0,1,0,3,NO
0.729140156,41,0,2.860050891,2750,5,0,1,0,2,NO
0.788892373,28,0,0.372917218,3780,12,0,0,0,1,NO
0.054129806,46,0,0.190649912,7400,9,0,0,0,2,NO
0,64,0,0,7383,9,0,0,0,0,NO
0.122219445,33,0,0.009992862,1400,3,0,0,0,0,NO
0.554379777,28,1,0.227874155,3400,3,0,1,0,0,YES
0.018581214,38,0,0.000461467,13001,3,0,0,0,0,NO
0,68,0,0.218632558,15166,15,0,3,0,1,NO
0.352920416,55,0,0.656079988,6800,6,0,2,0,1,NO
0.242524917,28,0,0.19089626,2833,9,5,0,0,0,YES
0.112585515,75,0,1215,0,3,0,1,0,1,NO
0.139647929,45,2,0.381269788,6000,11,0,1,0,3,NO
0.905403469,46,1,0.324534037,12500,14,0,2,1,0,NO
0.189818004,62,0,15.47011952,250,12,0,2,0,2,NO
0.447105788,22,0,0.007490637,800,2,0,0,0,0,NO
0.054300983,36,0,0.304201303,4450,7,0,1,0,1,NO
0.008382622,75,0,0.000637186,7846,4,0,0,0,0,NO
0.9999999,72,0,0.148870182,2256,3,0,0,0,0,NO
0.005790399,61,0,0.275552228,2670,8,0,1,0,2,NO
0.188144121,70,0,0.228223496,6979,22,0,0,0,1,NO
0.536747939,62,0,0.761082326,3473,12,0,1,0,0,NO
0.01449978,81,0,0.320854332,4166,7,0,2,0,0,NO
0.064187163,69,0,0.003481625,2584,1,0,0,0,0,NO
0.280965774,88,0,0.811062979,3000,11,0,2,0,0,NO
0.000717457,45,0,0.291404783,12250,9,0,2,0,2,NO
0,43,0,0.454052007,7921,4,0,1,3,1,YES
0.344935265,54,0,0.367065868,1669,8,0,0,0,0,NO
0.055588063,44,0,0.193567203,12000,14,0,1,0,0,NO
0.02560834,68,0,0.187784039,5500,8,0,0,0,0,NO
0.00359928,33,1,0.356499356,3884,4,0,1,0,2,NO
0.335851572,40,0,0.35035956,9455,4,0,3,0,1,NO
0.92778985,60,0,0.558950746,7166,6,0,1,0,1,NO
0.355669745,28,0,0.149988001,4166,4,0,0,0,0,NO
0.151674924,46,0,0.284943011,5000,4,0,2,0,3,NO
0.902786641,33,2,0.399556049,900,7,1,0,1,0,NO
0.340963393,38,0,1.566520924,1600,10,0,1,0,3,NO
0.025549434,74,0,0.15748842,3885,7,0,1,0,0,NO
1.079681275,29,1,0.370314843,2000,5,3,0,0,0,NO
0.139620561,56,0,0.438651591,4775,10,0,2,0,1,NO
0.363704086,49,0,0.020408163,9309,4,0,0,0,2,NO
0.295296876,31,3,0.507164279,3000,10,0,1,0,0,NO
0.050857227,64,0,0.226054358,10669,7,0,2,0,0,NO
0.446806594,56,0,0.12078853,2789,5,1,0,0,1,NO
0.077908693,40,1,0.438969765,6250,10,0,1,2,1,NO
1.026692332,50,3,0.637594216,6500,12,3,1,1,2,NO
0.303297053,62,1,0.611346317,4723,25,0,1,0,0,NO
0.290995031,41,0,0.521942353,3850,6,0,1,0,5,NO
0.229305801,41,3,0.301740096,5401,11,0,2,0,0,NO
0.642942823,29,0,0.151979736,7500,9,0,1,0,0,NO
0.956529549,33,0,0.222841226,14000,8,0,2,0,3,NO
0.371923281,47,0,0.365726855,5000,7,0,0,0,0,NO
0.930933445,52,0,0.155650087,9167,14,0,0,0,0,NO
0.014867443,45,0,0.006124234,8000,6,0,0,0,0,YES
